sample,sample_label,window,group,decade,outcome,outcome_label,panel,n_cell,n_usable,fitted,score_gap_min,illiberal_cutoff,other_cutoff_max,n,est,se,pval,ci_lo,ci_hi,bw
full,All scored elections,4,OECD,1990s,Y_eqaccess,V-Dem mid-level: deliberative and egalitarian components: Equal access,vdem_egal_delib,93,91,TRUE,-Inf,-Inf,Inf,91,-0.09035235042035909,0.08023707077200791,0.26013698759307036,-0.24761411935848598,0.06690941851776779,11.592524323264824
full,All scored elections,4,OECD,1990s,Y_eqdr,V-Dem mid-level: deliberative and egalitarian components: Equal distribution,vdem_egal_delib,93,91,TRUE,-Inf,-Inf,Inf,91,-0.032322665362615764,0.02738917995162841,0.23795036672070077,-0.08600447163389394,0.0213591409086624,13.13921088759246
full,All scored elections,4,OECD,2000s,Y_gdp_growth,GDP per capita growth: PWT,growth,76,76,TRUE,-Inf,-Inf,Inf,76,-0.039021548630108704,0.0967543640890145,0.6867236372079781,-0.22865661759165262,0.1506135203314352,10.505373537594954
full,All scored elections,4,OECD,2000s,Y_gdp_growth_wb,GDP per capita growth: World Bank,growth,76,76,TRUE,-Inf,-Inf,Inf,76,-0.036594882235512105,0.0970871762817969,0.706227058524854,-0.22688225110852533,0.15369248663750112,10.480381750093677
full,All scored elections,4,OECD,2000s,Y_gdp_growth_imf,GDP per capita growth: IMF WEO,growth,76,65,TRUE,-Inf,-Inf,Inf,65,0.02674226649797553,0.057142276494513554,0.639788580683018,-0.0852545374259007,0.13873907042185174,9.308315670732869
full,All scored elections,4,OECD,2000s,Y_inflation,Inflation,inflation,76,74,TRUE,-Inf,-Inf,Inf,74,-0.009621236492722035,0.0667238513217438,0.885346598558683,-0.14039758199314512,0.12115510900770105,14.677223469108554
full,All scored elections,4,OECD,2000s,Y_unemployment,Unemployment,unemployment,76,74,TRUE,-Inf,-Inf,Inf,74,1.9391052292867301,2.2936357344175904,0.39787158636305403,-2.5563382038258218,6.434548662399282,8.562988548090658
full,All scored elections,4,OECD,2000s,Y_trade_pct_gdp,Trade openness,trade,76,74,TRUE,-Inf,-Inf,Inf,74,-2.942786730372446,11.000243069235717,0.7890686980770847,-24.50286696726079,18.617293506515896,7.196324011551664
full,All scored elections,4,OECD,2000s,Y_top10_share,Top-10% income share,top10,76,76,TRUE,-Inf,-Inf,Inf,76,0.33854027718947644,1.2049380156599012,0.7787405118988565,-2.023094837107089,2.7001753914860416,5.373520742282291
full,All scored elections,4,OECD,2000s,Y_gini_disp,Income inequality (Gini): Disposable,gini,76,76,TRUE,-Inf,-Inf,Inf,76,0.7936643545171879,0.8226614476352635,0.33466899575724307,-0.8187224543175117,2.4060511633518873,8.383670663119098
full,All scored elections,4,OECD,2000s,Y_gini_mkt,Income inequality (Gini): Market,gini,76,76,TRUE,-Inf,-Inf,Inf,76,1.9012599112638051,1.0946650354059262,0.08241511142035668,-0.2442441332670724,4.046763955794683,9.158607858549534
full,All scored elections,4,OECD,2000s,Y_debt,Public debt and deficit: Debt / GDP,fiscal,76,76,TRUE,-Inf,-Inf,Inf,76,-12.559230258594626,11.209332327597627,0.2625321611907138,-34.5291179114265,9.41065739423725,6.49204695044755
full,All scored elections,4,OECD,2000s,Y_deficit,Public debt and deficit: Deficit / GDP,fiscal,76,76,TRUE,-Inf,-Inf,Inf,76,-0.19813924396441207,2.48640587245645,0.9364845935172627,-5.0714052049279434,4.67512671699912,5.779740535948074
full,All scored elections,4,OECD,2000s,Y_checks_balances,Executive constraints: Checks & balances,institutions,76,76,TRUE,-Inf,-Inf,Inf,76,4.423932983398356e-4,0.0057684736928582956,0.9388689117376801,-0.010863607385429186,0.011748393982108855,7.491241888868831
full,All scored elections,4,OECD,2000s,Y_jucon,Executive constraints: Judicial constraints,institutions,76,76,TRUE,-Inf,-Inf,Inf,76,-0.0036324402152795175,0.006368908469891141,0.5684474397395145,-0.016115271437098254,0.008850391006539218,9.615429460998744
full,All scored elections,4,OECD,2000s,Y_legcon,Executive constraints: Legislative constraints,institutions,76,76,TRUE,-Inf,-Inf,Inf,76,0.006185421045323717,0.006471079474459526,0.33914492079265834,-0.00649766166571333,0.018868503756360764,5.547133513210352
full,All scored elections,4,OECD,2000s,Y_hos_power,Executive power (ET): HOS,exec_power,76,76,TRUE,-Inf,-Inf,Inf,76,-0.012000490478384432,0.0231000624800767,0.6034118708548237,-0.05727578097995975,0.03327480002319089,6.682659295649458
full,All scored elections,4,OECD,2000s,Y_hog_power,Executive power (ET): HOG,exec_power,76,58,TRUE,-Inf,-Inf,Inf,58,-0.005238571662731923,0.0049460053147417195,0.2895305389751619,-0.014932563946969384,0.004455420621505539,20.849998115033028
full,All scored elections,4,OECD,2000s,Y_hos_power_vdem,Executive power (V-Dem): HOS (v2ex_hosw),exec_power_alt,76,76,TRUE,-Inf,-Inf,Inf,76,0.0370703290404477,0.03598480950653459,0.30293206417845475,-0.033458601582894626,0.10759925966379003,18.852848318068684
full,All scored elections,4,OECD,2000s,Y_hog_power_vdem,Executive power (V-Dem): HOG (v2ex_hogw),exec_power_alt,76,76,TRUE,-Inf,-Inf,Inf,76,-0.018535164520223794,0.017992404753267244,0.30293206417845475,-0.05379962983189486,0.01672930079144727,18.85284831806855
full,All scored elections,4,OECD,2000s,Y_polyarchy,V-Dem high-level democracy indices: Electoral (polyarchy),vdem_high,76,76,TRUE,-Inf,-Inf,Inf,76,0.02490732345459013,0.01390937571239224,0.07334370799435783,-0.0023545519891348086,0.052169198898315075,7.881419092006949
full,All scored elections,4,OECD,2000s,Y_libdem,V-Dem high-level democracy indices: Liberal,vdem_high,76,76,TRUE,-Inf,-Inf,Inf,76,0.023478918722076476,0.013425088245622543,0.08031111544906701,-0.002833770728615719,0.049791608172768675,8.010708172615336
full,All scored elections,4,OECD,2000s,Y_partipdem,V-Dem high-level democracy indices: Participatory,vdem_high,76,76,TRUE,-Inf,-Inf,Inf,76,0.03798690919538403,0.020108369877799077,0.05887718021061263,-0.0014247715529122351,0.07739858994368029,6.530650351096262
full,All scored elections,4,OECD,2000s,Y_delibdem,V-Dem high-level democracy indices: Deliberative,vdem_high,76,76,TRUE,-Inf,-Inf,Inf,76,0.05165925891053792,0.01302375269500897,7.292300419701325e-5,0.026133172684763884,0.07718534513631196,6.731877387994056
full,All scored elections,4,OECD,2000s,Y_egaldem,V-Dem high-level democracy indices: Egalitarian,vdem_high,76,76,TRUE,-Inf,-Inf,Inf,76,0.0181491170336757,0.013102017104484043,0.16598658584435697,-0.007530364615940779,0.04382859868329218,8.80909789909695
full,All scored elections,4,OECD,2000s,Y_elecoff,V-Dem mid-level: electoral component: Elected officials,vdem_electoral,76,76,TRUE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,OECD,2000s,Y_frefair,V-Dem mid-level: electoral component: Clean elections,vdem_electoral,76,76,TRUE,-Inf,-Inf,Inf,76,0.021301653409991197,0.01606504952301487,0.18485211522636416,-0.010185265064970306,0.0527885718849527,15.888946440322309
full,All scored elections,4,OECD,2000s,Y_frassoc,V-Dem mid-level: electoral component: Association,vdem_electoral,76,76,TRUE,-Inf,-Inf,Inf,76,0.008602828623512603,0.005878181030572307,0.14332546504091215,-0.002918194491015654,0.02012385173804086,5.857999526868656
full,All scored elections,4,OECD,2000s,Y_suffr,V-Dem mid-level: electoral component: Suffrage,vdem_electoral,76,76,TRUE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,OECD,2000s,Y_freexp,V-Dem mid-level: electoral component: Expression & alt. info,vdem_electoral,76,76,TRUE,-Inf,-Inf,Inf,76,0.005409975953210595,0.007129726852390786,0.44797730622171367,-0.008564031897083463,0.019383983803504652,8.487045896617747
full,All scored elections,4,OECD,2000s,Y_cl_rol,V-Dem mid-level: liberal component (see also Executive constraints),vdem_liberal,76,76,TRUE,-Inf,-Inf,Inf,76,0.0015662708790916057,0.004939690868201095,0.7511838680986594,-0.008115345317343928,0.011247887075527142,13.820455825552365
full,All scored elections,4,OECD,2000s,Y_cspart,V-Dem mid-level: participatory component: Civil society,vdem_particip,76,76,TRUE,-Inf,-Inf,Inf,76,0.004649311488665844,0.019357074096325654,0.8101855342235291,-0.03328985658620563,0.042588479563537326,8.862153036878441
full,All scored elections,4,OECD,2000s,Y_dd,V-Dem mid-level: participatory component: Direct democracy,vdem_particip,76,76,TRUE,-Inf,-Inf,Inf,76,0.06510086465033563,0.06148357656357479,0.28967565791081235,-0.055404731054981865,0.18560646035565312,8.131237090295507
full,All scored elections,4,OECD,2000s,Y_locelec,V-Dem mid-level: participatory component: Local elections,vdem_particip,76,76,TRUE,-Inf,-Inf,Inf,76,-0.0029097859434697964,0.004034916515071518,0.4708163315238159,-0.010818076993635836,0.004998505106696242,7.875467286002228
full,All scored elections,4,OECD,2000s,Y_regelec,V-Dem mid-level: participatory component: Regional elections,vdem_particip,76,76,TRUE,-Inf,-Inf,Inf,76,-0.003386968877674375,0.004664003506165465,0.46772017618997686,-0.012528247773527219,0.0057543100181784695,5.804869009273762
full,All scored elections,4,OECD,2000s,Y_delib,V-Dem mid-level: deliberative and egalitarian components: Deliberation,vdem_egal_delib,76,76,TRUE,-Inf,-Inf,Inf,76,0.037674254922427194,0.021127853792452852,0.07456094606140393,-0.0037355775814083766,0.07908408742626277,7.292767046994183
full,All scored elections,4,OECD,2000s,Y_eqprotec,V-Dem mid-level: deliberative and egalitarian components: Equal protection,vdem_egal_delib,76,76,TRUE,-Inf,-Inf,Inf,76,-0.00883411912118621,0.01677909540917472,0.5985439407798989,-0.04172054181633001,0.024052303573957594,13.91155655915874
full,All scored elections,4,OECD,2000s,Y_eqaccess,V-Dem mid-level: deliberative and egalitarian components: Equal access,vdem_egal_delib,76,76,TRUE,-Inf,-Inf,Inf,76,0.0056031870454302315,0.016733642136383862,0.7377415330506294,-0.027194148872064013,0.038400522962924476,9.071497895064933
full,All scored elections,4,OECD,2000s,Y_eqdr,V-Dem mid-level: deliberative and egalitarian components: Equal distribution,vdem_egal_delib,76,76,TRUE,-Inf,-Inf,Inf,76,0.004398251924316884,0.011907438215498101,0.7118518639178346,-0.01893989812619528,0.027736401974829045,10.628420298458801
full,All scored elections,4,OECD,2010s,Y_gdp_growth,GDP per capita growth: PWT,growth,94,94,TRUE,-Inf,-Inf,Inf,94,-0.011056718902927087,0.05440929274092916,0.8389679303390771,-0.11769697309944481,0.09558353529359064,16.12236212984759
full,All scored elections,4,OECD,2010s,Y_gdp_growth_wb,GDP per capita growth: World Bank,growth,94,94,TRUE,-Inf,-Inf,Inf,94,-0.009202765968131063,0.05155776135264813,0.8583348056990867,-0.11025412134283245,0.09184858940657033,17.30823769660994
full,All scored elections,4,OECD,2010s,Y_gdp_growth_imf,GDP per capita growth: IMF WEO,growth,94,75,TRUE,-Inf,-Inf,Inf,75,-0.05537395605407951,0.03996621347312035,0.16589376625057603,-0.13370629505983483,0.02295838295167582,12.659358135106954
full,All scored elections,4,OECD,2010s,Y_inflation,Inflation,inflation,94,91,TRUE,-Inf,-Inf,Inf,91,-0.06835796683147614,0.048199681364500827,0.15612524431038857,-0.16282760637220414,0.026111672709251854,9.328473103950556
full,All scored elections,4,OECD,2010s,Y_unemployment,Unemployment,unemployment,94,91,TRUE,-Inf,-Inf,Inf,91,-2.2438861354574913,1.8420848442866855,0.2231771897067612,-5.854306086726467,1.3665338158114846,10.34850411797047
full,All scored elections,4,OECD,2010s,Y_trade_pct_gdp,Trade openness,trade,94,91,TRUE,-Inf,-Inf,Inf,91,-6.4796331105258425,5.689215815190185,0.2547312854988273,-17.630291208574285,4.6710249875226,16.72302813770874
full,All scored elections,4,OECD,2010s,Y_top10_share,Top-10% income share,top10,94,94,TRUE,-Inf,-Inf,Inf,94,-0.6896316690226532,1.5487620761038654,0.6561179364338199,-3.725149558807711,2.3458862207624045,9.585551951823993
full,All scored elections,4,OECD,2010s,Y_gini_disp,Income inequality (Gini): Disposable,gini,94,91,TRUE,-Inf,-Inf,Inf,91,0.32139977699214595,1.1090639476310429,0.7719740457100094,-1.852325616916514,2.495125170900806,14.011174237211074
full,All scored elections,4,OECD,2010s,Y_gini_mkt,Income inequality (Gini): Market,gini,94,91,TRUE,-Inf,-Inf,Inf,91,0.2824013619029938,1.2177622822493739,0.8166142247761987,-2.104368853037078,2.6691715768430657,19.663498889620172
full,All scored elections,4,OECD,2010s,Y_debt,Public debt and deficit: Debt / GDP,fiscal,94,94,TRUE,-Inf,-Inf,Inf,94,-9.070668519062375,7.4361987351791115,0.22254104295197402,-23.645350221895733,5.504013183770981,12.17525621805709
full,All scored elections,4,OECD,2010s,Y_deficit,Public debt and deficit: Deficit / GDP,fiscal,94,94,TRUE,-Inf,-Inf,Inf,94,-4.148237260057135,2.3411392865024534,0.07641310453649205,-8.736785944393741,0.44031142427947145,9.656760975421268
full,All scored elections,4,OECD,2010s,Y_checks_balances,Executive constraints: Checks & balances,institutions,94,94,TRUE,-Inf,-Inf,Inf,94,-0.012637433041565465,0.03031767905968995,0.6767999856848308,-0.07205899209340193,0.046784126010270995,8.48698004342329
full,All scored elections,4,OECD,2010s,Y_jucon,Executive constraints: Judicial constraints,institutions,94,94,TRUE,-Inf,-Inf,Inf,94,-0.03322443869568738,0.03615555119472885,0.35813192616833117,-0.10408801687855003,0.037639139487175274,8.206051655527206
full,All scored elections,4,OECD,2010s,Y_legcon,Executive constraints: Legislative constraints,institutions,94,94,TRUE,-Inf,-Inf,Inf,94,0.008717024503119883,0.027043266393096736,0.7471979899443053,-0.04428680365167211,0.06172085265791188,8.899620168239563
full,All scored elections,4,OECD,2010s,Y_hos_power,Executive power (ET): HOS,exec_power,94,94,TRUE,-Inf,-Inf,Inf,94,0.02320661542699128,0.014760200493419173,0.11589430831312517,-0.005722845944700624,0.05213607679868318,6.815670314189409
full,All scored elections,4,OECD,2010s,Y_hog_power,Executive power (ET): HOG,exec_power,94,66,TRUE,-Inf,-Inf,Inf,66,-0.020359980860860185,0.03428107792784571,0.5525702445873345,-0.08754965895064874,0.046829697228928366,9.081788195144995
full,All scored elections,4,OECD,2010s,Y_hos_power_vdem,Executive power (V-Dem): HOS (v2ex_hosw),exec_power_alt,94,94,TRUE,-Inf,-Inf,Inf,94,-0.00931642788569732,0.034647443200811597,0.7880126248541692,-0.0772241687156852,0.058591312944290555,72.31
full,All scored elections,4,OECD,2010s,Y_hog_power_vdem,Executive power (V-Dem): HOG (v2ex_hogw),exec_power_alt,94,94,TRUE,-Inf,-Inf,Inf,94,0.00931642788569732,0.034647443200811597,0.7880126248541692,-0.058591312944290555,0.0772241687156852,72.31
full,All scored elections,4,OECD,2010s,Y_polyarchy,V-Dem high-level democracy indices: Electoral (polyarchy),vdem_high,94,94,TRUE,-Inf,-Inf,Inf,94,3.5149133508579136e-5,0.02973722732732431,0.9990569078914749,-0.058248745428127344,0.0583190436951445,14.41640846167708
full,All scored elections,4,OECD,2010s,Y_libdem,V-Dem high-level democracy indices: Liberal,vdem_high,94,94,TRUE,-Inf,-Inf,Inf,94,-0.0014725540372665935,0.03782410264350997,0.9689448971497533,-0.07560643296609236,0.07266132489155917,14.669034660903284
full,All scored elections,4,OECD,2010s,Y_partipdem,V-Dem high-level democracy indices: Participatory,vdem_high,94,94,TRUE,-Inf,-Inf,Inf,94,-0.003525610546181276,0.021988182221999084,0.8726123407923837,-0.04662165578680337,0.03957043469444081,18.656388565864184
full,All scored elections,4,OECD,2010s,Y_delibdem,V-Dem high-level democracy indices: Deliberative,vdem_high,94,94,TRUE,-Inf,-Inf,Inf,94,0.019406131472565733,0.05609773979719515,0.7293921022953769,-0.090543418144036,0.12935568108916748,14.093232797120013
full,All scored elections,4,OECD,2010s,Y_egaldem,V-Dem high-level democracy indices: Egalitarian,vdem_high,94,94,TRUE,-Inf,-Inf,Inf,94,0.006511626883465422,0.027924736632464114,0.8156178317333627,-0.04821985119393053,0.06124310496086138,18.375915638641693
full,All scored elections,4,OECD,2010s,Y_elecoff,V-Dem mid-level: electoral component: Elected officials,vdem_electoral,94,94,TRUE,-Inf,-Inf,Inf,94,0.007375191332111072,0.005899534176350312,0.21125164935393892,-0.0041876831790987066,0.01893806584332085,16.996770630126104
full,All scored elections,4,OECD,2010s,Y_frefair,V-Dem mid-level: electoral component: Clean elections,vdem_electoral,94,94,TRUE,-Inf,-Inf,Inf,94,-0.03261921136773854,0.025589911899126887,0.2024188968159202,-0.08277451705758021,0.017536094322103117,9.535267059080809
full,All scored elections,4,OECD,2010s,Y_frassoc,V-Dem mid-level: electoral component: Association,vdem_electoral,94,94,TRUE,-Inf,-Inf,Inf,94,0.019280523453776628,0.015491087238134357,0.21327131188562248,-0.011081449614334757,0.04964249652188801,9.45561536309926
full,All scored elections,4,OECD,2010s,Y_suffr,V-Dem mid-level: electoral component: Suffrage,vdem_electoral,94,94,TRUE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,OECD,2010s,Y_freexp,V-Dem mid-level: electoral component: Expression & alt. info,vdem_electoral,94,94,TRUE,-Inf,-Inf,Inf,94,-0.01172575821944593,0.03774393285024052,0.7560545154091609,-0.08570250724081555,0.06225099080192369,13.735287187592403
full,All scored elections,4,OECD,2010s,Y_cl_rol,V-Dem mid-level: liberal component (see also Executive constraints),vdem_liberal,94,94,TRUE,-Inf,-Inf,Inf,94,0.009761350018830548,0.014438797401555193,0.499008854794223,-0.018538172868288134,0.038060872905949235,8.958943068496357
full,All scored elections,4,OECD,2010s,Y_cspart,V-Dem mid-level: participatory component: Civil society,vdem_particip,94,94,TRUE,-Inf,-Inf,Inf,94,-0.016325712549802265,0.021784134478155123,0.453597282421277,-0.059021831561363536,0.026370406461759005,9.10531230628903
full,All scored elections,4,OECD,2010s,Y_dd,V-Dem mid-level: participatory component: Direct democracy,vdem_particip,94,94,TRUE,-Inf,-Inf,Inf,94,-0.049256011871408205,0.06237469064397438,0.4297149912529591,-0.1715081590804254,0.07299613533760901,11.035577324447159
full,All scored elections,4,OECD,2010s,Y_locelec,V-Dem mid-level: participatory component: Local elections,vdem_particip,94,94,TRUE,-Inf,-Inf,Inf,94,-0.021450204930234303,0.011910125624158037,0.0717019710527249,-0.044793622204931674,0.001893212344463071,12.81207812972754
full,All scored elections,4,OECD,2010s,Y_regelec,V-Dem mid-level: participatory component: Regional elections,vdem_particip,94,94,TRUE,-Inf,-Inf,Inf,94,-0.05333045586900194,0.06902017386160042,0.43971223246432584,-0.18860751084443156,0.08194659910642767,15.362280948888666
full,All scored elections,4,OECD,2010s,Y_delib,V-Dem mid-level: deliberative and egalitarian components: Deliberation,vdem_egal_delib,94,94,TRUE,-Inf,-Inf,Inf,94,0.028147343642979324,0.05553628320267713,0.6122755044121693,-0.08070177126948458,0.13699645855544323,12.903640543954563
full,All scored elections,4,OECD,2010s,Y_eqprotec,V-Dem mid-level: deliberative and egalitarian components: Equal protection,vdem_egal_delib,94,94,TRUE,-Inf,-Inf,Inf,94,-0.01982820468819973,0.02567209542058624,0.43989881459240493,-0.0701445871202244,0.03048817774382493,13.185106853812401
full,All scored elections,4,OECD,2010s,Y_eqaccess,V-Dem mid-level: deliberative and egalitarian components: Equal access,vdem_egal_delib,94,94,TRUE,-Inf,-Inf,Inf,94,0.027512993294025387,0.02215085132012199,0.21420931387445402,-0.01590187752031521,0.07092786410836599,16.207455023412255
full,All scored elections,4,OECD,2010s,Y_eqdr,V-Dem mid-level: deliberative and egalitarian components: Equal distribution,vdem_egal_delib,94,94,TRUE,-Inf,-Inf,Inf,94,0.019893804120208844,0.01489900470692232,0.1817965556679963,-0.009307708510851637,0.049095316751269324,13.588201284677842
full,All scored elections,4,Non-OECD,1970s,Y_gdp_growth,GDP per capita growth: PWT,growth,66,65,TRUE,-Inf,-Inf,Inf,65,0.22818962920427655,0.19564490259141823,0.24347462391763044,-0.15526733363375017,0.6116465920423033,26.271096259067548
full,All scored elections,4,Non-OECD,1970s,Y_gdp_growth_wb,GDP per capita growth: World Bank,growth,66,64,TRUE,-Inf,-Inf,Inf,64,0.28197161519292663,0.2225090613850918,0.2050707205350705,-0.15413813135566523,0.7180813617415185,25.64266918786824
full,All scored elections,4,Non-OECD,1970s,Y_gdp_growth_imf,GDP per capita growth: IMF WEO,growth,66,0,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_inflation,Inflation,inflation,66,50,TRUE,-Inf,-Inf,Inf,50,1.0074508327646425,0.5657689505452276,0.07496549981076878,-0.10143593387502614,2.116337599404311,39.662722373104046
full,All scored elections,4,Non-OECD,1970s,Y_unemployment,Unemployment,unemployment,66,0,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_trade_pct_gdp,Trade openness,trade,66,49,TRUE,-Inf,-Inf,Inf,49,34.23120338180814,16.461558315926272,0.03757480435156998,1.9671419531868395,66.49526481042945,17.46825311305306
full,All scored elections,4,Non-OECD,1970s,Y_top10_share,Top-10% income share,top10,66,3,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_gini_disp,Income inequality (Gini): Disposable,gini,66,20,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_gini_mkt,Income inequality (Gini): Market,gini,66,20,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_debt,Public debt and deficit: Debt / GDP,fiscal,66,54,TRUE,-Inf,-Inf,Inf,54,3.0356536810320964,13.959477196064455,0.8278484379535179,-24.324418866262405,30.395726228326595,17.437520839295377
full,All scored elections,4,Non-OECD,1970s,Y_deficit,Public debt and deficit: Deficit / GDP,fiscal,66,13,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_checks_balances,Executive constraints: Checks & balances,institutions,66,57,TRUE,-Inf,-Inf,Inf,57,0.03413062811311557,0.11269232009247084,0.7619922814633863,-0.1867422606023867,0.2550035168286178,39.26282440506255
full,All scored elections,4,Non-OECD,1970s,Y_jucon,Executive constraints: Judicial constraints,institutions,66,66,TRUE,-Inf,-Inf,Inf,66,-0.38663069595019267,0.1888413528485548,0.040620431634007304,-0.7567529463251803,-0.016508445575205033,22.72777804836856
full,All scored elections,4,Non-OECD,1970s,Y_legcon,Executive constraints: Legislative constraints,institutions,66,57,TRUE,-Inf,-Inf,Inf,57,-0.008956552682511026,0.21691167910953488,0.9670637148134219,-0.43409563156330844,0.41618252619828644,29.416084256347467
full,All scored elections,4,Non-OECD,1970s,Y_hos_power,Executive power (ET): HOS,exec_power,66,66,TRUE,-Inf,-Inf,Inf,66,0.09849400659917751,0.048174265738229506,0.04090065336066963,0.004074180770585828,0.1929138324277692,23.153861241127625
full,All scored elections,4,Non-OECD,1970s,Y_hog_power,Executive power (ET): HOG,exec_power,66,27,FALSE,-Inf,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA
full,All scored elections,4,Non-OECD,1970s,Y_hos_power_vdem,Executive power (V-Dem): HOS (v2ex_hosw),exec_power_alt,66,66,TRUE,-Inf,-Inf,Inf,66,0.0070436019496910515,0.0066639371499031645,0.2905238889049265,-0.006017474859357642,0.020104678758739745,20.722391427306846
full,All scored elections,4,Non-OECD,1970s,Y_hog_power_vdem,Executive power (V-Dem): HOG (v2ex_hogw),exec_power_alt,66,66,TRUE,-Inf,-Inf,Inf,66,-0.0191183713073941,0.01885480130800044,0.31059280499390424,-0.056073102806733645,0.017836360191945448,21.779271541254715
full,All scored elections,4,Non-OECD,1970s,Y_polyarchy,V-Dem high-level democracy indices: Electoral (polyarchy),vdem_high,66,66,TRUE,-Inf,-Inf,Inf,66,-0.3843488557831568,0.18992961315781853,0.04300737242772324,-0.7566040571701058,-0.012093654396207854,21.78731553126522
full,All scored elections,4,Non-OECD,1970s,Y_libdem,V-Dem high-level democracy indices: Liberal,vdem_high,66,66,TRUE,-Inf,-Inf,Inf,66,-0.3031508515775473,0.153108544962627,0.04770651385989244,-0.6032380854296275,-0.0030636177254669827,21.837180253887816
full,All scored elections,4,Non-OECD,1970s,Y_partipdem,V-Dem high-level democracy indices: Participatory,vdem_high,66,66,TRUE,-Inf,-Inf,Inf,66,-0.2577065040280039,0.13269997313106974,0.05213422101807548,-0.5177936721143334,0.002380664058325599,22.129585434147565
full,All scored elections,4,Non-OECD,1970s,Y_delibdem,V-Dem high-level democracy indices: Deliberative,vdem_high,66,66,TRUE,-Inf,-Inf,Inf,66,-0.2931311466130763,0.1296436604487081,0.0237559947753248,-0.5472280519164839,-0.039034241309668705,26.50103444887949
full,All scored elections,4,Non-OECD,1970s,Y_egaldem,V-Dem high-level democracy indices: Egalitarian,vdem_high,66,66,TRUE,-Inf,-Inf,Inf,66,-0.21416775594327722,0.09442638089168297,0.023323576088973362,-0.39924006168143694,-0.0290954502051175,27.722846172623118
full,All scored elections,4,Non-OECD,1970s,Y_elecoff,V-Dem mid-level: electoral component: Elected officials,vdem_electoral,66,66,TRUE,-Inf,-Inf,Inf,66,-1.2026603084981604,0.4864115637912101,0.013416575838060066,-2.1560094551927387,-0.24931116180358193,14.981137214654607
full,All scored elections,4,Non-OECD,1970s,Y_frefair,V-Dem mid-level: electoral component: Clean elections,vdem_electoral,66,66,TRUE,-Inf,-Inf,Inf,66,-0.6347769524756833,0.32474712838498626,0.050620766491694696,-1.2712696281930613,0.0017157232416946666,18.056792207101214
full,All scored elections,4,Non-OECD,1970s,Y_frassoc,V-Dem mid-level: electoral component: Association,vdem_electoral,66,66,TRUE,-Inf,-Inf,Inf,66,-0.6170126826560094,0.26827674184501665,0.02145325156848389,-1.1428254345619915,-0.0911999307500273,22.58147406653868
full,All scored elections,4,Non-OECD,1970s,Y_suffr,V-Dem mid-level: electoral component: Suffrage,vdem_electoral,66,66,TRUE,-Inf,-Inf,Inf,66,-0.012981384351697434,0.055643045848082134,0.8155303877228469,-0.12203975020404936,0.0960769815006545,20.506039953240485
full,All scored elections,4,Non-OECD,1970s,Y_freexp,V-Dem mid-level: electoral component: Expression & alt. info,vdem_electoral,66,66,TRUE,-Inf,-Inf,Inf,66,-0.36143205824102287,0.2062620968828282,0.07972308104274235,-0.7656983395070773,0.04283422302503165,22.03650889876481
full,All scored elections,4,Non-OECD,1970s,Y_cl_rol,V-Dem mid-level: liberal component (see also Executive constraints),vdem_liberal,66,66,TRUE,-Inf,-Inf,Inf,66,-0.323217187801077,0.20158943868181523,0.10885875919768637,-0.7183252272810803,0.07189085167892634,32.91037337567804
full,All scored elections,4,Non-OECD,1970s,Y_cspart,V-Dem mid-level: participatory component: Civil society,vdem_particip,66,66,TRUE,-Inf,-Inf,Inf,66,-0.28018149315784524,0.11707695149026966,0.016704882150157706,-0.5096481014985167,-0.05071488481717379,26.509719020730106
full,All scored elections,4,Non-OECD,1970s,Y_dd,V-Dem mid-level: participatory component: Direct democracy,vdem_particip,66,66,TRUE,-Inf,-Inf,Inf,66,-0.13193438279502934,0.09347096458875345,0.15809686906536236,-0.3151341069892048,0.051265341399146125,25.180300413670384
full,All scored elections,4,Non-OECD,1970s,Y_locelec,V-Dem mid-level: participatory component: Local elections,vdem_particip,66,65,TRUE,-Inf,-Inf,Inf,65,-0.10031860625341277,0.10148551707497197,0.3229070018082487,-0.2992265646727824,0.0985893521659569,32.859075765758426
full,All scored elections,4,Non-OECD,1970s,Y_regelec,V-Dem mid-level: participatory component: Regional elections,vdem_particip,66,66,TRUE,-Inf,-Inf,Inf,66,-0.47487356591648416,0.3656354589952668,0.19402550109605954,-1.1915058970179786,0.24175876518501022,20.188367861990137
