election_id,country_name,country_text_id,election_year,election_type,running_var,illiberal_score,other_score,backsliding_Nyr,Y_gdp_growth,Y_polyarchy,ap_name,ap_abbr,ap_score,ap_share,ap_cand,op_name,op_abbr,op_score,op_share,op_cand,group,side,in_popucut,label,op_label
parl_3694,Russia,RUS,2003,parliamentary,-56.44444444444444,0.83,0.722,0,0.42765230455526293,-0.05199999999999999,Communist Party ot the Russian Federation,KPRF,0.83,11.555555555555555,NA,United Russia,ER,0.722,68,NA,Non-OECD,lost,FALSE,Communist Party ot the Russian Federation (KPRF),United Russia
parl_958,Colombia,COL,1982,parliamentary,-16.58291457286432,0.829,0.612,0,0.06496895720031226,0.03700000000000003,Colombian Conservative Party,PCC,0.829,41.20603015075377,NA,Colombian Liberal Party,PLC,0.612,57.78894472361809,NA,OECD,lost,TRUE,Colombian Conservative Party (PCC),Colombian Liberal Party
parl_1907,Guinea-Bissau,GNB,2014,parliamentary,15.686274509803923,0.828,0.473,0,0.11971818259395128,0.24100000000000005,African Party for the Independence of Guinea and Cape Verde,PAIGC,0.828,55.88235294117647,NA,Social Renewal Party,PRS,0.473,40.19607843137255,NA,Non-OECD,won,TRUE,African Party for the Independence of Guinea and Cape Verde (PAIGC),Social Renewal Party
parl_1958,Haiti,HTI,2011,parliamentary,-38.38383838383838,0.828,0.578,0,0.07256499742049449,-0.039000000000000035,Haiti in Action,LA,0.828,8.080808080808081,NA,Inite,INITE,0.578,46.464646464646464,NA,Non-OECD,lost,TRUE,Haiti in Action (LA),Inite
parl_3437,Paraguay,PRY,2023,parliamentary,31.250000000000004,0.828,0.432,0,NA,NA,National Republican Association – Colorado Party,ANR-PC,0.828,60,NA,Authentic Radical Liberal Party,PLRA,0.432,28.749999999999996,NA,Non-OECD,won,TRUE,National Republican Association – Colorado Party (ANR-PC),Authentic Radical Liberal Party
pres_1180,Paraguay,PRY,2018,presidential,3.8808723245249226,0.828,0.432,0,0.02975952821035932,-0.020000000000000018,National Republican Association – Colorado Party,ANR-PC,0.828,48.95863144276644,Mario Abdo Benítez,Authentic Radical Liberal Party,PLRA,0.432,45.07775911824152,Pedro Efraín Alegre Sasiain,Non-OECD,won,TRUE,National Republican Association – Colorado Party (ANR-PC),Authentic Radical Liberal Party
parl_2584,Liberia,LBR,1997,parliamentary,65.625,0.827,0.663,0,1.1754335630370898,0.19300000000000003,National Patriotic Party,NPP,0.827,76.5625,NA,Unity Party,UP,0.663,10.9375,NA,Non-OECD,won,FALSE,National Patriotic Party (NPP),Unity Party
pres_935,Liberia,LBR,1997,presidential,65.70000000000002,0.827,0.663,0,1.1754335630370898,0.19300000000000003,National Patriotic Party,NPP,0.827,75.30000000000001,Charles Taylor,Unity Party,UP,0.663,9.600000000000001,Ellen Johnson-Sirleaf,Non-OECD,won,FALSE,National Patriotic Party (NPP),Unity Party
parl_3218,Nigeria,NGA,1979,parliamentary,12.694877505567934,0.825,0.688,1,-0.3867260210575516,-0.013000000000000012,National Party of Nigeria,NPN,0.825,37.41648106904232,NA,Unity Party of Nigeria,UPN,0.688,24.721603563474385,NA,Non-OECD,won,FALSE,National Party of Nigeria (NPN),Unity Party of Nigeria
pres_1100,Nigeria,NGA,1979,presidential,4.600000000000001,0.825,0.688,1,-0.3867260210575516,-0.013000000000000012,National Party of Nigeria,NPN,0.825,33.800000000000004,Shehu Shagari,Unity Party of Nigeria,UPN,0.688,29.200000000000003,Obafemi Awolowo,Non-OECD,won,FALSE,National Party of Nigeria (NPN),Unity Party of Nigeria
parl_2958,Mozambique,MOZ,2009,parliamentary,56.00000000000001,0.824,0.63,0,0.23878396987745099,-0.026000000000000023,Liberation Front of Mozambique,FRELIMO,0.824,76.4,NA,Mozambican National Resistance,RENAMO,0.63,20.4,NA,Non-OECD,won,TRUE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
pres_1056,Mozambique,MOZ,2009,presidential,58.60000000000001,0.824,0.63,0,0.23878396987745099,-0.026000000000000023,Liberation Front of Mozambique,FRELIMO,0.824,75.01,Armando Guebuza,Mozambican National Resistance,RENAMO,0.63,16.41,Afonso Dhlakama,Non-OECD,won,TRUE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
pres_617,Georgia,GEO,2004,presidential,-95.07,0.824,0.305,0,0.3847440210388058,0.10699999999999998,Citizens’ Union of Georgia,SMK,0.824,1.87,Teimuraz Shashiashvili,United National Movement,ENM,0.305,96.94,Mikheil Saakashvili,Non-OECD,lost,TRUE,Citizens’ Union of Georgia (SMK),United National Movement
parl_842,Cent. Af. Rep.,CAF,1993,parliamentary,-24.705882352941174,0.822,0.55,0,-0.04820502003228988,0.063,Central African Democratic Rally,RDC,0.822,15.294117647058824,NA,Movement for the Liberation of the Central African People,MLPC,0.55,40,NA,Non-OECD,lost,TRUE,Central African Democratic Rally (RDC),Movement for the Liberation of the Central African People
parl_2959,Mozambique,MOZ,2014,parliamentary,21.999999999999993,0.82,0.699,1,0.09824085020517259,-0.03999999999999998,Liberation Front of Mozambique,FRELIMO,0.82,57.599999999999994,NA,Mozambican National Resistance,RENAMO,0.699,35.6,NA,Non-OECD,won,FALSE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
pres_1057,Mozambique,MOZ,2014,presidential,20.42600646495631,0.82,0.699,1,0.09824085020517259,-0.03999999999999998,Liberation Front of Mozambique,FRELIMO,0.82,57.03219998177267,Filipe Nyusi,Mozambican National Resistance,RENAMO,0.699,36.60619351681636,Afonso Dhlakama,Non-OECD,won,FALSE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
parl_2957,Mozambique,MOZ,2004,parliamentary,28,0.819,0.645,0,0.2885790856731303,0.031000000000000028,Liberation Front of Mozambique,FRELIMO,0.819,64,NA,Mozambican National Resistance,RENAMO,0.645,36,NA,Non-OECD,won,TRUE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
pres_1055,Mozambique,MOZ,2004,presidential,32.00105719541703,0.819,0.645,0,0.2885790856731303,0.031000000000000028,Liberation Front of Mozambique,FRELIMO,0.819,63.74424012966228,Armando Guebuza,Mozambican National Resistance,RENAMO,0.645,31.743182934245244,Afonso Dhlakama,Non-OECD,won,TRUE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
parl_3937,Singapore,SGP,1991,parliamentary,91.35802469135803,0.818,0.166,0,0.29710889234334736,-0.0030000000000000027,People's Action Party,PAP,0.818,95.06172839506173,NA,Singapore Democratic Party,SDP,0.166,3.7037037037037033,NA,Non-OECD,won,TRUE,People's Action Party (PAP),Singapore Democratic Party
parl_3938,Singapore,SGP,1997,parliamentary,96.3855421686747,0.818,0.229,0,0.10393481415848882,0.015000000000000013,People's Action Party,PAP,0.818,97.59036144578313,NA,Workers' Party of Singapore,WP,0.229,1.2048192771084338,NA,Non-OECD,won,TRUE,People's Action Party (PAP),Workers' Party of Singapore
parl_3939,Singapore,SGP,2001,parliamentary,96.42857142857143,0.818,0.306,0,0.23613591730773287,0.008000000000000007,People's Action Party,PAP,0.818,97.61904761904762,NA,Singapore Democratic Alliance,SDA,0.306,1.1904761904761905,NA,Non-OECD,won,TRUE,People's Action Party (PAP),Singapore Democratic Alliance
pres_1575,Zambia,ZMB,1996,presidential,59.84493229690063,0.814,0.27,0,0.06792979896054963,0.007000000000000006,Movement for Multi-party Democracy,MMD,0.814,72.59027410917497,Frederick Chiluba,Zambia Democratic Congress,ZDC,0.27,12.745341812274338,Dean Mung'omba,Non-OECD,won,TRUE,Movement for Multi-party Democracy (MMD),Zambia Democratic Congress
parl_1927,Guyana,GUY,1992,parliamentary,-1.53846153846154,0.813,0.382,0,0.4020310233876607,0.14300000000000002,People's National Congress – Reform,PNC,0.813,47.69230769230769,NA,People's Progressive Party,PPP,0.382,49.23076923076923,NA,Non-OECD,lost,TRUE,People's National Congress – Reform (PNC),People's Progressive Party
parl_2294,Jamaica,JAM,1989,parliamentary,-50,0.812,0.803,0,0.20096141659421107,0.08599999999999997,Jamaica Labour Party,JLP,0.812,25,NA,People's National Party,PNP,0.803,75,NA,Non-OECD,lost,FALSE,Jamaica Labour Party (JLP),People's National Party
parl_3196,Nicaragua,NIC,2006,parliamentary,-14.130434782608695,0.811,0.81,0,0.10938879167114202,-0.16599999999999998,Constitutionalist Liberal Party,PLC,0.811,27.173913043478258,NA,Sandinista National Liberation Front,FSLN,0.81,41.30434782608695,NA,Non-OECD,lost,FALSE,Constitutionalist Liberal Party (PLC),Sandinista National Liberation Front
parl_2997,Namibia,NAM,2019,parliamentary,48.958333333333336,0.81,0.492,0,NA,-0.05800000000000005,South West Africa People's Organization,SWAPO,0.81,65.625,NA,Democratic Turnhalle Alliance,DTA,0.492,16.666666666666664,NA,Non-OECD,won,TRUE,South West Africa People's Organization (SWAPO),Democratic Turnhalle Alliance
pres_1086,Nicaragua,NIC,2006,presidential,9.064951441818188,0.81,0.347,0,0.10938879167114202,-0.16599999999999998,Sandinista National Liberation Front,FSLN,0.81,38.06747570976934,Daniel Ortega Saavedra,Nicaraguan Liberal Alliance,ALN,0.347,29.002524267951152,Eduardo Montealegre Rivas,Non-OECD,won,TRUE,Sandinista National Liberation Front (FSLN),Nicaraguan Liberal Alliance
parl_1322,Ecuador,ECU,1984,parliamentary,-21.099999999999998,0.809,0.038,0,0.05770285224900995,0.03199999999999992,Social Christian Party [Movement],PSC,0.809,12.7,NA,Democratic Left,ID,0.038,33.8,NA,Non-OECD,lost,TRUE,Social Christian Party [Movement] (PSC),Democratic Left
parl_1323,Ecuador,ECU,1986,parliamentary,-2.8000000000000007,0.809,0.046,0,0.09522815662563566,0.04399999999999993,Social Christian Party [Movement],PSC,0.809,19.7,NA,Democratic Left,ID,0.046,22.5,NA,Non-OECD,lost,TRUE,Social Christian Party [Movement] (PSC),Democratic Left
pres_473,Ecuador,ECU,1979,presidential,-36.97816348822994,0.809,0.69,0,0.05694493009101009,0.49199999999999994,Social Christian Party [Movement],PSC,0.809,31.510918255885034,Sixto Durán Ballén,Concentration of Popular Forces,CFP,0.69,68.48908174411497,Jaime Roldós Aguilera,Non-OECD,lost,FALSE,Social Christian Party [Movement] (PSC),Concentration of Popular Forces
pres_474,Ecuador,ECU,1984,presidential,3.0819181452686735,0.809,0.038,0,0.05770285224900995,0.03199999999999992,Social Christian Party [Movement],PSC,0.809,51.54095907263434,León Febres Cordero,Democratic Left,ID,0.038,48.45904092736566,Rodrigo Borja,Non-OECD,won,TRUE,Social Christian Party [Movement] (PSC),Democratic Left
parl_1698,Georgia,GEO,1995,parliamentary,31.48936170212766,0.808,0.419,0,0.46294384435662295,0.01200000000000001,Citizens’ Union of Georgia,SMK,0.808,45.95744680851064,NA,National Democratic Party of Georgia,NDPG,0.419,14.468085106382977,NA,Non-OECD,won,TRUE,Citizens’ Union of Georgia (SMK),National Democratic Party of Georgia
parl_963,Colombia,COL,1994,parliamentary,-23.31288343558282,0.808,0.535,0,0.00749513142305247,-0.020000000000000018,Colombian Conservative Party,PCC,0.808,34.355828220858896,NA,Colombian Liberal Party,PLC,0.535,57.668711656441715,NA,OECD,lost,TRUE,Colombian Conservative Party (PCC),Colombian Liberal Party
pres_667,Guatemala,GTM,2011,presidential,-7.472614317388526,0.808,0.765,0,0.1012740190143191,0.04300000000000004,Renewed Democratic Liberty,LIDER,0.808,46.26369284130573,Manuel Baldizon,Patriotic Party,PP,0.765,53.73630715869426,Otto Perez Perez Molina,Non-OECD,lost,FALSE,Renewed Democratic Liberty (LIDER),Patriotic Party
pres_883,Kyrgyzstan,KGZ,2011,presidential,-48.400000000000006,0.808,0.655,0,0.19601416237162717,0.066,United Kyrgyzstan,BK,0.808,14.8,Madumarov Kimsanbaevich Adahan,Social Democratic Party Kyrgystan,SDPK,0.655,63.2,Atambayev Sharshenovich Almazbek,Non-OECD,lost,FALSE,United Kyrgyzstan (BK),Social Democratic Party Kyrgystan
parl_2134,Iran,IRN,1979,parliamentary,68.4931506849315,0.805,0.14,0,-0.4431633517506892,-0.0020000000000000018,Islamic Republican Party,IRP,0.805,79.45205479452055,NA,Freedom Movement of Iran / Liberation Movement of Iran,FMI / LMI,0.14,10.95890410958904,NA,Non-OECD,won,TRUE,Islamic Republican Party (IRP),Freedom Movement of Iran / Liberation Movement of Iran
parl_3220,Nigeria,NGA,1992,parliamentary,-6.576728499156829,0.805,0.623,0,-0.08198969878619522,-0.003999999999999976,National Republican Convention,NRC,0.805,46.3743676222597,NA,Social Democratic Party,SDP,0.623,52.951096121416526,NA,Non-OECD,lost,TRUE,National Republican Convention (NRC),Social Democratic Party
parl_339,Bangladesh,BGD,1991,parliamentary,17.333333333333332,0.805,0.77,0,0.140875403128903,0.20400000000000001,Bangladesh Nationalist Party,BNP,0.805,46.666666666666664,NA,Bangladesh People's League,BAL,0.77,29.333333333333332,NA,Non-OECD,won,FALSE,Bangladesh Nationalist Party (BNP),Bangladesh People's League
pres_1102,Nigeria,NGA,1993,presidential,-16.800000000000004,0.805,0.623,0,-0.10165716578357653,-0.0010000000000000009,National Republican Convention,NRC,0.805,41.6,Alhaji Bashir Othman,Social Democratic Party,SDP,0.623,58.400000000000006,Kashimawo Olawale Abiola,Non-OECD,lost,TRUE,National Republican Convention (NRC),Social Democratic Party
parl_3195,Nicaragua,NIC,2001,parliamentary,16.30434782608696,0.804,0.727,0,0.12002734000903281,-0.02300000000000002,Constitutionalist Liberal Party,PLC,0.804,57.608695652173914,NA,Sandinista National Liberation Front,FSLN,0.727,41.30434782608695,NA,Non-OECD,won,FALSE,Constitutionalist Liberal Party (PLC),Sandinista National Liberation Front
parl_969,Colombia,COL,2018,parliamentary,-1.7441860465116257,0.804,0.418,0,0.07950431003855662,0.030999999999999917,Democratic Centre,CD,0.804,18.6046511627907,NA,Colombian Liberal Party,PLC,0.418,20.348837209302324,NA,OECD,lost,TRUE,Democratic Centre (CD),Colombian Liberal Party
pres_1085,Nicaragua,NIC,2001,presidential,13.941549699312695,0.804,0.727,0,0.12002734000903281,-0.02300000000000002,Constitutionalist Liberal Party,PLC,0.804,56.27859049964088,Enrique Bolaños Geyer,Sandinista National Liberation Front,FSLN,0.727,42.33704080032818,Daniel Ortega Saavedra,Non-OECD,won,FALSE,Constitutionalist Liberal Party (PLC),Sandinista National Liberation Front
parl_2960,Mozambique,MOZ,2019,parliamentary,49.599999999999994,0.802,0.705,0,NA,-0.09000000000000002,Liberation Front of Mozambique,FRELIMO,0.802,73.6,NA,Mozambican National Resistance,RENAMO,0.705,24,NA,Non-OECD,won,FALSE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
pres_1058,Mozambique,MOZ,2019,presidential,51.972629700559175,0.802,0.705,0,NA,-0.09000000000000002,Liberation Front of Mozambique,FRELIMO,0.802,73.45570218530133,Filipe Nyusi,Mozambican National Resistance,RENAMO,0.705,21.48307248474216,Ossufo Momade,Non-OECD,won,FALSE,Liberation Front of Mozambique (FRELIMO),Mozambican National Resistance
parl_2295,Jamaica,JAM,1993,parliamentary,-73.33333333333334,0.8,0.743,0,-0.03859152518507969,0.09300000000000008,Jamaica Labour Party,JLP,0.8,13.333333333333334,NA,People's National Party,PNP,0.743,86.66666666666667,NA,Non-OECD,lost,FALSE,Jamaica Labour Party (JLP),People's National Party
parl_2474,Kyrgyzstan,KGZ,2010,parliamentary,1.6666666666666643,0.8,0.655,0,0.13825315607439315,0.16100000000000003,Ata Zhurt / Fatherland,AZ,0.8,23.333333333333332,NA,Social Democratic Party Kyrgystan,SDPK,0.655,21.666666666666668,NA,Non-OECD,won,FALSE,Ata Zhurt / Fatherland (AZ),Social Democratic Party Kyrgystan
pres_666,Guatemala,GTM,2007,presidential,-5.6716642869346,0.8,0.391,0,0.07581605866207397,0.02399999999999991,Patriotic Party,PP,0.8,47.1641678565327,Otto Perez Perez Molina,National Unity of Hope,UNE,0.391,52.8358321434673,Alvaro Colom Caballeros,Non-OECD,lost,TRUE,Patriotic Party (PP),National Unity of Hope
parl_3531,Poland,POL,2019,parliamentary,21.956521739130437,0.799,0.04,0,NA,0.03600000000000003,Law and Justice,PiS,0.799,51.08695652173913,NA,Civic Platform,PO,0.04,29.130434782608695,NA,OECD,won,TRUE,Law and Justice (PiS),Civic Platform
pres_1233,Poland,POL,2020,presidential,2,0.799,0.04,0,NA,0.08599999999999997,Law and Justice,PiS,0.799,51,Andrzej Duda,Civic Platform,PO,0.04,49,Rafal Trzaskowski,OECD,won,TRUE,Law and Justice (PiS),Civic Platform
parl_1532,Fiji,FJI,2018,parliamentary,11.76470588235295,0.797,0.716,0,0.04203500977815722,0.10899999999999999,Fiji First Party,FF,0.797,52.94117647058824,NA,Social Democratic Liberal Party,SDLP,0.716,41.17647058823529,NA,Non-OECD,won,FALSE,Fiji First Party (FF),Social Democratic Liberal Party
parl_2274,Ivory Coast,CIV,2011,parliamentary,19.607843137254903,0.796,0.605,0,0.5052707794569056,0.08300000000000002,Rally of the Republicans,RDR,0.796,49.80392156862745,NA,Democratic Party of Côte d'Ivoire — African Democratic Rally,PDCI-RDA,0.605,30.19607843137255,NA,Non-OECD,won,TRUE,Rally of the Republicans (RDR),Democratic Party of Côte d'Ivoire — African Democratic Rally
parl_1996,Honduras,HND,2013,parliamentary,8.59375,0.795,0.442,0,0.10478054647669488,-0.056999999999999995,National Party of Honduras,PNH,0.795,37.5,NA,Liberty and Refoundation,LIBRE,0.442,28.90625,NA,Non-OECD,won,TRUE,National Party of Honduras (PNH),Liberty and Refoundation
pres_740,Honduras,HND,2013,presidential,8.114531200649147,0.795,0.442,0,0.10478054647669488,-0.056999999999999995,National Party of Honduras,PNH,0.795,36.89042474790142,Juan Orlando Hernandez,Liberty and Refoundation,LIBRE,0.442,28.775893547252274,Xiomara Castro De Zelaya,Non-OECD,won,TRUE,National Party of Honduras (PNH),Liberty and Refoundation
parl_3899,Seychelles,SYC,1970,parliamentary,-33.33333333333333,0.793,0.437,1,0.3351578114018192,0.029000000000000026,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,SPPF / PL / SPUP,0.793,33.33333333333333,NA,Seychelles Democratic Party,SDP,0.437,66.66666666666666,NA,Non-OECD,lost,TRUE,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party (SPPF / PL / SPUP),Seychelles Democratic Party
parl_3900,Seychelles,SYC,1974,parliamentary,-73.33333333333334,0.793,0.441,0,0.3823735796270018,-0.165,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,SPPF / PL / SPUP,0.793,13.333333333333334,NA,Seychelles Democratic Party,SDP,0.441,86.66666666666667,NA,Non-OECD,lost,TRUE,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party (SPPF / PL / SPUP),Seychelles Democratic Party
parl_1531,Fiji,FJI,2014,parliamentary,34,0.791,0.755,0,0.20804520737193677,0.251,Fiji First Party,FF,0.791,64,NA,Social Democratic Liberal Party,SDLP,0.755,30,NA,Non-OECD,won,FALSE,Fiji First Party (FF),Social Democratic Liberal Party
parl_1882,Guatemala,GTM,1999,parliamentary,23.008849557522126,0.79,0.452,0,0.053518711664821694,0.06300000000000006,Guatemalan Republican Front,FRG,0.79,55.75221238938053,NA,National Advancement Party,PAN,0.452,32.743362831858406,NA,Non-OECD,won,TRUE,Guatemalan Republican Front (FRG),National Advancement Party
pres_664,Guatemala,GTM,1999,presidential,36.6435646989633,0.79,0.452,0,0.053518711664821694,0.06300000000000006,Guatemalan Republican Front,FRG,0.79,68.32178234948165,Alfonso Antonio Portillo Cabrera,National Advancement Party,PAN,0.452,31.678217650518352,Óscar Berger Perdomo,Non-OECD,won,TRUE,Guatemalan Republican Front (FRG),National Advancement Party
parl_4322,Tanzania,TZA,1995,parliamentary,58.909090909090914,0.789,0.476,0,0.08985888721922297,0.063,Party of the Revolution,CCM,0.789,67.63636363636364,NA,Civic United Front,CCW,0.476,8.727272727272728,NA,Non-OECD,won,TRUE,Party of the Revolution (CCM),Civic United Front
pres_1401,Tanzania,TZA,1995,presidential,34.05332160248866,0.789,0.162,0,0.08985888721922297,0.063,Party of the Revolution,CCM,0.789,61.82373177515779,Benjamin William Mkapa,National Convention for Construction and Reform – Mageuzi,NCCR-Ma,0.162,27.77041017266913,Augustino Lyatonga Mrema,Non-OECD,won,TRUE,Party of the Revolution (CCM),National Convention for Construction and Reform – Mageuzi
parl_1395,El Salvador,SLV,1994,parliamentary,21.42857142857143,0.787,0.411,0,0.13478721776609426,0.126,Nationalist Republican Alliance,ARENA,0.787,46.42857142857143,NA,Farabundo Martí National Liberation Front,FMLN,0.411,25,NA,Non-OECD,won,TRUE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
pres_540,El Salvador,SLV,1994,presidential,36.691267611280566,0.787,0.411,0,0.13478721776609426,0.126,Nationalist Republican Alliance,ARENA,0.787,68.34563380564028,Armando Calderón Sol,Farabundo Martí National Liberation Front,FMLN,0.411,31.654366194359714,Rubén Ignacio Zamora Rivas,Non-OECD,won,TRUE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
pres_1287,Senegal,SEN,1978,presidential,64.40775623719884,0.786,0.268,0,-0.004351062143616247,0.121,Socialist Party / Senegalese Progressive Union,PS/UPS,0.786,82.20387811859942,Léopold Sédar Senghor,Senegalese Democratic Party,PDS,0.268,17.796121881400587,Abdoulaye Wade,Non-OECD,won,TRUE,Socialist Party / Senegalese Progressive Union (PS/UPS),Senegalese Democratic Party
parl_2529,Lesotho,LSO,1993,parliamentary,-100,0.785,0.687,1,0.17003688967370234,0.213,Basotho National Party,BNP,0.785,0,NA,Basotho Congress Party / Basutoland Congress Party,BCP,0.687,100,NA,Non-OECD,lost,FALSE,Basotho National Party (BNP),Basotho Congress Party / Basutoland Congress Party
parl_3832,Senegal,SEN,1988,parliamentary,71.66666666666666,0.784,0.269,0,-0.10133097673264402,0.118,Socialist Party / Senegalese Progressive Union,PS/UPS,0.784,85.83333333333333,NA,Senegalese Democratic Party,PDS,0.269,14.166666666666666,NA,Non-OECD,won,TRUE,Socialist Party / Senegalese Progressive Union (PS/UPS),Senegalese Democratic Party
parl_976,Comoro Is.,COM,1993,parliamentary,-57.14285714285713,0.784,0.52,0,-0.054834965022076965,0.016000000000000014,National Union for Democracy in the Comoros,UNDC,0.784,9.523809523809524,NA,Rally for Democracy and Renewal,RDR,0.52,66.66666666666666,NA,Non-OECD,lost,TRUE,National Union for Democracy in the Comoros (UNDC),Rally for Democracy and Renewal
pres_1289,Senegal,SEN,1988,presidential,47.400000000000006,0.784,0.269,0,-0.10133097673264402,0.118,Socialist Party / Senegalese Progressive Union,PS/UPS,0.784,73.2,Abdou Diouf,Senegalese Democratic Party,PDS,0.269,25.8,Abdoulaye Wade,Non-OECD,won,TRUE,Socialist Party / Senegalese Progressive Union (PS/UPS),Senegalese Democratic Party
pres_1518,Ukraine,UKR,2019,presidential,-49.92852626370558,0.779,0.259,1,NA,-0.04299999999999998,European Solidarity / Petro Poroshenko Bloc,BPP,0.779,25.035736868147207,Petro Poroshenko,Servant of the People,SN,0.259,74.96426313185279,Volodymyr Zelenskyy,Non-OECD,lost,TRUE,European Solidarity / Petro Poroshenko Bloc (BPP),Servant of the People
parl_3213,Niger,NER,2011,parliamentary,8.333333333333332,0.778,0.774,1,0.15111980264285574,0.30799999999999994,Nigerien Party for Democracy and Socialism,PNDS,0.778,31.48148148148148,NA,National Movement for the Development of Society,MNSD-N,0.774,23.14814814814815,NA,Non-OECD,won,FALSE,Nigerien Party for Democracy and Socialism (PNDS),National Movement for the Development of Society
parl_3214,Niger,NER,2016,parliamentary,29.23976608187134,0.778,0.774,0,0.07457199286100469,-0.09899999999999998,Nigerien Party for Democracy and Socialism,PNDS,0.778,43.859649122807014,NA,Nigerien Democratic Movement for an African Federation,MODEN/FA,0.774,14.619883040935672,NA,Non-OECD,won,FALSE,Nigerien Party for Democracy and Socialism (PNDS),Nigerien Democratic Movement for an African Federation
parl_3215,Niger,NER,2020,parliamentary,41.025641025641036,0.778,0.774,0,NA,-0.30100000000000005,Nigerien Party for Democracy and Socialism,PNDS,0.778,49.358974358974365,NA,Nigerien Democratic Movement for an African Federation,MODEN/FA,0.774,8.333333333333332,NA,Non-OECD,won,FALSE,Nigerien Party for Democracy and Socialism (PNDS),Nigerien Democratic Movement for an African Federation
pres_1097,Niger,NER,2011,presidential,15.894620016569654,0.778,0.774,1,0.15111980264285574,0.30799999999999994,Nigerien Party for Democracy and Socialism,PNDS,0.778,57.94731000828482,Mahamadou Issoufou,National Movement for the Development of Society,MNSD-N,0.774,42.05268999171517,Seyni Oumarou,Non-OECD,won,FALSE,Nigerien Party for Democracy and Socialism (PNDS),National Movement for the Development of Society
pres_1098,Niger,NER,2016,presidential,80.37442568378167,0.778,0.774,0,0.07457199286100469,-0.09899999999999998,Nigerien Party for Democracy and Socialism,PNDS,0.778,92.49442568378167,Mahamadou Issoufou,National Movement for the Development of Society,MNSD-N,0.774,12.120000000000001,Seyni Oumarou,Non-OECD,won,FALSE,Nigerien Party for Democracy and Socialism (PNDS),National Movement for the Development of Society
parl_2995,Namibia,NAM,2009,parliamentary,63.888888888888886,0.776,0.477,0,0.15263007170705656,-0.006000000000000005,South West Africa People's Organization,SWAPO,0.776,75,NA,Rally for Democracy and Progress,RDP,0.477,11.11111111111111,NA,Non-OECD,won,TRUE,South West Africa People's Organization (SWAPO),Rally for Democracy and Progress
parl_3207,Niger,NER,1993,parliamentary,8.433734939759034,0.776,0.776,1,0.04486449962151706,0.05099999999999999,National Movement for the Development of Society,MNSD-N,0.776,34.93975903614458,NA,Democratic and Social Convention,CDS,0.776,26.506024096385545,NA,Non-OECD,won,FALSE,National Movement for the Development of Society (MNSD-N),Democratic and Social Convention
parl_3210,Niger,NER,1999,parliamentary,-25.30120481927711,0.776,0.774,0,-0.07827936603553365,0.16200000000000003,Democratic and Social Convention,CDS,0.776,20.481927710843372,NA,National Movement for the Development of Society,MNSD-N,0.774,45.78313253012048,NA,Non-OECD,lost,FALSE,Democratic and Social Convention (CDS),National Movement for the Development of Society
parl_4325,Tanzania,TZA,2010,parliamentary,67.78242677824268,0.776,0.269,1,0.2026725573882926,-0.01200000000000001,Party of the Revolution,CCM,0.776,78.24267782426779,NA,Party for Democracy and Progress,Chadema,0.269,10.460251046025103,NA,Non-OECD,won,TRUE,Party of the Revolution (CCM),Party for Democracy and Progress
pres_1062,Namibia,NAM,2009,presidential,65.33574205808443,0.776,0.477,0,0.15263007170705656,-0.006000000000000005,South West Africa People's Organization,SWAPO,0.776,76.41754285071323,Hifikepunye Pohamba,Rally for Democracy and Progress,RDP,0.477,11.081800792628803,Hidipo Hamutenya,Non-OECD,won,TRUE,South West Africa People's Organization (SWAPO),Rally for Democracy and Progress
pres_1093,Niger,NER,1993,presidential,8.84300595768461,0.776,0.776,1,0.04486449962151706,0.05099999999999999,Democratic and Social Convention,CDS,0.776,54.421502978842305,Mahamane Ousmane,National Movement for the Development of Society,MNSD-N,0.776,45.578497021157695,Mamadou Tandja,Non-OECD,won,FALSE,Democratic and Social Convention (CDS),National Movement for the Development of Society
pres_1404,Tanzania,TZA,2010,presidential,35.77919166890419,0.776,0.269,1,0.2026725573882926,-0.01200000000000001,Party of the Revolution,CCM,0.776,62.83122470132757,Jakaya Mrisho Kikwete,Party for Democracy and Progress,Chadema,0.269,27.052033032423378,Willibrod Slaa,Non-OECD,won,TRUE,Party of the Revolution (CCM),Party for Democracy and Progress
parl_2834,Mexico,MEX,1991,parliamentary,46.2,0.775,0.114,0,0.04190089880206038,0.124,Institutional Revolutionary Party,PRI,0.775,64,NA,National Action Party,PAN,0.114,17.8,NA,OECD,won,TRUE,Institutional Revolutionary Party (PRI),National Action Party
