level,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
both,1347,142,-0.02524478175740104,0.05761594902663189,0.6612731013716799,1347,-0.053125954158510985,0.026745364453216368,0.04699323192751867,1.4237848267718562,5.998664526631127,0.8123850427396738
presidential,397,58,-0.11296359586176255,0.14351630981123037,0.4312155458129387,397,-0.04489248181406952,0.03873323923412539,0.24644926537332176,0.36187075319917605,1.0949529575865524,0.7410299197243975
parliamentary,950,84,0.00804646829845565,0.05992333535979505,0.893181658219967,950,-0.06198618244142129,0.03745739120165495,0.09795591125769221,9.798085234259425,101.07882686324544,0.922777941788975
