level,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
all,1347,142,-0.02524478175740104,0.05761594902663189,0.6612731013716799,1347,-0.053125954158510985,0.026745364453216368,0.04699323192751867,1.4237848267718562,5.998664526631127,0.8123850427396738
no prior episode,1242,135,-0.022289764238674792,0.0637720141669359,0.7266969595033483,1242,-0.04686101037075939,0.03109412934135814,0.13179287324789274,1.1683645577029618,3.4382252629326726,0.7339949661266993
