row,col,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
all,all,1347,142,-0.02524478175740104,0.05761594902663189,0.6612731013716799,1347,-0.053125954158510985,0.026745364453216368,0.04699323192751867,1.4237848267718562,5.998664526631127,0.8123850427396738
all,q20 (≥ 0.254),1076,119,-0.03172385269944966,0.06234731482923645,0.610875116484512,1076,-0.06465046687508262,0.03536152029745219,0.06750878469875335,1.4917138124633427,8.007686848662793,0.8522210869329545
all,q40 (≥ 0.834),808,93,-0.010352748581801852,0.07330248717024357,0.8876856787054388,808,-0.0612018024967203,0.051913872415059716,0.2384338683028287,-5.545167353674994,21.034907881301685,0.7920747630193624
all,q60 (≥ 1.44),538,54,0.06438133220862072,0.11571641069341511,0.5779568042686984,538,-0.11021630640339064,0.08376462402825932,0.18824593237091758,-1.5374738469789997,4.686069735495419,0.7428401897915717
all,q80 (≥ 2.09),269,34,0.16077851725569584,0.14782033946057432,0.27674449492558084,269,-0.07650261590372048,0.0806707258669322,0.3429605590907487,-0.36566708083900595,0.47994576000996725,0.44612415931608834
q20 (≥ 0.018),all,1081,125,-0.016113604219029243,0.06603216783352737,0.8072102326668051,1081,-0.06471106403744502,0.035830020061891454,0.07090941259708605,1.503861891018261,5.281721236087744,0.7758513815540236
q20 (≥ 0.018),q20 (≥ 0.254),1016,115,-0.02914969978560901,0.06405764078289362,0.6490702318561701,1016,-0.06477349480469602,0.03760173250102071,0.08495727370118299,1.402874222286806,6.945581556898423,0.8399317226253434
q20 (≥ 0.018),q40 (≥ 0.834),773,91,-5.570636487115949e-4,0.07593151750027806,0.9941464557506854,773,-0.06510774090077001,0.05304883525259734,0.21970344328215555,-4.096102122736882,11.50878310315399,0.7219072424478312
q20 (≥ 0.018),q60 (≥ 1.44),508,52,0.062210195272174,0.11591821939251759,0.5914934098348368,508,-0.09338181570922141,0.07806852506039377,0.23163728171745698,-1.5138094954810803,2.5865300469280252,0.55836850847584385
q20 (≥ 0.018),q80 (≥ 2.09),255,32,0.1592726342681059,0.1474285419631361,0.2799917600061298,255,-0.0799245883552856,0.08231791779589376,0.3315852405171422,-0.3748465009531876,0.47425238335028386,0.42929738180634336
q40 (≥ 0.09),all,810,102,0.022502316426021657,0.07628437059134595,0.7680096307477798,810,-0.07769427421690876,0.04686706061262909,0.09736619446245136,-2.657892556085964,7.729903004795058,0.7309624613794602
q40 (≥ 0.09),q20 (≥ 0.254),809,102,0.023867460245312416,0.07644047990734212,0.754861268529597,809,-0.06919953977244996,0.04566882455971993,0.12970991808687543,-1.9789189990323797,4.776608351974325,0.6786589885823513
q40 (≥ 0.09),q40 (≥ 0.834),691,88,3.168944184425704e-4,0.0794929662565022,0.9968192846977987,691,-0.08028839598129511,0.057701518801418196,0.1640910197591846,-3.303817193642404,8.209999516072378,0.6873795074786682
q40 (≥ 0.09),q60 (≥ 1.44),470,52,0.06797909501440111,0.12025009414991389,0.5718600196310739,470,-0.10019936948921054,0.078822942281261,0.2036591072463304,-1.7790583841150016,2.9337751675732493,0.5442452938443973
q40 (≥ 0.09),q80 (≥ 2.09),238,32,0.19850017937193384,0.15775056224707187,0.20827721537313026,238,-0.09312071023799826,0.08269109260707122,0.26011157156003384,-0.44228559855190075,0.4427256136254943,0.3177917254492691
q60 (≥ 0.199),all,539,73,-0.019427956036252636,0.09777119591095547,0.8424908677657086,539,-0.06762748017404276,0.055238311274766604,0.22084443136729467,-3.5537195892531575,124.27921516386601,0.977187885893574
q60 (≥ 0.199),q20 (≥ 0.254),539,73,-0.019427956036252636,0.09777119591095547,0.8424908677657086,539,-0.06762748017404276,0.055238311274766604,0.22084443136729467,-3.5537195892531575,124.27921516386601,0.977187885893574
q60 (≥ 0.199),q40 (≥ 0.834),523,71,-0.015364626299726208,0.10359685490978794,0.882096777385638,523,-0.07058823679320066,0.06203660903308959,0.2551839222799839,-51.08099203656107,608.2194833026198,0.9330687778642828
q60 (≥ 0.199),q60 (≥ 1.44),401,46,0.020253898163986372,0.12566836062897907,0.8719599569438452,401,-0.060040008693321406,0.07714041261372005,0.43637975556995245,-2.5440787647008136,13.22055144020339,0.8474025481244976
q60 (≥ 0.199),q80 (≥ 2.09),208,27,0.13425720852802278,0.17396094650128419,0.44025281219895,208,-0.013485167080902277,0.07827936332141153,0.8632254574573444,-0.06414097189335807,0.5541487887784318,0.9078531817470568
q80 (≥ 0.437),all,271,35,-0.17126731945559415,0.19618746857755912,0.38267513723441876,271,-0.07521352964944585,0.09690321944395909,0.43764765544098677,0.3758147079722239,0.9541882829261267,0.6936858654303455
q80 (≥ 0.437),q20 (≥ 0.254),271,35,-0.17126731945559415,0.19618746857755912,0.38267513723441876,271,-0.07521352964944585,0.09690321944395909,0.43764765544098677,0.3758147079722239,0.9541882829261267,0.6936858654303455
q80 (≥ 0.437),q40 (≥ 0.834),271,35,-0.17126731945559415,0.19618746857755912,0.38267513723441876,271,-0.07521352964944585,0.09690321944395909,0.43764765544098677,0.3758147079722239,0.9541882829261267,0.6936858654303455
q80 (≥ 0.437),q60 (≥ 1.44),259,31,-0.1300998861431087,0.18648596023293398,0.48540296064737415,259,-0.07602902248975263,0.10349267717330309,0.46256370229570276,0.8088380206301443,3.0659100284147973,0.7919212273110185
q80 (≥ 0.437),q80 (≥ 2.09),160,20,-0.003643185963068729,0.2810855182841252,0.9896588039657744,160,0.04297520462434347,0.0679434178208602,0.5270506628335538,-0.7816643261694664,3.145339411461356,0.8037358913571625
