level,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
all,1347,142,-0.02524478175740104,0.05761594902663189,0.6612731013716799,1347,-0.053125954158510985,0.026745364453216368,0.04699323192751867,1.4237848267718562,5.998664526631127,0.8123850427396738
q20 (≥ 0.018),1081,125,-0.016113604219029243,0.06603216783352737,0.8072102326668051,1081,-0.06471106403744502,0.035830020061891454,0.07090941259708605,1.503861891018261,5.281721236087744,0.7758513815540236
q40 (≥ 0.09),810,102,0.022502316426021657,0.07628437059134595,0.7680096307477798,810,-0.07769427421690876,0.04686706061262909,0.09736619446245136,-2.657892556085964,7.729903004795058,0.7309624613794602
q60 (≥ 0.199),539,73,-0.019427956036252636,0.09777119591095547,0.8424908677657086,539,-0.06762748017404276,0.055238311274766604,0.22084443136729467,-3.5537195892531575,124.27921516386601,0.977187885893574
q80 (≥ 0.437),271,35,-0.17126731945559415,0.19618746857755912,0.38267513723441876,271,-0.07521352964944585,0.09690321944395909,0.43764765544098677,0.3758147079722239,0.9541882829261267,0.6936858654303455
