subset,subset_label,window,treatment,outcome,outcome_label,panel,n_elections,first_stage_coef,first_stage_se,first_stage_pval,n_first_stage,n_outcome,rd_estimate,rd_se,rd_pval,rd_ci_lo,rd_ci_hi,bandwidth,late_estimate,late_se,late_pval,late_ci_lo,late_ci_hi
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_hos_power_vdem,Executive power (V-Dem): HOS (v2ex_hosw),exec_power_alt,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,0.33164574193399793,0.23817983515687277,0.1637960446277757,-0.1351781568171595,0.7984696406851554,26.018306961892048,-2.0844388632693382,2.6071661528112147,0.4239984292972108,-7.194390624491168,3.025512897952492
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_hog_power_vdem,Executive power (V-Dem): HOG (v2ex_hogw),exec_power_alt,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,-0.34579555009038543,0.24772836286299957,0.16275491031468914,-0.8313342192509343,0.1397431190701634,24.220822034982053,2.212054785598572,2.687989689597629,0.4105419979815905,-3.0563081968277785,7.480417768024923
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_polyarchy,V-Dem high-level democracy indices: Electoral (polyarchy),vdem_high,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,0.016042550138940934,0.08013775994018726,0.8413342129792147,-0.14102457314554276,0.17310967342342462,26.175465170029263,-0.1286994592121093,0.4610153277031575,0.7801180103684902,-1.0322728978312283,0.7748739794070099
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_libdem,V-Dem high-level democracy indices: Liberal,vdem_high,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,0.0520173374555966,0.07136845631059814,0.46608966749023933,-0.08786226654539604,0.19189694145658925,26.155077226675303,-0.39908384914316897,0.4188190167418844,0.340651377298478,-1.21995403799774,0.4217863397114021
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_partipdem,V-Dem high-level democracy indices: Participatory,vdem_high,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,-0.022732573940982128,0.0628741539281239,0.7176832991770292,-0.1459636511985325,0.10049850331656823,24.831875313259957,0.06794364874786936,0.4068245437929252,0.8673624093984305,-0.7294178051132018,0.8653051026089406
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_delibdem,V-Dem high-level democracy indices: Deliberative,vdem_high,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,-9.874228167810958e-4,0.0748319910939043,0.9894720620542574,-0.14765543025225555,0.14568058461869335,23.335516650474208,-0.12937826574139144,0.4497854908057441,0.7736189744874677,-1.0109416284893213,0.7521850970065384
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_egaldem,V-Dem high-level democracy indices: Egalitarian,vdem_high,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,-0.0486519487708161,0.045999180796780115,0.290205964353658,-0.13880868645085156,0.04150478890921936,20.99935482885857,0.24655450061617162,0.42565018742149313,0.5624258398389294,-0.5877045367426785,1.0808135379750219
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_elecoff,V-Dem mid-level: electoral component: Elected officials,vdem_electoral,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,0.04223939739027004,0.11569674688428565,0.7150463410287775,-0.18452205963137647,0.26900085441191657,23.1117653947375,-1.276569712119275,1.388211620318728,0.3577930088113267,-3.997414490863973,1.4442750666254232
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_frefair,V-Dem mid-level: electoral component: Clean elections,vdem_electoral,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,-0.12683167488164762,0.1077657749143127,0.23922751607537104,-0.3380487124797505,0.08438536271645525,22.23418621290249,-0.03294194757174093,0.6315478961946647,0.958400688492314,-1.270753078625324,1.2048691834818421
left,Anti-pluralist party is the more LEFT-wing of the top 2,5,backsliding_Nyr,Y_frassoc,V-Dem mid-level: electoral component: Association,vdem_electoral,170,-0.1254499376583086,0.21576193415949466,0.560952318804913,170,167,0.043546688587246016,0.09906213544379232,0.6602343445374108,-0.1506115291142156,0.23770490628870766,26.113205140102377,-0.2182736445168002,0.49408645951454033,0.6586540833370595,-1.1866653104142064,0.750118021380606
