spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
instr-antiplural_w9_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1169,399,0.02365105414531574,0.02648412337923991,0.3718423721406999,19.547791586835704
