level,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
all,1347,173,-0.050462944442171004,0.061205218766481044,0.40966255385284633,1347,-0.053125954158510985,0.026745364453216368,0.04699323192751867,0.9120982418532466,1.3877580308611601,0.5110228321809134
no prior episode,1240,161,-0.05421087908968378,0.06386888574103011,0.39600157521601054,1240,-0.04146400888166331,0.029943113467918305,0.16612603858615346,0.6893009887633128,0.938253570383001,0.46254423604922085
