level,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
both,1347,173,-0.050462944442171004,0.061205218766481044,0.40966255385284633,1347,-0.053125954158510985,0.026745364453216368,0.04699323192751867,0.9120982418532466,1.3877580308611601,0.5110228321809134
presidential,397,68,-0.1921403253206318,0.15300442878647608,0.20919474040429883,397,-0.04489248181406952,0.03873323923412539,0.24644926537332176,0.22330737326747074,0.39443898628532326,0.5712991553521692
parliamentary,950,105,0.0023893033339565384,0.06516856829293531,0.9707533665313526,950,-0.06198618244142129,0.03745739120165495,0.09795591125769221,4.439621339424483,21.242096561523677,0.8344473875575996
