spec,treatment,n_first_stage,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
instr-galtan_w5_trt-ertOrDdcg_gapany_illib7,backsliding_union_Nyr,NA,NA,NA,NA,NA
