spec,n_first_stage,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
baseline_scoregap_ge_0_illib_gt_0p8,413,0.14705097028285274,0.11620779327755357,0.20572295376307917,26.05961228746349
