spec,n_first_stage,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
baseline_scoregap_ge_0p5,410,0.14311298794413868,0.10393159616926613,0.168514687107167,24.81880690246047
high_illiberal_score,204,0.10866368767921339,0.1692045636599115,0.520741349776284,26.279454708766334
excl_indirect_election,403,0.1563185456486944,0.09837019561567238,0.11204133381274468,26.29887524458423
bermeo_Executive aggrandizement,373,0.07512784950570414,0.0659220330338464,0.25443338131918164,26.744753095199076
bermeo_Other/unclear,365,0.0015826779524059798,0.001456958535281372,0.27735117578407287,12.61176778263784
bermeo_Open-ended coup,371,-0.010652547205312585,0.022311577036100937,0.6330453946035253,23.281622266205027
bermeo_Promissory coup,NA,NA,NA,NA,NA
bermeo_Strategic harassment,NA,NA,NA,NA,NA
bermeo_Election-day fraud,366,0.05727017770886719,0.05463521888894337,0.29453347620520964,21.260544040570146
