spec,n_first_stage,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
baseline_scoregap_ge_1p5,520,0.08293442039331164,0.12084525978131781,0.4925327210851152,20.86654290072525
high_illiberal_score,259,0.10505496406295355,0.13817230352195323,0.4470642023754252,26.677707206312704
excl_indirect_election,512,0.07703612804388701,0.1153485552649174,0.5042260511888214,22.649902224981968
bermeo_Executive aggrandizement,474,0.0421935365763213,0.05428086594820029,0.4369707169001998,26.85404711728651
bermeo_Other/unclear,467,0.0011389648352572131,9.863724813499043e-4,0.24821307898992342,10.140824767424395
bermeo_Open-ended coup,471,-0.008064818271314188,0.024567419755191198,0.7427053281314603,25.800459626730767
bermeo_Promissory coup,NA,NA,NA,NA,NA
bermeo_Election-day fraud,468,0.05953315944341265,0.06387470265798785,0.3513208572692196,19.948025335482548
