outcome,spec,n_first_stage,first_stage_coef,first_stage_pval,n_outcome,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,647,-0.07964955808297161,0.05884118204057908,0.1758524500125237,-53.52335721599333,353.72388243244274,0.8797280669120996,25.041971561518007
Y_inflation,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,603,-0.006563119543898821,0.1886183747613689,0.9722426022747725,20.623876952506244,241.99712212421335,0.9320835925590608,23.813843048656132
Y_unemployment,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,502,-0.7256371964740431,0.8643967690001254,0.40120429275911795,30.334662043820604,667.83539485559,0.9637706559096666,19.384112640915685
Y_trade_pct_gdp,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,598,-2.2576212657856143,4.734939374617665,0.633504219062692,-2.9240307681816873,121.94199889537856,0.9808694668924196,24.050776710274025
Y_top10_share,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,620,-0.7848421718794932,0.7483359751795754,0.29427792783947315,-2719.3407928876454,24808.381551409177,0.912715671574237,25.94024943573518
Y_gini_disp,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,513,0.2863804903234696,0.5508800746190506,0.6031611885210266,-58.70857563314797,721.452394930816,0.9351433036914253,22.591853927874908
Y_gini_mkt,baseline_scoregap_ge_1,739,-0.014445176312644636,0.8586751335390618,513,0.11269711856872427,0.49109334194295534,0.8184942518896153,-182.4490651868424,2782.121734702155,0.9477129217068498,21.349581725814335
Y_gdp_growth,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,335,-0.21000969578897513,0.10301216254084118,0.04148114109721642,-0.988965135543445,0.7575000655030826,0.19170072573324642,25.74988704731176
Y_inflation,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,295,-0.05249134288070556,0.30076517522496404,0.8614520995041948,-0.051805645268320835,1.5839745033184371,0.9739089509580141,28.275987640486683
Y_unemployment,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,248,0.3683618307485824,1.1952831854344932,0.7579457146290357,4.713322034700226,5.173096865402117,0.3622311292683424,28.418757461149305
Y_trade_pct_gdp,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,308,2.49085687188,7.132219814700396,0.7269090941813194,43.34548719313073,89.85633806324704,0.6295313875507169,22.42819959411378
Y_top10_share,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,309,-0.3127871009686886,0.9940583213552439,0.7530223314429194,-2.6983760015592275,5.420095297386529,0.6185921696185289,36.918877898787564
Y_gini_disp,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,251,0.3234533193291368,0.6854989200883178,0.6370331781640541,1.5126887296455391,4.779923075547058,0.7516479400036712,24.416356684496904
Y_gini_mkt,high_illiberal_score,367,0.15868991834648905,0.18817649800844194,251,-0.29452359616412865,0.6347505154206178,0.6426484713881437,-0.540266755374132,5.464528065763052,0.9212431065390244,27.877468774846125
Y_gdp_growth,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,637,-0.08961973399336479,0.06250529792390329,0.15163099897629156,-2.9412027100516362,7.942435529975556,0.7111478270819747,23.73841340895679
Y_inflation,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,595,-0.024780194715509074,0.20120322460610776,0.901980377803784,-4.94928351044814,16.870879158800584,0.7692450756493099,23.020581325516993
Y_unemployment,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,492,-0.6103021831407416,0.9146916929169173,0.504630506421427,-28.01148776615183,78.27907952189845,0.7204620796000997,19.881335755930266
Y_trade_pct_gdp,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,589,-2.0111547180351783,4.870767661472715,0.6796776622107443,-30.771643676198053,171.77189453266394,0.8578258250050028,25.738342620898603
Y_top10_share,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,610,-0.6614656617744858,0.7524054735774014,0.3793283161866313,-60.20508568276067,258.3607864041896,0.8157402994698706,26.099009434155853
Y_gini_disp,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,503,0.22017519388561124,0.5476777137416978,0.6876722643945611,-4.823725544444951,80.65124635802067,0.9523072128124129,20.95886220259382
Y_gini_mkt,excl_indirect_election,728,0.014917939532177849,0.8516359420166661,503,0.03508160568486174,0.5163158941602392,0.9458286114733618,-5.040469409866497,41.415579272348594,0.9031329145785068,17.869932243729405
Y_gdp_growth,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,586,-0.11006735098712717,0.06627747552090223,0.0967726602084962,-3.7999915993291413,111.1409556495862,0.9727250500510831,18.129524836896277
Y_inflation,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,541,0.004486887534397188,0.2020651600784304,0.982284308136421,-15.37518051584691,504.8321287885199,0.9757033631460634,25.905024422987132
Y_unemployment,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,443,-0.3237576857975484,0.9240024909869352,0.7260489106807604,-23.91048561910097,54.763193674128885,0.6623898696803303,20.154458050586015
Y_trade_pct_gdp,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,538,-3.1635249117178112,5.167880282556615,0.5404376233837329,115.07334028950176,179.10816768451411,0.5205618438905475,19.057744567332524
Y_top10_share,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,562,-0.8755720013936621,0.8438847183052511,0.299479930804098,-30.138343862801637,246.4489466264691,0.9026690230558694,19.749085992584387
Y_gini_disp,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,461,0.4577243227322676,0.5958097560304642,0.44234517594689854,2.7549915558804763,192.38052503562017,0.988574258766282,19.177681866162075
Y_gini_mkt,bermeo_Executive aggrandizement,666,0.012844965579067662,0.8068917919830291,461,0.368887957412658,0.5185363898907913,0.47683500161076503,1.9343926397760924,171.61699874183728,0.9910067804923933,18.992376687166047
Y_gdp_growth,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,572,-0.11491548164084842,0.06824260757418144,0.09219602626439834,-27.651209433963594,18.442867527122573,0.13379837921309867,15.471918783642897
Y_inflation,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,527,-0.1486146398870581,0.24009143965419247,0.5359217403080245,-18.474847814776375,29.2263406730213,0.5273019091512283,19.09706174447682
Y_unemployment,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,429,-0.10371723927413468,0.9766602660351728,0.9154269861641442,-7.183674512438188,126.04382604259915,0.9545504000695069,17.096834512143065
Y_trade_pct_gdp,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,527,-1.9110696339382525,5.306716127949474,0.7187552801613422,-368.9695418489837,995.4163282629222,0.7108844066037172,15.465805328672978
Y_top10_share,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,548,-0.7357278336713122,0.8028988169916983,0.35948890018669777,-82.36936140655914,99.29373674346878,0.40679187719609927,21.60223261397053
Y_gini_disp,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,447,0.3398735052027546,0.5815537495439682,0.5589356195144187,36.6911466217316,54.729540596771365,0.5025974478113605,19.700870133432446
Y_gini_mkt,bermeo_Other/unclear,653,0.014959107682527176,0.1633666262614242,447,0.3559080862616286,0.5233476626277733,0.49646613805479756,41.859371497380465,52.92174597991606,0.4289630630134741,19.241781785443095
Y_gdp_growth,bermeo_Open-ended coup,663,0.019081977988506277,0.39128842294171523,583,-0.10301062691601198,0.0665142147911675,0.12145362801791106,-4.5340977905054585,5.775997112548092,0.43245965331594116,12.860852909981334
Y_inflation,bermeo_Open-ended coup,663,0.019081977988506277,0.39128842294171523,534,-0.09483734935370186,0.2252197693068996,0.6736908007133533,-8.449040674983737,15.184296553070713,0.5779150202426736,12.914195640885824
Y_unemployment,bermeo_Open-ended coup,663,0.019081977988506277,0.39128842294171523,430,-0.12504647160192262,0.9766287937571712,0.8981181925682609,NA,NA,NA,NA
Y_trade_pct_gdp,bermeo_Open-ended coup,663,0.019081977988506277,0.39128842294171523,533,-1.4346709526953738,5.210105457371265,0.7830372665816889,NA,NA,NA,NA
Y_top10_share,bermeo_Open-ended coup,663,0.019081977988506277,0.39128842294171523,552,-0.6792766848045821,0.80006624936224,0.3958670771391662,36.738067541179895,95.11645670097667,0.6993166952750047,9.247350570150578
Y_gini_disp,bermeo_Open-ended coup,663,0.019081977988506277,0.39128842294171523,453,0.31626429140503287,0.5748489344273741,0.5822031919256211,NA,NA,NA,5.401889710349518
