outcome,spec,n_first_stage,first_stage_coef,first_stage_pval,n_outcome,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,356,-0.10759871989469974,0.06287303917540844,0.0870137505089265,-0.6733935216764322,0.6716998380011836,0.3160917933039483,17.037443846101553
Y_inflation,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,328,0.41865509401103845,0.3638532270226668,0.24989053118314375,2.900120992356271,3.344298852773859,0.3858414412660465,18.64774470858363
Y_unemployment,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,269,0.46013432935137294,0.7852959417419304,0.5579175257825579,0.8146905084121183,3.6156345615589127,0.8217269579104581,23.281038111403454
Y_trade_pct_gdp,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,331,2.7864251765987813,5.3631660097842975,0.6033782590448643,24.338532368991622,81.22264155131981,0.7644425648364708,17.199006800402366
Y_top10_share,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,333,-0.7001811639655424,1.364951817366436,0.6079713681807148,-2.286426744550688,7.4471923194369545,0.7588291958655974,17.8300466332888
Y_gini_disp,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,281,0.5950076108862489,0.7623403386333069,0.4350958738016699,2.7590919112150454,4.978515646016892,0.579442178981157,18.787092655932547
Y_gini_mkt,baseline_scoregap_ge_0p5,410,0.14311298794413868,0.168514687107167,281,0.3589895292149242,0.6818723957203942,0.59855744369903,2.8226711249728313,5.602847028133828,0.6144073474507441,16.248835381569045
Y_gdp_growth,high_illiberal_score,204,0.10866368767921339,0.520741349776284,190,-0.1461669107528728,0.07584328571017424,0.05395186757351723,-1.0646578316756972,1.057064526785039,0.3138466543892767,25.2698671314717
Y_inflation,high_illiberal_score,204,0.10866368767921339,0.520741349776284,166,0.4682847059399837,0.5430114261886815,0.38847589756104844,4.189555818757368,9.200060334824062,0.648833352459203,18.711448724165987
Y_unemployment,high_illiberal_score,204,0.10866368767921339,0.520741349776284,132,1.9950699903942803,1.2541061390639192,0.11164778182101881,4.960099005628945,6.607490241132657,0.45284633445806266,24.232896070296754
Y_trade_pct_gdp,high_illiberal_score,204,0.10866368767921339,0.520741349776284,177,2.6744076523825235,7.487158527493978,0.7209426231569702,27.199991292499668,78.89404125910885,0.7302702169531838,24.427533560243738
Y_top10_share,high_illiberal_score,204,0.10866368767921339,0.520741349776284,170,0.5785953088305016,1.5009040000835365,0.6998685774911483,3.1864198063566382,9.195408339429763,0.7289497575436255,23.90333576068041
Y_gini_disp,high_illiberal_score,204,0.10866368767921339,0.520741349776284,142,0.6672441876556082,1.0713246446405518,0.5334017266027516,5.912968972989354,10.449288324690224,0.5714801925387828,25.596171088385717
Y_gini_mkt,high_illiberal_score,204,0.10866368767921339,0.520741349776284,142,-0.28307974582811396,1.084057327238727,0.793992359857388,-3.368724908848671,8.250748330251566,0.6830583891266988,30.3403525226669
Y_gdp_growth,excl_indirect_election,403,0.1563185456486944,0.11204133381274468,350,-0.1128777595735933,0.0647076350602536,0.081084622997886,-0.734570441038277,0.7552032735774883,0.3307128154164807,16.961694853556953
Y_inflation,excl_indirect_election,403,0.1563185456486944,0.11204133381274468,324,0.4185684252835282,0.40649998305130475,0.3031561777524207,2.43011981850852,2.873591170526502,0.3977349266903785,20.220205278720027
Y_unemployment,excl_indirect_election,403,0.1563185456486944,0.11204133381274468,263,0.4043180954978876,0.7994411428288944,0.6130315152534824,1.2155736992094859,3.3360452122491484,0.7155775033431504,23.828191786641348
Y_trade_pct_gdp,excl_indirect_election,403,0.1563185456486944,0.11204133381274468,326,2.0908148461251095,5.399906418670293,0.6986121146090138,18.251982050271437,77.3643689168437,0.8134929416807548,17.54959928148811
Y_top10_share,excl_indirect_election,403,0.1563185456486944,0.11204133381274468,327,-0.6343953722090344,1.4010725464100584,0.6506980458537748,-1.6179405163230791,7.814824349263737,0.8359826887484768,17.647402109109407
Y_gini_disp,excl_indirect_election,403,0.1563185456486944,0.11204133381274468,275,0.56910272886795,0.8087491483041244,0.4816304390753472,2.951128345353266,5.787758867705108,0.6101275626187375,18.0849595661646
