spec,n_first_stage,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
baseline_high_contrast,221,0.12738094793201324,0.13690737341101317,0.35215521890308543,29.978835179205294
high_illiberal_score,110,0.1407294915050808,0.18447314300647932,0.4455394260962344,20.09979359857193
excl_indirect_election,216,0.15754976782741426,0.13369850456615212,0.2386388168189451,28.73619269632927
bermeo_Other/unclear,199,0.0028155650398801095,0.004112518369200374,0.49357565255417346,14.968406668681448
bermeo_Open-ended coup,NA,NA,NA,NA,NA
bermeo_Executive aggrandizement,200,0.008155684478048583,0.006844589111562866,0.23343691933241267,14.13234946664774
bermeo_Strategic harassment,NA,NA,NA,NA,NA
bermeo_Election-day fraud,200,0.10529154507247408,0.09560123412888084,0.27073923421986223,22.894430789898024
