spec,n_first_stage,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
baseline_scoregap_ge_2,309,0.19307645873296853,0.1399172429434141,0.16760719138719785,25.908828328670367
high_illiberal_score,154,0.18905326107878598,0.2597335440850731,0.4666907971242545,21.549611302780804
excl_indirect_election,304,0.2113222756396539,0.1321438495077758,0.10977981549944531,26.990550531407298
bermeo_Executive aggrandizement,277,0.0710560989789771,0.08545079865719064,0.40566638216239925,28.89611600504434
bermeo_Other/unclear,270,0.0011292230735620097,9.779358682442444e-4,0.24821307898992362,7.546644045791521
bermeo_Open-ended coup,272,-0.004632333293052281,0.006607347189858655,0.483247960200337,15.391617291864993
bermeo_Promissory coup,NA,NA,NA,NA,NA
bermeo_Election-day fraud,271,0.08851961713692245,0.09460296629454702,0.34942973076464745,21.842292515449202
