outcome,outcome_label,panel,spec,treatment,n_first_stage,first_stage_coef,first_stage_pval,n_outcome,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,PWT,growth,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1274,-0.03993234953527948,0.022481686826221023,0.07569719244645638,1.9300579871821644,4.564809777705351,0.672432170303314,20.095850534739544
Y_gdp_growth_wb,World Bank,growth,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1292,-0.022798492112915222,0.018843359106966898,0.22631906090493015,0.6084539572039196,1.1311461859854952,0.5906397261028069,24.946872642511845
Y_gdp_growth_imf,IMF WEO,growth,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,996,-0.02538976782125399,0.01863948234495584,0.17315060325889636,0.8934797208134089,1.7780445998962244,0.6153109838274261,22.18602514717694
Y_inflation,"CPI, cumulative log",inflation,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1186,-3.2089130957074774e-4,0.15653936662689452,0.9983644111522559,39.93388935640182,530.3653387347139,0.9399799528443373,18.738918322104144
Y_unemployment,Unemployment rate,unemployment,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,917,0.26454491376386774,0.5803245890874362,0.6484929517461074,0.29063952555004846,47.87004702901269,0.9951557314042915,17.41373151922545
Y_trade_pct_gdp,Trade / GDP,trade,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1164,-0.9113301169959964,2.3283217093356865,0.6954936568999501,152.06466835684654,364.30925156473216,0.6763818666426363,18.291573275382074
Y_top10_share,Top-10% income share,top10,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1205,-0.4923405735087553,0.48667364521354683,0.3117082012988142,19.42718452328022,45.3724885513928,0.6685266164446251,21.937236726573563
Y_gini_disp,Disposable,gini,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1037,0.3654554085339301,0.24627447260958737,0.1378260588064933,-8.545475507859091,14.824707942221455,0.5643214214710812,20.6496658614899
Y_gini_mkt,Market,gini,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1037,0.3650083970539656,0.25653296817326565,0.15477911965839408,-8.781931513679824,14.578933484784619,0.5469269915304029,19.0241176846291
Y_debt,Debt / GDP,fiscal,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1257,1.2902733942210496,6.656506127538477,0.8463039597410027,-63.918937256649826,418.2557084401675,0.8785381514239439,18.9249652894017
Y_deficit,Deficit / GDP,fiscal,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1109,2.0528942938322388,1.1687176773428631,0.07899698554494496,-324.04060788421975,741.4563678580301,0.6620877023590185,17.064251407521997
Y_checks_balances,Checks & balances,institutions,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1291,2.9336604680350875e-4,0.01436817936132071,0.9837101158743143,1.0701923721033044,4.0266736848918985,0.7904118910580653,16.326003811517573
Y_jucon,Judicial constraints,institutions,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1324,-0.01500625088788501,0.01603456956606615,0.3493408228826879,3.4683661695178163,19.0639395260872,0.8556350404812345,16.724332888427313
Y_legcon,Legislative constraints,institutions,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1291,-0.006802327079932781,0.01936742650675917,0.7254194513072961,0.8948346006875827,2.9307125075783578,0.7601147902746067,18.24262706030287
Y_hos_power,HOS,exec_power,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1324,0.00694866615821345,0.011998727733706976,0.5625102890909319,-1.1807265546048686,8.466075400302529,0.8890822123334596,16.835581935795975
Y_hog_power,HOG,exec_power,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,689,0.0125167662621827,0.012692530017676947,0.32405843680535273,1.6790546157565687,16.770678229843796,0.9202502734621139,16.861337038637412
Y_hos_power_vdem,HOS (v2ex_hosw),exec_power_alt,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1324,0.0032480103601918242,0.016633410972709727,0.84518138386378,-1.4078280239865149,11.681817197866074,0.9040756167156574,16.038194634736374
Y_hog_power_vdem,HOG (v2ex_hogw),exec_power_alt,instr-antiplural_w3_trt-ert_gapany_illibany,backsliding_Nyr,1347,-0.007431059109956742,0.8780925656405898,1324,0.0011133145662940696,0.014616039693989818,0.9392832607611699,-0.4970039868925047,3.056058254336518,0.870810477785983,15.64723992557268
