outcome,outcome_label,panel,spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_pval,n_outcome,n_outcome_treated,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,PWT,growth,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1297,491,0.01261871164367244,0.01530258705271477,0.4095913597682238,0.9295713089207172,2.6980420514938257,0.7304435915813543,17.516396525554796
Y_gdp_growth_wb,World Bank,growth,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1304,495,0.009339357788124149,0.01268960546529092,0.4617398978963018,0.6184319970607057,2.664890362661329,0.8164863003134575,17.34179377292042
Y_gdp_growth_imf,IMF WEO,growth,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1007,389,3.5396771154383444e-5,0.013840767547127033,0.9979594696375194,0.4389540252765212,3.9517085250786113,0.9115532609804603,16.795090304808742
Y_inflation,"CPI, cumulative log",inflation,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1198,457,0.2704475619405452,0.13915879632560293,0.05196233220875113,13.306472423358677,23.152432976178602,0.5654717348005187,14.965444236992436
Y_unemployment,Unemployment rate,unemployment,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,939,413,-0.36932462840255886,0.49156227660252405,0.4524551276201324,19.305043132369786,57.21975398191674,0.7358272646141373,23.619413445671913
Y_trade_pct_gdp,Trade / GDP,trade,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1175,449,-0.09683970807828413,2.1117957401438705,0.9634245702733664,-43.85591684874063,215.19916447518673,0.8385158677989956,17.971953439531298
Y_top10_share,Top-10% income share,top10,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1218,464,0.1323796721723432,0.4347882520202711,0.7607703827370251,-19.374196430655616,289.36817316694015,0.9466187644949606,21.2168557199545
Y_gini_disp,Disposable,gini,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1059,410,0.09625864509546146,0.19456813437391945,0.6207908962700137,-114.32295073005321,920.7792975562797,0.9011894582622566,17.54580205487529
Y_gini_mkt,Market,gini,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1059,410,0.14965071407421457,0.20016091371406985,0.4546700707803175,-105.95104976194953,931.6220148368884,0.9094538060864573,19.181522412487325
Y_debt,Debt / GDP,fiscal,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1268,490,-1.8554289526085939,5.134047466701203,0.7178027485228902,-164.75842597617236,624.3472950939458,0.7918653994238338,16.432253265446022
Y_deficit,Deficit / GDP,fiscal,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1121,438,-0.21236639374080915,0.8764599694729208,0.8085475872380935,63.48019338935162,270.8192282154292,0.814673981983462,18.652342933953474
Y_checks_balances,Checks & balances,institutions,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1318,507,0.0157403396164653,0.012979370114980744,0.2252369527479035,-539.3819412841141,6720.340257025077,0.9360295913476567,17.41093446617582
Y_jucon,Judicial constraints,institutions,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1345,513,0.004942192382159917,0.014965414423878609,0.7412179220717044,0.3083322301718231,2.3859426284388454,0.8971766985625833,18.1498512542741
Y_legcon,Legislative constraints,institutions,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1318,507,0.013575087700145937,0.017865605440855355,0.44734735006620774,-22.270302622407467,150.4944411001703,0.8823578430010603,18.067704797280346
Y_hos_power,HOS,exec_power,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1345,513,0.006288289695033713,0.010557196735328008,0.5514156835169728,0.9566021456122457,2.085533802402014,0.6464607063104024,18.738604845206257
Y_hog_power,HOG,exec_power,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,700,267,-0.033748619974578134,0.011576286524443109,0.0035532003997948195,-3.379888095667149,11.546405668172497,0.7697345773532509,15.950467718112447
Y_hos_power_vdem,HOS (v2ex_hosw),exec_power_alt,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1345,513,0.02039338253424102,0.018480263190045212,0.2698004129964167,1.8667304297718672,3.2706142006367633,0.56816344594582,17.378369172933752
Y_hog_power_vdem,HOG (v2ex_hogw),exec_power_alt,instr-popul_w2_trt-polyarchy_gapany_illibany_exclyr,polyarchy_decline,1345,513,0.006351319077258778,0.6832838142206241,1345,513,-0.007928331261887828,0.017998268054782916,0.6595712230681747,-0.9192523454178889,2.006508134709909,0.6468551895464736,17.633662826207924
