window,treatment_def,outcome,outcome_label,panel,spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_pval,n_outcome,n_outcome_treated,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
1,backsliding_Nyr,Y_gdp_growth,PWT,growth,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1305,31,-0.00431597297023653,0.01212167252145038,0.7217999411094183,0.03548515208824844,0.5079964509572921,0.9443105431867757,18.738024266396856
1,backsliding_Nyr,Y_gdp_growth_wb,World Bank,growth,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1321,31,0.01250923429698492,0.01103680600813707,0.25704181237094254,0.40661902441368714,0.5412016596246432,0.45245632285643306,21.34897853289622
1,backsliding_Nyr,Y_gdp_growth_imf,IMF WEO,growth,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1021,25,0.0119979126752153,0.01147605041248071,0.2958039371768292,1.476578334151665,2.166123027590851,0.4954484442293443,19.47045758568955
1,backsliding_Nyr,Y_inflation,"CPI, cumulative log",inflation,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1217,29,0.00684051801429991,0.12196469345695513,0.9552732561567164,0.4600730431657898,3.944970467122302,0.9071590613561484,19.72111836509653
1,backsliding_Nyr,Y_unemployment,Unemployment rate,unemployment,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,935,28,0.02298357032078354,0.3189815472023002,0.9425597472327738,1.6506140850087094,8.768453948366847,0.8506849135322285,18.267258360493074
1,backsliding_Nyr,Y_trade_pct_gdp,Trade / GDP,trade,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1189,27,-2.6196794073533782,1.8434194202956884,0.15528830983074626,-51.149143311476045,62.77485483196072,0.4151850536231143,12.629334115397617
1,backsliding_Nyr,Y_top10_share,Top-10% income share,top10,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1235,29,-0.40908857799921416,0.3691916085934735,0.26783341971890334,-15.933235155603017,16.710063423963174,0.34033104759560473,27.528809905895205
1,backsliding_Nyr,Y_gini_disp,Disposable,gini,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1079,27,0.07161594119031359,0.1439420050875363,0.6188130243898586,0.4708819023310245,4.17406974940254,0.9101802225658836,24.499758485063463
1,backsliding_Nyr,Y_gini_mkt,Market,gini,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1079,27,0.14616561700811023,0.1381456938188074,0.2900307811339041,4.591641091716517,5.824113630741337,0.4304718164580114,20.210646585986023
1,backsliding_Nyr,Y_debt,Debt / GDP,fiscal,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1285,31,-2.989881488687965,3.3666779707845356,0.374497381889104,-102.57589466019364,157.72268125732066,0.5154622813840564,17.237459045111688
1,backsliding_Nyr,Y_deficit,Deficit / GDP,fiscal,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1137,27,0.5186327315554671,0.828892777071802,0.5315160697229274,17.913667991189396,32.6783757179807,0.5835675573569743,18.73212373302394
1,backsliding_Nyr,Y_checks_balances,Checks & balances,institutions,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1317,31,0.00817917091552939,0.01106661568731042,0.4598553155004247,0.17433082256668625,0.4772819834394281,0.7149192023700168,17.142585615346793
1,backsliding_Nyr,Y_jucon,Judicial constraints,institutions,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1341,31,0.00176910507377153,0.00971456639920905,0.8554975815787547,-0.224349963564175,0.4528305770615174,0.6202902159451269,14.322006552689002
1,backsliding_Nyr,Y_legcon,Legislative constraints,institutions,instr-econleft_w1_trt-ert_gapany_illibany_exclyr,backsliding_Nyr,1343,32,0.03306264832469638,0.1609151901836016,1317,31,0.01330321204972582,0.01509931741344414,0.3782922476335909,0.34466400798722857,0.7223275157935358,0.633249956087341,18.45640652270592
