window,treatment_def,outcome,outcome_label,panel,spec,treatment,n_first_stage,first_stage_coef,first_stage_pval,n_outcome,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
1,backsliding_Nyr,Y_gdp_growth,PWT,growth,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,635,-0.04609601301355025,0.0322270282019477,0.15261585020817,-3.471508134499895,33.8319289257751,0.918272179617268,19.36524565878124
1,backsliding_Nyr,Y_gdp_growth_wb,World Bank,growth,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,637,0.00438517677523243,0.02299967103509362,0.8487899523152993,-2.034686589306628,12.418486902008096,0.8698544584978507,30.14926314646808
1,backsliding_Nyr,Y_gdp_growth_imf,IMF WEO,growth,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,482,-0.0137763564587939,0.02145889834179745,0.5208809373078953,0.7151717143778827,1.7358729420712176,0.6803427748965181,32.34711889716783
1,backsliding_Nyr,Y_inflation,"CPI, cumulative log",inflation,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,568,-0.04560749010657239,0.3563016079929077,0.898147008975811,-4.83267517800049,72.77545591542406,0.9470551595321488,22.68974389673808
1,backsliding_Nyr,Y_unemployment,Unemployment rate,unemployment,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,474,0.14664779072331152,0.4084172424840835,0.7195474648824475,-3256.1616679634317,92129.13824097326,0.9718058762011392,27.21398106112343
1,backsliding_Nyr,Y_trade_pct_gdp,Trade / GDP,trade,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,570,0.26552237334218987,3.23203635256108,0.9345248284286102,-208.2294835821757,896.5546123142007,0.816339795199563,24.167139580992774
1,backsliding_Nyr,Y_top10_share,Top-10% income share,top10,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,584,-0.6031215770242984,0.3693506522296924,0.10248496325286248,-2439.3911224531184,103283.64190360912,0.9811570202322164,24.24084863875158
1,backsliding_Nyr,Y_gini_disp,Disposable,gini,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,503,0.1669620883399858,0.20040344758262452,0.40477151694765096,-50.06079960895414,180.828281484898,0.7819016993361554,30.181643650224455
1,backsliding_Nyr,Y_gini_mkt,Market,gini,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,503,-0.38583707254524646,0.24006368886680848,0.10800437104943826,229653.07785520444,5626493.858851371,0.9674422856433704,20.97975707685064
1,backsliding_Nyr,Y_debt,Debt / GDP,fiscal,instr-antiplural_w1_trt-ert_gapany_illib0p6,backsliding_Nyr,649,0.01965370722402688,0.7862838558679854,613,-3.100873586340568,7.651291688804922,0.6852757317353775,-90.95088681707782,992.9025884515968,0.9270150434536262,29.41507227825555
