instrument,treatment_def,outcome,outcome_label,panel,spec,treatment,n_first_stage,first_stage_coef,first_stage_pval,n_outcome,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
v2xpa_antiplural,polyarchy_decline,Y_inflation,"CPI, cumulative log",inflation,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,551,0.15772604007583513,0.42727356334494254,0.7120194035768455,7.046051775008337,44.03982202931496,0.872886793557074,24.857965416329293
v2xpa_antiplural,polyarchy_decline,Y_unemployment,Unemployment rate,unemployment,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,472,0.290039126302425,0.7127844190543922,0.6840740721587464,15.354743538687984,241.54258658304713,0.9493130112183372,20.54368723269522
v2xpa_antiplural,polyarchy_decline,Y_trade_pct_gdp,Trade / GDP,trade,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,555,-2.769716058109025,5.552251771619935,0.6178881994462027,-121.64024939137116,220.775824942931,0.581656124432995,17.378200187665072
v2xpa_antiplural,polyarchy_decline,Y_top10_share,Top-10% income share,top10,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,567,-0.8936927635374118,0.7096373198608129,0.2078983420101796,-34.724322293558224,84.63532725925971,0.6815993463622392,20.94867191134009
v2xpa_antiplural,polyarchy_decline,Y_gini_disp,Disposable,gini,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,471,0.7337134428815995,0.4966175581478617,0.13956269442779895,0.2787931836047761,132.8145040332118,0.9983251481823072,19.48297978282082
v2xpa_antiplural,polyarchy_decline,Y_gini_mkt,Market,gini,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,471,-0.08601686722587315,0.5682667031350007,0.879686162520596,-8.887953806037835,46.6949444679985,0.8490420721489681,19.784949505275392
v2xpa_antiplural,polyarchy_decline,Y_debt,Debt / GDP,fiscal,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,595,11.96047142721124,33.85294990464383,0.7238585804706182,309.09689354760684,2624.1494260664695,0.9062345566897864,30.062099494654216
v2xpa_antiplural,polyarchy_decline,Y_deficit,Deficit / GDP,fiscal,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,497,-0.07735382386846856,1.8938626291541787,0.96741988339628,-3.893915512548975,69.56674846049782,0.9553626761658862,18.785350417532467
v2xpa_antiplural,polyarchy_decline,Y_checks_balances,Checks & balances,institutions,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,628,0.01558579042244312,0.04259881648951005,0.7144592552020362,-15.75753402110043,262.27946043030397,0.9520925746674148,23.79151555359084
v2xpa_antiplural,polyarchy_decline,Y_jucon,Judicial constraints,institutions,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,648,0.02091590214293705,0.03688924189715537,0.5707196702679527,0.03924280074758179,12.287333312558038,0.9974517520756436,27.470156058901892
v2xpa_antiplural,polyarchy_decline,Y_legcon,Legislative constraints,institutions,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,628,-3.4668464842495944e-4,0.05772045819468169,0.9952077188236236,-15.54052545307011,116.85108979824224,0.8941979116713434,26.442167307973047
v2xpa_antiplural,polyarchy_decline,Y_hos_power,HOS,exec_power,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,648,7.776697107069151e-4,0.03021882452952488,0.979469016969018,-1.512981582121547,4.485047200400356,0.7358613220234188,19.94825650857289
v2xpa_antiplural,polyarchy_decline,Y_hog_power,HOG,exec_power,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,271,0.00546962676366273,0.04118479546658062,0.894346063674276,0.33251973727211026,3.786266337221667,0.9300176784802948,31.192627968356884
v2xpa_antiplural,polyarchy_decline,Y_hos_power_vdem,HOS (v2ex_hosw),exec_power_alt,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,648,0.0290593705287427,0.04871728852373523,0.550847999558624,0.9815744854770964,6.9584588939166565,0.8878209224953115,24.45123562334661
v2xpa_antiplural,polyarchy_decline,Y_hog_power_vdem,HOG (v2ex_hogw),exec_power_alt,instr-antiplural_w5_trt-polyarchy_gapany_illib0p57,polyarchy_decline,648,0.02289305561308152,0.569185076061112,648,-0.00332975019547682,0.05403844969261475,0.9508669095845552,-0.7665769074227522,7.676052583516741,0.9204506846063648,24.427322855635445
v2xpa_popul,backsliding_Nyr,Y_gdp_growth,PWT,growth,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,594,0.11774006101053772,0.05732524794975294,0.03998582012370497,-0.6939370689306648,0.5533112690873596,0.2097863462342691,25.426458310492944
v2xpa_popul,backsliding_Nyr,Y_gdp_growth_wb,World Bank,growth,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,618,0.11741217730598812,0.04738518199363984,0.01321860494834924,-0.8457909387473002,0.7071309934576782,0.2316621962119394,24.02272269299344
v2xpa_popul,backsliding_Nyr,Y_gdp_growth_imf,IMF WEO,growth,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,479,0.09744441150616068,0.04098948527874737,0.0174397729020097,-2.5660376607852022,8.847681302202048,0.7717980724841308,24.28883052485791
v2xpa_popul,backsliding_Nyr,Y_inflation,"CPI, cumulative log",inflation,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,560,0.09784416674986723,0.151802018893946,0.5192180964321331,0.1654255662139638,0.8997144732008364,0.8541197422601582,26.994693819187027
v2xpa_popul,backsliding_Nyr,Y_unemployment,Unemployment rate,unemployment,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,482,-1.233747273507912,0.7123345400175798,0.0832775991571796,8.769476056542477,7.738989482891692,0.2571490903040387,23.56448733453666
v2xpa_popul,backsliding_Nyr,Y_trade_pct_gdp,Trade / GDP,trade,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,545,-3.727895992942659,5.344400898905208,0.4854692947532805,125.73608789864484,210.14111111008327,0.5496122807612672,17.982330192167293
v2xpa_popul,backsliding_Nyr,Y_top10_share,Top-10% income share,top10,instr-popul_w5_trt-ert_gapany_illib0p508,backsliding_Nyr,672,-0.10613928097052427,0.24219098102738648,578,0.43528867003161786,1.0554447022518822,0.6800301025442617,-4.982028891901299,8.6786713233774,0.5659310336896943,28.070123380455705
