outcome,outcome_label,panel,spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_pval,n_outcome,n_outcome_treated,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,PWT,growth,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,248,55,-0.03345700959164008,0.11389491835086236,0.7689464127021481,-0.19880075515383067,0.8934274862672348,0.8239132258546558,33.88253532697096
Y_gdp_growth_wb,World Bank,growth,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,252,56,0.015233670571180136,0.09767750464043765,0.8760654630223377,0.08777671549047471,0.5371431792624036,0.870192480651436,28.408189898877545
Y_gdp_growth_imf,IMF WEO,growth,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,174,37,-0.11306212448078429,0.0806487935943099,0.16094295990086815,-0.5339217772896709,0.7921429739529721,0.50029733847417,25.258746895080996
Y_inflation,"CPI, cumulative log",inflation,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,210,51,-0.5262285797138226,1.1546436149650436,0.6485699169996337,-4.60298219172074,13.888382472258211,0.7403221225132317,20.095035099674682
Y_unemployment,Unemployment rate,unemployment,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,173,45,-2.1356519590017973,2.4922448492843077,0.39148965258595697,-5.017498219262318,11.519220155305582,0.6631442368834318,21.447683697615723
Y_trade_pct_gdp,Trade / GDP,trade,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,227,49,2.8057982569234348,10.777399024199381,0.7946007908865823,19.731372601089333,70.33239138681635,0.7790597128731427,27.10338151573914
Y_top10_share,Top-10% income share,top10,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,219,49,0.6872014874110075,1.4764567610566444,0.6416166603548351,4.388517186249779,14.015149147799347,0.7541844164276339,26.103607766195868
Y_gini_disp,Disposable,gini,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,173,39,0.6532085623347219,1.1668559129631455,0.575614330627348,6.533639827890071,21.850233589840318,0.7649253798521825,24.940842804141973
Y_gini_mkt,Market,gini,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,173,39,-0.0025538605278139018,0.9589945679239539,0.9978751876754708,-0.3059299318995925,9.609558509602953,0.9746028350732964,23.185953618811357
Y_debt,Debt / GDP,fiscal,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,242,52,-69.61019542344536,37.904449571724506,0.0662889121912375,-400.188133137509,585.9392318595169,0.49461586062669927,23.868685497606478
Y_deficit,Deficit / GDP,fiscal,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,187,43,1.7879759994009685,4.111984401799704,0.6636925672686811,40.102267536205915,107.16622753485994,0.7082509063255309,26.760678992915505
Y_checks_balances,Checks & balances,institutions,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,262,59,3.123670470252249e-4,0.09592401542505583,0.997401772616193,-9.444460252754916e-4,0.613045533794302,0.9987707950511706,25.72420888373439
Y_jucon,Judicial constraints,institutions,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,0.010463641219236638,0.08536209932273225,0.9024401093641398,0.03045528613045438,0.49319811856526713,0.9507614335316352,23.894027031656925
Y_legcon,Legislative constraints,institutions,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,262,59,-0.05761584760756858,0.13877700257710607,0.6780185165335095,-0.26493709234611035,0.5939539554971225,0.6555563489416445,29.671460451556587
Y_hos_power,HOS,exec_power,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.04824499656803035,0.06240004112922987,0.439429774583632,-0.039254036192841055,0.27345081451735814,0.8858553297556226,36.409252036409384
Y_hog_power,HOG,exec_power,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,95,41,0.033272367765848396,0.08440245715997981,0.6934253461971488,-0.4149632539434327,1.3968947445823583,0.7664197722918095,26.973439015469943
Y_hos_power_vdem,HOS (v2ex_hosw),exec_power_alt,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.02892816480442736,0.013220377947913897,0.02865870647398919,-0.21118892046778753,0.24192913786036885,0.382697362024208,21.35869000495755
Y_hog_power_vdem,HOG (v2ex_hogw),exec_power_alt,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,0.03951162317637111,0.023274405153637982,0.08957522525483552,0.44544261951035485,0.7690189217530164,0.5624306663321315,12.776853111214203
Y_polyarchy,Electoral (polyarchy),vdem_high,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.059906738700602855,0.11214603438371752,0.5932134884841309,-0.35410225028124365,0.4359961803818066,0.416695101156311,23.8279386415207
Y_libdem,Liberal,vdem_high,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.03096540635380514,0.08633571352395568,0.7198473813072483,-0.19884761862267342,0.34021814771591286,0.558903514955348,24.79528985500102
Y_partipdem,Participatory,vdem_high,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.019457004453442506,0.06910468364542477,0.7782821388397356,-0.10847042573295507,0.24461956140601093,0.6574583661397168,31.668826710826856
Y_delibdem,Deliberative,vdem_high,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.005621625133858596,0.11151398180322515,0.9597942005320699,-0.11726254457348181,0.5306218271939188,0.825099592789283,25.115924038580086
Y_egaldem,Egalitarian,vdem_high,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.025030922807529693,0.06675305588085192,0.707676879379606,-0.1677543841199046,0.25900075256626814,0.5171800116200391,24.555326486362887
Y_elecoff,Elected officials,vdem_electoral,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.1992543637366267,0.208948635150104,0.34028386496864527,-1.0854797679869597,1.2084381218155358,0.36905218310448296,22.499623135113993
Y_frefair,Clean elections,vdem_electoral,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.127633657804666,0.19861382157626398,0.52046925213861,-0.6955560330515989,0.7901635596848218,0.3787139128048335,23.599405644645618
Y_frassoc,Association,vdem_electoral,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.07873856447772459,0.0978137090274533,0.420828359876992,-0.4138510697056874,0.456995069422889,0.36515185537414313,26.104147382394117
Y_suffr,Suffrage,vdem_electoral,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.007258112405048967,0.011268420827033804,0.5195035385124227,0.00986175066876012,0.08928353597469699,0.9120490895646595,19.667482922415935
Y_freexp,Expression & alt. info,vdem_electoral,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.03938364966516311,0.09018591806694726,0.6623332782610226,-0.21022796216345901,0.3899077101622096,0.5897670421700011,26.662291419744847
Y_cl_rol,Rule of law,vdem_liberal,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.06948235879982449,0.07868865754962225,0.3772343888977308,-0.5176929191181368,0.4161060196158979,0.21344912413549616,23.405141800309067
Y_cspart,Civil society,vdem_particip,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.014167308704684231,0.08821049359624776,0.8724021737123652,-0.06559371821654505,0.44542965356190806,0.8829272511235804,25.250247158408666
Y_dd,Direct democracy,vdem_particip,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,0.010890804532643336,0.03633985896641417,0.7644112717786861,0.0525183301393942,0.1823433667122793,0.7733322954902909,24.733755928063744
Y_locelec,Local elections,vdem_particip,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,264,57,-0.023848404077014405,0.13715200543699066,0.8619574021554998,-0.14989261356613437,0.5384155253555399,0.7807085537186268,27.492409816069515
Y_regelec,Regional elections,vdem_particip,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,0.09591819939433084,0.07130124646360599,0.17854361975076508,0.4075381730153846,0.5657684704943723,0.471323828186448,25.164811909507396
Y_delib,Deliberation,vdem_egal_delib,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,0.03305809457234701,0.13744435680826206,0.8099272852858257,0.01677285904570655,0.8851649352216312,0.9848819085411762,23.05364404397197
Y_eqprotec,Equal protection,vdem_egal_delib,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,0.007574930246315212,0.04403017560299754,0.8634064602351721,0.07766902077619119,0.24550532829031,0.7517263217601924,30.47127776200037
Y_eqaccess,Equal access,vdem_egal_delib,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.10333817837358208,0.06776176712648094,0.1272536371348845,-0.5661914813354517,0.6347152376228503,0.3723714077339902,23.026588599384123
Y_eqdr,Equal distribution,vdem_egal_delib,instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.21968158936505414,271,60,-0.047657702168125156,0.07361272709553959,0.5173658651235173,-0.28905179284703475,0.39614220671423805,0.46559391570115544,20.033269085149275
