spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
instr-antiplural_w10_trt-ert_gapany_illib0p822_opp0p822_exclyr,backsliding_Nyr,323,64,0.18876373507089145,0.1537946419556067,0.21968158936505414,33.9292773934549
