pair,row,col,n,n_treated,fs_coef,fs_se,fs_pval,fs_n,rf_coef,rf_se,rf_pval,late_coef,late_se,late_pval
R2 x R4,q20 (≥ 0.144),all,1077,414,0.02749560514835683,0.024211238455474998,0.25610113394504824,1033,-0.07129685510338736,0.036759550084140835,0.052434833445990585,-1.369409486203997,1.1849525721145162,0.247817770353101
R2 x R4,q20 (≥ 0.144),no prior episode,974,349,0.035288383744370926,0.02394812134671749,0.1406069600312128,933,-0.05272842134057283,0.04078913079684915,0.1961121915805233,-2.1593423654333797,1.962758169904011,0.2712636721654039
R2 x R4,q40 (≥ 0.405),all,809,323,0.007413017859567501,0.03140235056390553,0.813381689431801,779,-0.08259890302898712,0.04421676354194732,0.061755802012374315,-10.14295840021234,19.40761281276684,0.6012332759390884
R2 x R4,q40 (≥ 0.405),no prior episode,717,268,-0.011920003444554489,0.03146664320107712,0.7048260265416655,690,-0.06928451259498143,0.05500917208849453,0.20784676943425365,-4.4246311688568465,75.83206448768934,0.9534716245753987
R2 x R4,q60 (≥ 0.705),all,542,229,0.016840609063281935,0.04954601599576899,0.7339330796015048,523,-0.1593575848962559,0.08554486963132094,0.06248283926399296,-5.975814937907492,22.66814093213087,0.7920713986431052
R2 x R4,q60 (≥ 0.705),no prior episode,479,190,0.012291633385107387,0.0539655331754853,0.8198264347862019,461,-0.16327330334382184,0.10153772906206666,0.10783380908894083,-9.272486371561277,74.21418952082895,0.9005692852158809
R2 x R4,q80 (≥ 0.9),all,275,126,0.04040368766650575,0.0657052791197884,0.5386055695608192,262,-0.27352539274730964,0.14318402642685213,0.05609374665103389,193.84640391659903,452.5695698818929,0.6684152553208856
R2 x R4,q80 (≥ 0.9),no prior episode,251,111,0.04558383031879093,0.06633972122564596,0.4920025425968893,239,-0.3107200882302931,0.19894108846232633,0.11831865216992815,343.8626246656642,1367.9003411155159,0.801520421208823
R3 x R4,all,all,1347,496,0.01745794410575638,0.018112069639726128,0.3351038102958821,1289,-0.053125954158510985,0.026745364453216368,0.04699323192751867,-3.042176273551332,2.6733756633411248,0.2551400432612504
R3 x R4,all,no prior episode,1242,431,0.0023947426870641825,0.020681886704739454,0.9078194732454423,1187,-0.04686101037075939,0.03109412934135814,0.13179287324789274,-1.7482704914560865,1.5404802525711707,0.2564228091991725
R3 x R4,q20 (≥ 0.254),all,1076,410,0.01800439092099189,0.023726381229210395,0.4479517090645225,1029,-0.06465046687508262,0.03536152029745219,0.06750878469875335,-2.1305451885602062,2.297683760560332,0.35379269922320167
R3 x R4,q20 (≥ 0.254),no prior episode,981,349,0.00634708403146309,0.02572610137028484,0.8051267232219459,936,-0.05495847305721405,0.03906865591085006,0.1595118495168097,-3.1027479050262072,3.260377770779526,0.3412730522852388
R3 x R4,q40 (≥ 0.834),all,808,315,0.009693329528638373,0.02538135374646074,0.7025299719650777,765,-0.0612018024967203,0.051913872415059716,0.2384338683028287,-7.746609228996121,12.945873872478407,0.5495834590357901
R3 x R4,q40 (≥ 0.834),no prior episode,733,270,-0.00805013035532856,0.026727526202181214,0.7632677108763082,692,-0.052591866008425164,0.05973416677273486,0.3786253811592309,-83.66921462635135,396.28906594517997,0.8327844447671566
R3 x R4,q60 (≥ 1.44),all,538,214,0.014092665341904235,0.03871157155123784,0.7158261178264851,511,-0.11021630640339064,0.08376462402825932,0.18824593237091758,-5.6634949848544895,7.551133696263194,0.4532431626233684
R3 x R4,q60 (≥ 1.44),no prior episode,491,188,-0.0074652393059954,0.040432890023307085,0.8535170263270123,466,-0.12946723858038528,0.09568492109108472,0.17603713323871595,-4028.5286331574703,16070.672643171636,0.8020647764370697
R3 x R4,q80 (≥ 2.09),all,269,107,-0.04724789542330016,0.043924725984942535,0.28208112868306956,253,-0.07650261590372048,0.0806707258669322,0.3429605590907487,1.5432754300217921,3.6799188178846616,0.6749402103473428
R3 x R4,q80 (≥ 2.09),no prior episode,243,91,-0.0886850738625441,0.053495848996136346,0.09735914196819312,227,-0.1123363238872592,0.10394270101439874,0.27980726601736955,1.0508028190545358,1.4059884465195123,0.4548362858437735
