spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
instr-antiplural_w8_trt-ertOrDdcg_gapany_illibany_exclyr_pre,backsliding_union_Nyr,1347,161,-0.04260573832302968,0.05776261289879932,0.4607571865930825,17.377123819706934
