vocab,is_plotted,group,decade,decade_start,tag,n_party_years,n_parties,mean_antiplural,mean_popul,tag_rank
ideology_wikipedia,FALSE,OECD,1970s,1970,democratic_socialism,18,6,0.1406666666666667,0.26894444444444443,13
ideology_wikipedia,TRUE,OECD,1980s,1980,communism,19,10,0.41,0.5880526315789474,7
ideology_wikipedia,FALSE,OECD,1990s,1990,communism,20,11,0.2925,0.5697,13
ideology_wikipedia,FALSE,OECD,1990s,1990,democratic_socialism,28,13,0.10339285714285715,0.4511071428571429,11
ideology_wikipedia,FALSE,OECD,2000s,2000,communism,17,7,0.2917058823529412,0.6646470588235294,18
ideology_wikipedia,FALSE,OECD,2000s,2000,democratic_socialism,25,10,0.08132,0.5024,16
ideology_wikipedia,FALSE,OECD,2010s,2010,democratic_socialism,40,19,0.136,0.5962500000000001,11
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,anti_imperialism,15,8,0.8151999999999999,0.5286666666666666,19
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,right_wing_populism,38,16,0.674921052631579,0.41876315789473684,16
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,right_wing_populism,39,21,0.7532820512820513,0.4642820512820513,15
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,militarism,19,12,0.8252105263157895,0.36526315789473685,29
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,right_wing_populism,46,28,0.6727391304347826,0.4102608695652174,14
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,social_liberalism,58,37,0.30860344827586206,0.41460344827586204,9
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,social_liberalism,36,17,0.31133333333333335,0.41033333333333333,15
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,populism,47,24,0.5504042553191489,0.5469574468085107,11
ideology_wikipedia,TRUE,Non-OECD,2010s,2010,populism,91,54,0.5509780219780219,0.45076923076923076,5
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,populism,26,13,0.692923076923077,0.6012692307692308,12
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,social_market_economy,15,9,0.5822666666666667,0.38586666666666664,34
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,communism,29,14,0.6763793103448276,0.7286551724137931,18
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,marxism_leninism,39,19,0.670974358974359,0.6615128205128206,13
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,communism,36,17,0.70175,0.6518611111111111,19
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,marxism_leninism,37,18,0.7143243243243244,0.5856216216216217,17
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,pro_europeanism,43,28,0.36853488372093024,0.28804651162790695,10
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,democratic_socialism,57,35,0.43226315789473685,0.5967368421052631,10
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,left_wing_nationalism,27,16,0.438,0.5998518518518519,21
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,democratic_socialism,63,36,0.5063809523809524,0.5416349206349206,10
ideology_wikipedia,TRUE,Non-OECD,2010s,2010,social_conservatism,108,63,0.5661203703703703,0.43469444444444444,4
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,left_wing_nationalism,28,16,0.46171428571428574,0.5980357142857142,20
ideology_wikipedia,TRUE,Non-OECD,1990s,1990,economic_liberalism,84,45,0.6258214285714285,0.35132142857142856,3
ideology_wikipedia,FALSE,Non-OECD,1970s,1970,communism,23,11,0.8181304347826087,0.5859565217391304,11
ideology_wikipedia,FALSE,Non-OECD,1970s,1970,marxism_leninism,25,12,0.85816,0.54084,10
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,communism,22,12,0.7465454545454545,0.6200454545454546,14
ideology_wikipedia,TRUE,Non-OECD,1980s,1980,marxism_leninism,29,16,0.7767586206896552,0.5913448275862069,8
ideology_wikipedia,TRUE,Non-OECD,2000s,2000,pro_europeanism,95,46,0.38133684210526314,0.31734736842105266,6
ideology_wikipedia,TRUE,Non-OECD,2010s,2010,pro_europeanism,92,50,0.4171413043478261,0.34697826086956524,7
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,anti_communism,23,12,0.5932608695652174,0.38208695652173913,27
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,national_conservatism,45,24,0.5688666666666666,0.3438888888888889,12
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,national_conservatism,54,33,0.5812222222222222,0.3675555555555556,12
ideology_wikipedia,TRUE,Non-OECD,1980s,1980,economic_liberalism,40,23,0.7553,0.28825,3
ideology_wikipedia,TRUE,Non-OECD,2010s,2010,economic_liberalism,125,67,0.543304,0.324952,3
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,conservative_liberalism,28,15,0.46771428571428575,0.3330714285714286,22
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,neoliberalism,18,11,0.7668333333333334,0.3467777777777778,31
ideology_wikipedia,TRUE,Non-OECD,1970s,1970,economic_liberalism,33,20,0.7440606060606061,0.31912121212121214,3
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,progressivism,52,35,0.31384615384615383,0.5472115384615385,11
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,big_tent,17,8,0.6280588235294118,0.4153529411764706,29
ideology_wikipedia,TRUE,Non-OECD,2000s,2000,economic_liberalism,107,58,0.6034205607476636,0.3353644859813084,3
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,neoliberalism,21,13,0.49914285714285717,0.31561904761904763,28
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,big_tent,15,9,0.6120666666666666,0.4547333333333333,32
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,anti_imperialism,18,7,0.5793888888888888,0.5283333333333333,31
ideology_wikipedia,FALSE,OECD,1990s,1990,nationalism,15,7,0.3848666666666667,0.48286666666666667,20
ideology_wikipedia,FALSE,OECD,2000s,2000,left_wing_populism,17,8,0.14323529411764707,0.5077647058823529,17
ideology_wikipedia,FALSE,OECD,2010s,2010,populism,21,13,0.24385714285714286,0.5525238095238095,16
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,third_way,26,13,0.3826538461538461,0.4578076923076923,20
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,third_way,37,22,0.4813513513513514,0.47340540540540543,14
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,third_way,25,15,0.45068,0.44356,23
ideology_wikipedia,TRUE,Non-OECD,1980s,1980,social_democracy,74,42,0.5052162162162162,0.5663648648648649,1
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,progressivism,27,13,0.41703703703703704,0.5791851851851851,11
ideology_wikipedia,TRUE,Non-OECD,2000s,2000,populism,81,44,0.5665061728395062,0.47859259259259257,7
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,right_wing_populism,16,10,0.645125,0.2826875,18
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,conservative_liberalism,22,13,0.45904545454545453,0.29745454545454547,27
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,social_liberalism,15,8,0.27026666666666666,0.48433333333333334,20
ideology_wikipedia,TRUE,Non-OECD,1980s,1980,democratic_socialism,32,17,0.619625,0.56015625,7
ideology_wikipedia,TRUE,Non-OECD,1990s,1990,democratic_socialism,57,31,0.47343859649122805,0.5558947368421052,7
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,left_wing_nationalism,18,11,0.28538888888888886,0.4676111111111111,26
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,left_wing_populism,24,11,0.374625,0.6007083333333334,24
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,left_wing_populism,31,13,0.4250322580645161,0.7345483870967742,25
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,classical_liberalism,16,8,0.5640000000000001,0.2730625,33
ideology_wikipedia,TRUE,Non-OECD,2000s,2000,christian_democracy,81,43,0.4044814814814815,0.2829382716049383,8
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,classical_liberalism,17,10,0.5661764705882353,0.2466470588235294,33
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,christian_democracy,51,30,0.42794117647058827,0.30592156862745096,13
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,big_tent,21,10,0.5156190476190476,0.41314285714285715,32
ideology_wikipedia,FALSE,OECD,2000s,2000,nationalism,17,7,0.40758823529411764,0.5215294117647059,19
ideology_wikipedia,FALSE,OECD,2010s,2010,nationalism,15,5,0.4334,0.7212,20
ideology_wikipedia,FALSE,Non-OECD,1970s,1970,nationalism,19,10,0.838,0.2502105263157895,13
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,nationalism,25,12,0.81324,0.24056,13
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,nationalism,22,12,0.6879545454545455,0.2315,22
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,nationalism,35,16,0.6327142857142857,0.298,20
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,nationalism,31,17,0.5696774193548387,0.2725806451612903,18
ideology_wikipedia,TRUE,Non-OECD,1970s,1970,social_democracy,49,31,0.5786734693877551,0.5915918367346938,2
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,reformism,15,8,0.5875333333333334,0.44953333333333334,30
ideology_wikipedia,TRUE,Non-OECD,1970s,1970,democratic_socialism,21,16,0.6524761904761904,0.698,6
ideology_wikipedia,FALSE,Non-OECD,1970s,1970,progressivism,16,10,0.35250000000000004,0.5608125,15
ideology_wikipedia,FALSE,Non-OECD,1970s,1970,liberalism,17,13,0.5517647058823529,0.38188235294117645,9
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,pan_africanism,26,15,0.7065384615384616,0.40673076923076923,17
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,pan_africanism,26,16,0.7418461538461538,0.39226923076923076,23
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,islamic_democracy,23,12,0.5490434782608695,0.41056521739130436,29
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,islamic_democracy,36,23,0.5680000000000001,0.4508888888888889,16
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,secularism,19,10,0.48936842105263156,0.5621578947368421,27
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,secularism,27,16,0.5046666666666667,0.4603703703703704,22
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,secularism,41,25,0.56724390243902445,0.3984146341463415,15
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,reformism,21,14,0.5141904761904762,0.47314285714285714,25
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,reformism,26,14,0.479,0.4675,24
ideology_wikipedia,FALSE,Non-OECD,1990s,1990,socialism,19,12,0.5401578947368421,0.7278947368421053,23
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,civic_nationalism,27,16,0.5895185185185186,0.36644444444444446,21
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,civic_nationalism,33,18,0.5247272727272727,0.3989393939393939,18
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,pan_africanism,19,12,0.9260526315789473,0.5178421052631579,15
ideology_wikipedia,FALSE,Non-OECD,1970s,1970,african_nationalism,19,11,0.9140526315789473,0.44426315789473686,12
ideology_wikipedia,FALSE,Non-OECD,1980s,1980,african_nationalism,18,11,0.9322777777777778,0.5242222222222223,16
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,anti_imperialism,16,7,0.6115625,0.5254375,34
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,pancasila,16,8,0.643625,0.42725,36
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,republicanism,15,9,0.5029333333333333,0.40713333333333335,35
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,republicanism,20,10,0.4851,0.37535,30
ideology_wikipedia,FALSE,OECD,1990s,1990,social_liberalism,20,10,0.0613,0.2217,15
ideology_wikipedia,FALSE,OECD,2000s,2000,populism,22,13,0.23204545454545455,0.46440909090909094,15
ideology_wikipedia,FALSE,Non-OECD,2000s,2000,russophilia,19,10,0.8215789473684211,0.4265263157894737,31
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,russophilia,19,13,0.7734736842105263,0.4286842105263158,26
ideology_wikipedia,FALSE,Non-OECD,2010s,2010,euroscepticism,18,12,0.7317777777777777,0.4398888888888889,30
ideology_wikidata,TRUE,OECD,1990s,1990,social_democracy,117,48,0.11555555555555556,0.3150769230769231,1
ideology_wikidata,TRUE,OECD,2000s,2000,social_democracy,115,50,0.1002,0.3445913043478261,1
ideology_wikidata,TRUE,OECD,2010s,2010,social_democracy,126,51,0.12266666666666666,0.40336507936507937,1
ideology_wikidata,FALSE,OECD,2000s,2000,green_politics,35,17,0.06628571428571428,0.22877142857142857,15
ideology_wikidata,FALSE,OECD,2010s,2010,green_politics,41,20,0.10380487804878047,0.31809756097560976,15
ideology_wikidata,TRUE,OECD,1970s,1970,liberal_conservatism,46,16,0.09889130434782609,0.14269565217391306,5
ideology_wikidata,TRUE,OECD,1970s,1970,social_liberalism,39,14,0.07971794871794871,0.2403846153846154,8
ideology_wikidata,TRUE,OECD,1980s,1980,liberal_conservatism,46,17,0.10623913043478261,0.1286304347826087,5
ideology_wikidata,TRUE,OECD,1980s,1980,social_liberalism,43,16,0.06362790697674418,0.22406976744186047,6
ideology_wikidata,FALSE,OECD,1990s,1990,liberal_conservatism,53,20,0.1547924528301887,0.16209433962264153,9
ideology_wikidata,FALSE,OECD,1990s,1990,social_liberalism,41,19,0.0734390243902439,0.24665853658536585,12
ideology_wikidata,TRUE,OECD,2000s,2000,liberal_conservatism,62,25,0.1386451612903226,0.17659677419354838,8
ideology_wikidata,TRUE,OECD,2000s,2000,social_liberalism,60,28,0.08389999999999999,0.2768,4
ideology_wikidata,FALSE,OECD,2010s,2010,liberal_conservatism,67,28,0.12376119402985074,0.19,12
ideology_wikidata,FALSE,OECD,2010s,2010,social_liberalism,66,30,0.09589393939393939,0.274469696969697,9
ideology_wikidata,FALSE,OECD,2000s,2000,democratic_socialism,51,22,0.10129411764705883,0.3819019607843137,11
ideology_wikidata,TRUE,OECD,2010s,2010,democratic_socialism,75,32,0.14670666666666668,0.5010533333333334,6
ideology_wikidata,FALSE,OECD,2000s,2000,environmentalism,16,7,0.075,0.34475,23
ideology_wikidata,FALSE,OECD,2010s,2010,environmentalism,28,12,0.17932142857142858,0.5101785714285715,18
ideology_wikidata,TRUE,OECD,1970s,1970,democratic_socialism,37,16,0.247027027027027,0.43891891891891893,6
ideology_wikidata,TRUE,OECD,1970s,1970,liberalism,49,18,0.18253061224489794,0.14144897959183672,4
ideology_wikidata,TRUE,OECD,1970s,1970,social_democracy,88,35,0.1140340909090909,0.31276136363636364,1
ideology_wikidata,TRUE,OECD,1980s,1980,democratic_socialism,36,15,0.19844444444444445,0.40152777777777776,8
ideology_wikidata,TRUE,OECD,1980s,1980,liberalism,43,19,0.19369767441860467,0.1396046511627907,4
ideology_wikidata,TRUE,OECD,1980s,1980,social_democracy,83,33,0.10492771084337349,0.3084096385542169,1
ideology_wikidata,FALSE,OECD,1990s,1990,democratic_socialism,45,19,0.11071111111111112,0.4235333333333333,11
ideology_wikidata,TRUE,OECD,1990s,1990,liberalism,58,24,0.09955172413793106,0.18346551724137933,4
ideology_wikidata,FALSE,OECD,2000s,2000,liberalism,47,21,0.12729787234042553,0.20872340425531916,12
ideology_wikidata,FALSE,OECD,2010s,2010,liberalism,65,30,0.11050769230769229,0.21930769230769231,10
ideology_wikidata,FALSE,OECD,2010s,2010,secularism,16,6,0.267375,0.4084375,29
ideology_wikidata,FALSE,OECD,1970s,1970,communism,20,10,0.33549999999999996,0.51845,12
ideology_wikidata,FALSE,OECD,2010s,2010,economic_nationalism,16,7,0.599375,0.8706875,26
ideology_wikidata,TRUE,OECD,2010s,2010,social_conservatism,76,33,0.38032894736842104,0.5295131578947369,4
ideology_wikidata,FALSE,OECD,1970s,1970,agrarianism,26,7,0.05307692307692308,0.22661538461538464,14
ideology_wikidata,FALSE,OECD,1980s,1980,agrarianism,20,7,0.04805,0.2485,16
ideology_wikidata,FALSE,OECD,1990s,1990,agrarianism,32,13,0.13709375000000001,0.409625,16
ideology_wikidata,FALSE,OECD,2000s,2000,agrarianism,25,11,0.07848000000000001,0.35872,16
ideology_wikidata,FALSE,OECD,2010s,2010,agrarianism,29,11,0.15462068965517242,0.3979655172413793,19
ideology_wikidata,FALSE,OECD,2010s,2010,green_liberalism,16,7,0.046625,0.1899375,27
ideology_wikidata,FALSE,OECD,1990s,1990,economic_liberalism,51,20,0.21729411764705883,0.2376470588235294,10
ideology_wikidata,TRUE,OECD,1990s,1990,national_conservatism,47,22,0.3606382978723404,0.49327659574468086,6
ideology_wikidata,TRUE,OECD,1990s,1990,pro_europeanism,65,28,0.08775384615384615,0.18752307692307693,3
ideology_wikidata,FALSE,OECD,1990s,1990,right_wing_populism,32,15,0.43378125,0.60190625,14
ideology_wikidata,TRUE,OECD,2010s,2010,euroscepticism,86,39,0.3767674418604651,0.6758372093023256,3
ideology_wikidata,TRUE,OECD,2010s,2010,national_conservatism,71,32,0.45071830985915495,0.6200281690140845,7
ideology_wikidata,FALSE,OECD,2010s,2010,opposition_to_immigration,17,6,0.36411764705882355,0.7038823529411765,28
ideology_wikidata,TRUE,OECD,2010s,2010,right_wing_populism,64,31,0.49828125,0.7265625,8
ideology_wikidata,FALSE,OECD,1990s,1990,green_politics,30,15,0.034,0.22413333333333332,15
ideology_wikidata,TRUE,OECD,1990s,1990,christian_democracy,73,30,0.11776712328767124,0.1840821917808219,2
ideology_wikidata,TRUE,OECD,1990s,1990,conservatism,53,21,0.1756981132075472,0.24537735849056602,7
ideology_wikidata,TRUE,OECD,2000s,2000,christian_democracy,79,34,0.1139493670886076,0.19384810126582278,2
ideology_wikidata,FALSE,OECD,2000s,2000,conservatism,52,22,0.16534615384615386,0.2585576923076923,10
ideology_wikidata,TRUE,OECD,2010s,2010,christian_democracy,75,33,0.13283999999999999,0.21296,5
ideology_wikidata,FALSE,OECD,2010s,2010,conservatism,54,23,0.2832222222222222,0.38662962962962966,13
ideology_wikidata,FALSE,OECD,1970s,1970,conservative_liberalism,30,10,0.053766666666666664,0.12390000000000001,11
ideology_wikidata,FALSE,OECD,1970s,1970,economic_liberalism,38,12,0.08436842105263158,0.14071052631578948,10
ideology_wikidata,TRUE,OECD,1970s,1970,pro_europeanism,49,19,0.06983673469387754,0.15844897959183674,3
ideology_wikidata,FALSE,OECD,1980s,1980,conservative_liberalism,32,12,0.060000000000000005,0.12878124999999999,10
ideology_wikidata,TRUE,OECD,1980s,1980,economic_liberalism,40,15,0.117425,0.14905,7
ideology_wikidata,TRUE,OECD,1980s,1980,pro_europeanism,57,20,0.057157894736842116,0.16103508771929823,3
ideology_wikidata,FALSE,OECD,1990s,1990,conservative_liberalism,33,15,0.047696969696969696,0.1693939393939394,13
ideology_wikidata,FALSE,OECD,2000s,2000,conservative_liberalism,37,17,0.08986486486486488,0.20575675675675675,14
ideology_wikidata,FALSE,OECD,2000s,2000,economic_liberalism,51,23,0.2155686274509804,0.27562745098039215,9
ideology_wikidata,TRUE,OECD,2000s,2000,pro_europeanism,76,33,0.08130263157894738,0.20834210526315788,3
ideology_wikidata,FALSE,OECD,2010s,2010,conservative_liberalism,51,21,0.11037254901960784,0.20137254901960785,14
ideology_wikidata,FALSE,OECD,2010s,2010,economic_liberalism,70,29,0.2615857142857143,0.3251857142857143,11
ideology_wikidata,TRUE,OECD,2010s,2010,pro_europeanism,116,48,0.1018189655172414,0.24863793103448276,2
ideology_wikidata,FALSE,OECD,1970s,1970,euroscepticism,20,8,0.23679999999999998,0.4519,13
ideology_wikidata,FALSE,OECD,1980s,1980,euroscepticism,21,10,0.25485714285714284,0.5754761904761905,12
ideology_wikidata,TRUE,OECD,1990s,1990,euroscepticism,46,21,0.38556521739130434,0.5726304347826087,8
ideology_wikidata,TRUE,OECD,2000s,2000,euroscepticism,59,26,0.3207966101694915,0.5897796610169491,7
ideology_wikidata,FALSE,OECD,2000s,2000,feminism,17,8,0.05758823529411765,0.31470588235294117,21
ideology_wikidata,FALSE,OECD,2010s,2010,feminism,25,9,0.14543999999999999,0.52176,22
ideology_wikidata,FALSE,OECD,1970s,1970,national_conservatism,19,7,0.42936842105263157,0.34210526315789475,15
ideology_wikidata,FALSE,OECD,1980s,1980,national_conservatism,19,9,0.433,0.36457894736842106,14
ideology_wikidata,TRUE,OECD,2000s,2000,national_conservatism,58,27,0.33563793103448275,0.5389655172413793,5
ideology_wikidata,FALSE,OECD,2000s,2000,right_wing_populism,42,21,0.41123809523809524,0.6516190476190477,13
ideology_wikidata,FALSE,OECD,1990s,1990,nationalism,19,11,0.5531052631578948,0.5491578947368421,17
ideology_wikidata,TRUE,OECD,1970s,1970,christian_democracy,54,24,0.10412962962962963,0.12640740740740739,2
ideology_wikidata,TRUE,OECD,1980s,1980,christian_democracy,59,23,0.08549152542372881,0.12689830508474575,2
ideology_wikidata,TRUE,Non-OECD,1990s,1990,social_democracy,169,83,0.4024142011834319,0.500396449704142,1
ideology_wikidata,TRUE,Non-OECD,2000s,2000,social_democracy,197,107,0.41864467005076145,0.4679746192893401,1
ideology_wikidata,TRUE,Non-OECD,2010s,2010,social_democracy,179,103,0.4495642458100559,0.48748603351955305,1
ideology_wikidata,FALSE,Non-OECD,1990s,1990,liberal_conservatism,27,19,0.4521481481481482,0.3395925925925926,12
ideology_wikidata,FALSE,Non-OECD,2000s,2000,liberal_conservatism,43,23,0.4605581395348837,0.403906976744186,13
ideology_wikidata,FALSE,Non-OECD,2010s,2010,liberal_conservatism,57,30,0.4653684210526316,0.3539122807017544,12
ideology_wikidata,TRUE,Non-OECD,2000s,2000,liberalism,70,39,0.3762857142857143,0.41045714285714285,6
ideology_wikidata,FALSE,Non-OECD,2000s,2000,progressivism,30,14,0.3399,0.5439666666666667,22
ideology_wikidata,FALSE,Non-OECD,2010s,2010,liberalism,53,34,0.3678301886792453,0.4252830188679245,9
ideology_wikidata,FALSE,Non-OECD,2010s,2010,progressivism,34,21,0.3578823529411765,0.5535,17
ideology_wikidata,FALSE,Non-OECD,1990s,1990,african_nationalism,22,11,0.7554545454545455,0.3235,23
ideology_wikidata,FALSE,Non-OECD,2000s,2000,african_nationalism,20,10,0.70765,0.36035,30
ideology_wikidata,FALSE,Non-OECD,2010s,2010,african_nationalism,16,9,0.7191875,0.3293125,37
ideology_wikidata,TRUE,Non-OECD,1970s,1970,anti_communism,32,17,0.93853125,0.181375,5
ideology_wikidata,FALSE,Non-OECD,1970s,1970,authoritarianism,25,11,0.98208,0.1626,11
ideology_wikidata,FALSE,Non-OECD,1970s,1970,christian_democracy,17,12,0.5174117647058823,0.3245882352941176,10
ideology_wikidata,TRUE,Non-OECD,1970s,1970,conservatism,47,26,0.8270212765957446,0.22521276595744683,1
ideology_wikidata,TRUE,Non-OECD,1980s,1980,anti_communism,32,16,0.80896875,0.26746875,5
ideology_wikidata,FALSE,Non-OECD,1980s,1980,authoritarianism,20,12,0.93645,0.24595,13
ideology_wikidata,FALSE,Non-OECD,1980s,1980,christian_democracy,29,14,0.42510344827586205,0.3570344827586207,9
ideology_wikidata,TRUE,Non-OECD,1980s,1980,conservatism,53,27,0.792188679245283,0.2401698113207547,2
ideology_wikidata,FALSE,Non-OECD,1990s,1990,anti_communism,34,16,0.507264705882353,0.4175,16
ideology_wikidata,FALSE,Non-OECD,1990s,1990,authoritarianism,20,11,0.9380999999999999,0.20755,24
ideology_wikidata,TRUE,Non-OECD,1990s,1990,christian_democracy,74,35,0.3394189189189189,0.28766216216216217,4
ideology_wikidata,TRUE,Non-OECD,1990s,1990,conservatism,95,52,0.5452210526315789,0.30994736842105264,2
ideology_wikidata,TRUE,Non-OECD,1990s,1990,economic_liberalism,62,33,0.5320483870967742,0.2952741935483871,5
ideology_wikidata,TRUE,Non-OECD,1990s,1990,populism,62,30,0.5358064516129033,0.5169032258064516,8
ideology_wikidata,FALSE,Non-OECD,2000s,2000,anti_communism,36,17,0.5066944444444444,0.44177777777777777,18
ideology_wikidata,TRUE,Non-OECD,2000s,2000,conservatism,112,58,0.5253214285714286,0.323375,2
ideology_wikidata,TRUE,Non-OECD,2000s,2000,economic_liberalism,70,35,0.5378428571428572,0.28735714285714287,7
ideology_wikidata,TRUE,Non-OECD,2000s,2000,populism,84,44,0.5569761904761905,0.4757142857142857,4
ideology_wikidata,TRUE,Non-OECD,1980s,1980,liberalism,31,16,0.5159677419354839,0.4605483870967742,6
ideology_wikidata,TRUE,Non-OECD,1990s,1990,liberalism,53,32,0.3973018867924528,0.3864150943396226,6
ideology_wikidata,FALSE,Non-OECD,2010s,2010,anti_imperialism,23,14,0.8062173913043478,0.6223478260869565,27
ideology_wikidata,FALSE,Non-OECD,2010s,2010,left_wing_populism,30,16,0.5899666666666666,0.6542,23
ideology_wikidata,FALSE,Non-OECD,2010s,2010,marxism_leninism,23,11,0.6490869565217391,0.606304347826087,31
ideology_wikidata,FALSE,Non-OECD,2010s,2010,pan_africanism,16,9,0.7815625,0.5410625,38
ideology_wikidata,FALSE,Non-OECD,1990s,1990,civic_nationalism,23,12,0.3522608695652174,0.42,22
ideology_wikidata,FALSE,OECD,1970s,1970,socialism,17,6,0.1806470588235294,0.31829411764705884,16
ideology_wikidata,FALSE,OECD,1980s,1980,socialism,16,8,0.27025,0.3953125,15
ideology_wikidata,FALSE,OECD,1990s,1990,socialism,15,8,0.24766666666666667,0.42506666666666665,18
ideology_wikidata,FALSE,OECD,2000s,2000,progressivism,24,10,0.04745833333333333,0.37074999999999997,18
ideology_wikidata,FALSE,OECD,2000s,2000,republicanism,21,7,0.09257142857142857,0.56466666666666665,22
ideology_wikidata,FALSE,OECD,2010s,2010,progressivism,29,13,0.06272413793103448,0.439,17
ideology_wikidata,FALSE,OECD,2010s,2010,republicanism,28,9,0.15764285714285714,0.6406071428571428,21
ideology_wikidata,FALSE,OECD,1970s,1970,social_conservatism,37,14,0.27764864864864863,0.299972972972973,9
ideology_wikidata,FALSE,OECD,1980s,1980,social_conservatism,26,10,0.2086923076923077,0.26061538461538464,11
ideology_wikidata,TRUE,OECD,1990s,1990,social_conservatism,56,24,0.28928571428571426,0.36148214285714286,5
ideology_wikidata,TRUE,OECD,2000s,2000,social_conservatism,67,26,0.2715820895522388,0.4109701492537313,6
ideology_wikidata,TRUE,OECD,1970s,1970,conservatism,38,15,0.2099736842105263,0.18128947368421053,7
ideology_wikidata,FALSE,OECD,1980s,1980,conservatism,34,12,0.14673529411764705,0.19608823529411765,9
ideology_wikidata,FALSE,Non-OECD,1970s,1970,left_wing_nationalism,15,9,0.8298666666666666,0.4845333333333333,16
ideology_wikidata,FALSE,Non-OECD,1980s,1980,left_wing_nationalism,20,11,0.81965,0.4726,15
ideology_wikidata,FALSE,Non-OECD,1990s,1990,national_conservatism,35,17,0.7208,0.23368571428571427,15
ideology_wikidata,TRUE,Non-OECD,1990s,1990,nationalism,58,31,0.6258793103448276,0.33313793103448275,7
ideology_wikidata,FALSE,Non-OECD,2000s,2000,authoritarianism,22,11,0.9452727272727273,0.1995,28
ideology_wikidata,FALSE,Non-OECD,2000s,2000,national_conservatism,56,27,0.5766249999999999,0.3123214285714286,11
ideology_wikidata,TRUE,Non-OECD,2000s,2000,nationalism,82,44,0.669219512195122,0.36028048780487804,5
ideology_wikidata,FALSE,Non-OECD,2010s,2010,authoritarianism,21,11,0.8947619047619048,0.21395238095238095,32
ideology_wikidata,FALSE,Non-OECD,2010s,2010,national_conservatism,57,32,0.6566491228070175,0.3347894736842105,10
ideology_wikidata,TRUE,Non-OECD,2010s,2010,nationalism,87,53,0.6643103448275862,0.3924022988505747,4
