vocab,group,decade,decade_start,tag,v2paid,v2paenname,v2pashname,country_name,n_obs,first_year,last_year,v2xpa_antiplural,v2xpa_popul,v2pariglef
rile_wikipedia,OECD,1970s,1970,centre,1474,Institutional Revolutionary Party,PRI,Mexico,4,1970,1979,0.93875,0.164,-0.60075
rile_wikipedia,OECD,1970s,1970,centre,362,Colombian Liberal Party,PLC,Colombia,3,1970,1978,0.8563333333333334,0.4786666666666667,-0.31433333333333335
rile_wikipedia,OECD,1970s,1970,centre,390,Christian Democratic Party,PDC,Chile,1,1973,1973,0.63,0.384,0.116
rile_wikipedia,OECD,1970s,1970,centre,1367,National Liberation Party,PLN,Costa Rica,3,1970,1978,0.38866666666666666,0.3943333333333333,-0.685
rile_wikipedia,OECD,1970s,1970,centre,934,Christian Democrats,DC,Italy,3,1972,1979,0.3293333333333333,0.072,0.454
rile_wikipedia,OECD,1970s,1970,centre,432,Democratic Party,Dem,United States of America,5,1970,1978,0.135,0.30219999999999997,-0.9378
rile_wikipedia,OECD,1970s,1970,centre,1808,Catholic Conservative / Christian Democratic Peoples Party,KK/CVP,Switzerland,3,1971,1979,0.108,0.059,0.349
rile_wikipedia,OECD,1970s,1970,centre,82,Union of the Democratic Centre,EDIK,Greece,2,1974,1977,0.076,0.423,0.043
rile_wikipedia,OECD,1970s,1970,centre,964,Progressive Party,F,Iceland,4,1971,1979,0.076,0.154,0.074
rile_wikipedia,OECD,1970s,1970,centre,1517,Union of Liberals and Leftist,Sfvm,Iceland,1,1971,1971,0.072,0.064,NA
rile_wikipedia,OECD,1970s,1970,centre,540,Liberal Party,Lib,United Kingdom,3,1970,1979,0.071,0.324,0.102
rile_wikipedia,OECD,1970s,1970,centre,281,Walloon Rally,RW,Belgium,2,1971,1974,0.067,0.295,-0.446
rile_wikipedia,OECD,1970s,1970,centre,800,Centre Democrats,CD,Denmark,2,1973,1977,0.058,0.3245,0.556
rile_wikipedia,OECD,1970s,1970,centre,867,Democratic Socialist Party,DSP,Japan,3,1972,1979,0.056,0.392,-0.653
rile_wikipedia,OECD,1970s,1970,centre,911,Social Credit / Democratic Party,SC/DP,New Zealand,3,1972,1978,0.05566666666666667,0.615,-0.143
rile_wikipedia,OECD,1970s,1970,centre,698,Front Démocratique des Francophones / DéFI,FDF,Belgium,1,1974,1974,0.053,0.416,1.198
rile_wikipedia,OECD,1970s,1970,centre,53,Christian People's Party / Christian Democrats,KrF/KD,Denmark,1,1975,1975,0.051,0.21,0.419
rile_wikipedia,OECD,1970s,1970,centre,1515,Clean Government Party / New Komeito,K,Japan,3,1972,1979,0.049,0.447,-0.951
rile_wikipedia,OECD,1970s,1970,centre,1055,Fianna Fail – The Republican Party,FF,Ireland,2,1973,1977,0.047,0.246,0.023
rile_wikipedia,OECD,1970s,1970,centre,1739,Liberal Party of Canada,LP,Canada,3,1972,1979,0.04666666666666667,0.181,-0.315
rile_wikipedia,OECD,1970s,1970,centre,45,Democrats 66,D66,Netherlands,2,1971,1977,0.044,0.2125,-0.8565
rile_wikipedia,OECD,1970s,1970,centre,633,Francophone Christian Social Party,PSC,Belgium,4,1971,1978,0.042,0.032,0.03
rile_wikipedia,OECD,1970s,1970,centre,921,Democratic Socialists 70,DS70,Netherlands,1,1971,1971,0.041,0.085,-0.255
rile_wikipedia,OECD,1970s,1970,centre,622,Flemish Christian Peoples Party,CVP,Belgium,4,1971,1978,0.041,0.031,0.021
rile_wikipedia,OECD,1970s,1970,centre,1380,Democratic Movement for Change,DASH,Israel,1,1977,1977,0.039,0.051,0.026
rile_wikipedia,OECD,1970s,1970,centre,1390,Catholic Peoples Party,KVP,Netherlands,2,1971,1972,0.038,0.083,0.428
rile_wikipedia,OECD,1970s,1970,centre,1447,National Religious Party,Mafdal,Israel,2,1973,1977,0.036,0.1,-0.493
rile_wikipedia,OECD,1970s,1970,centre,300,Democratic Party,DP,Luxembourg,2,1974,1979,0.036,0.058,0.167
rile_wikipedia,OECD,1970s,1970,centre,898,Social Democratic Party,SDP,Luxembourg,2,1974,1979,0.035,0.291,2.085
rile_wikipedia,OECD,1970s,1970,centre,1271,Union of the Democratic Centre,UCD,Spain,2,1977,1979,0.034,0.035500000000000004,1
rile_wikipedia,OECD,1970s,1970,centre,199,Farmers' League / Centre Party,B/C,Sweden,4,1970,1979,0.03,0.10525000000000001,0.495
rile_wikipedia,OECD,1970s,1970,centre,901,Agrarian Union / Centre Party,KESK,Finland,4,1970,1979,0.0295,0.32375,-0.253
rile_wikipedia,OECD,1970s,1970,centre,990,Australian Democrats,AD,Australia,1,1977,1977,0.025,0.373,-1.084
rile_wikipedia,OECD,1970s,1970,centre,1072,Centre [Agrarian] Party,Sp/Bp,Norway,2,1973,1977,0.023,0.5,0.3325
rile_wikipedia,OECD,1970s,1970,centre,1507,Danish Social-Liberal Party / Radical Liberal Party,RV,Denmark,4,1971,1979,0.022,0.023,0.17975
rile_wikipedia,OECD,1970s,1970,centre,1229,Swedish People's Party,RKP,Finland,2,1970,1972,0.015,0.032,0.873
rile_wikipedia,OECD,1970s,1970,centre_left,919,Democratic Party,SD,Poland,2,1972,1976,0.969,0.105,-1.702
rile_wikipedia,OECD,1970s,1970,centre_left,362,Colombian Liberal Party,PLC,Colombia,3,1970,1978,0.8563333333333334,0.4786666666666667,-0.31433333333333335
rile_wikipedia,OECD,1970s,1970,centre_left,6,Socialist Party of Chile,PS,Chile,1,1973,1973,0.671,0.705,-2.806
rile_wikipedia,OECD,1970s,1970,centre_left,390,Christian Democratic Party,PDC,Chile,1,1973,1973,0.63,0.384,0.116
rile_wikipedia,OECD,1970s,1970,centre_left,1367,National Liberation Party,PLN,Costa Rica,3,1970,1978,0.38866666666666666,0.3943333333333333,-0.685
rile_wikipedia,OECD,1970s,1970,centre_left,1060,Republican Peoples Party,CHP,Turkey,2,1973,1977,0.382,0.222,-1.549
rile_wikipedia,OECD,1970s,1970,centre_left,1468,Panhellenic Socialist Movement,PASOK,Greece,2,1974,1977,0.331,0.962,-1.775
rile_wikipedia,OECD,1970s,1970,centre_left,432,Democratic Party,Dem,United States of America,5,1970,1978,0.135,0.30219999999999997,-0.9378
rile_wikipedia,OECD,1970s,1970,centre_left,329,Socialist Peoples Party,SF,Denmark,4,1971,1979,0.115,0.288,-2.34025
rile_wikipedia,OECD,1970s,1970,centre_left,1516,Labour,Lab,United Kingdom,3,1970,1979,0.103,0.423,-0.818
rile_wikipedia,OECD,1970s,1970,centre_left,1049,Labour Party,LP,New Zealand,3,1972,1978,0.09066666666666666,0.6043333333333333,-1.208
rile_wikipedia,OECD,1970s,1970,centre_left,1680,Socialist Party Differently,SPA,Belgium,1,1978,1978,0.088,0.218,-1.666
rile_wikipedia,OECD,1970s,1970,centre_left,1249,People's Alliance,Ab,Iceland,4,1971,1979,0.084,0.075,-1.004
rile_wikipedia,OECD,1970s,1970,centre_left,1325,Social Democratic Party,A,Iceland,4,1971,1979,0.084,0.072,-0.992
rile_wikipedia,OECD,1970s,1970,centre_left,29,Social Democratic Party of Switzerland,SP,Switzerland,3,1971,1979,0.082,0.559,-2.36
rile_wikipedia,OECD,1970s,1970,centre_left,82,Union of the Democratic Centre,EDIK,Greece,2,1974,1977,0.076,0.423,0.043
rile_wikipedia,OECD,1970s,1970,centre_left,1517,Union of Liberals and Leftist,Sfvm,Iceland,1,1971,1971,0.072,0.064,NA
rile_wikipedia,OECD,1970s,1970,centre_left,281,Walloon Rally,RW,Belgium,2,1971,1974,0.067,0.295,-0.446
rile_wikipedia,OECD,1970s,1970,centre_left,1126,Italian Democratic Socialist Party,PSDI,Italy,1,1972,1972,0.066,0.067,-0.486
rile_wikipedia,OECD,1970s,1970,centre_left,1478,Socialist Party,PS,France,2,1973,1978,0.061,0.3875,-2.28
rile_wikipedia,OECD,1970s,1970,centre_left,3,Japan Socialist Party / Social Democratic Party,JSP/SDP,Japan,3,1972,1979,0.059,0.608,-2.094
rile_wikipedia,OECD,1970s,1970,centre_left,867,Democratic Socialist Party,DSP,Japan,3,1972,1979,0.056,0.392,-0.653
rile_wikipedia,OECD,1970s,1970,centre_left,742,Italian Socialist Party,PSI,Italy,3,1972,1979,0.05566666666666667,0.10466666666666666,-1.4803333333333333
rile_wikipedia,OECD,1970s,1970,centre_left,911,Social Credit / Democratic Party,SC/DP,New Zealand,3,1972,1978,0.05566666666666667,0.615,-0.143
rile_wikipedia,OECD,1970s,1970,centre_left,698,Front Démocratique des Francophones / DéFI,FDF,Belgium,1,1974,1974,0.053,0.416,1.198
rile_wikipedia,OECD,1970s,1970,centre_left,1739,Liberal Party of Canada,LP,Canada,3,1972,1979,0.04666666666666667,0.181,-0.315
rile_wikipedia,OECD,1970s,1970,centre_left,45,Democrats 66,D66,Netherlands,2,1971,1977,0.044,0.2125,-0.8565
rile_wikipedia,OECD,1970s,1970,centre_left,1234,Labour,PvdA,Netherlands,3,1971,1977,0.044,0.26,-2.05
rile_wikipedia,OECD,1970s,1970,centre_left,1384,Social Democratic Party of Austria,SPO,Austria,4,1970,1979,0.042,0.199,-2.1555
rile_wikipedia,OECD,1970s,1970,centre_left,562,Labour Party,Lab,Ireland,2,1973,1977,0.041,0.399,-1.017
rile_wikipedia,OECD,1970s,1970,centre_left,921,Democratic Socialists 70,DS70,Netherlands,1,1971,1971,0.041,0.085,-0.255
rile_wikipedia,OECD,1970s,1970,centre_left,500,Socialist Party [Francophone],PS,Belgium,1,1978,1978,0.041,0.143,-2.022
rile_wikipedia,OECD,1970s,1970,centre_left,480,Belgian Socialist Party,BSP-PSB,Belgium,3,1971,1977,0.04,0.07,-2.0886666666666667
rile_wikipedia,OECD,1970s,1970,centre_left,186,Luxembourg Socialist Workers' Party,LSAP,Luxembourg,2,1974,1979,0.037,0.053,-1.988
rile_wikipedia,OECD,1970s,1970,centre_left,1447,National Religious Party,Mafdal,Israel,2,1973,1977,0.036,0.1,-0.493
rile_wikipedia,OECD,1970s,1970,centre_left,379,Social Democrats,SD,Denmark,5,1971,1979,0.033,0.17859999999999998,-1.0408
rile_wikipedia,OECD,1970s,1970,centre_left,655,Socialist Party,PS,Portugal,3,1975,1979,0.032,0.351,-1.333
rile_wikipedia,OECD,1970s,1970,centre_left,487,Social Democrats,S,Sweden,4,1970,1979,0.03,0.391,-1.617
rile_wikipedia,OECD,1970s,1970,centre_left,1303,Social Democratic Party of Finland,SSDP,Finland,4,1970,1979,0.029750000000000002,0.28625,-1.34
rile_wikipedia,OECD,1970s,1970,centre_left,1783,Radical Party of the Left,PRG,France,1,1973,1973,0.029,0.211,0.338
rile_wikipedia,OECD,1970s,1970,centre_left,424,Australian Labor Party,ALP,Australia,4,1972,1977,0.026,0.4285,-1.33175
rile_wikipedia,OECD,1970s,1970,centre_left,990,Australian Democrats,AD,Australia,1,1977,1977,0.025,0.373,-1.084
rile_wikipedia,OECD,1970s,1970,centre_left,383,Social Democratic Party of Germany,SPD,Germany,2,1972,1976,0.025,0.16,-1.1960000000000002
rile_wikipedia,OECD,1970s,1970,centre_left,448,Norwegian Labour Party,DNA,Norway,2,1973,1977,0.025,0.23299999999999998,-1.102
rile_wikipedia,OECD,1970s,1970,centre_left,1338,Spanish Socialist Workers Party,PSOE,Spain,2,1977,1979,0.024,0.354,-1.432
rile_wikipedia,OECD,1970s,1970,centre_left,1507,Danish Social-Liberal Party / Radical Liberal Party,RV,Denmark,4,1971,1979,0.022,0.023,0.17975
rile_wikipedia,OECD,1970s,1970,centre_right,1577,Colombian Conservative Party,PCC,Colombia,3,1970,1978,0.943,0.2653333333333333,2.622
rile_wikipedia,OECD,1970s,1970,centre_right,1474,Institutional Revolutionary Party,PRI,Mexico,4,1970,1979,0.93875,0.164,-0.60075
rile_wikipedia,OECD,1970s,1970,centre_right,4373,Justice Party,AP,Turkey,2,1973,1977,0.8055,0.618,1.1989999999999998
rile_wikipedia,OECD,1970s,1970,centre_right,4376,Democratic Party (1970),DP,Turkey,1,1973,1973,0.712,0.626,1.585
rile_wikipedia,OECD,1970s,1970,centre_right,4422,National Unification Party,PUN,Costa Rica,2,1970,1974,0.4155,0.402,0.631
rile_wikipedia,OECD,1970s,1970,centre_right,441,People's Alliance-Party / People's Party,AP / PP,Spain,2,1977,1979,0.185,0.037,2.178
rile_wikipedia,OECD,1970s,1970,centre_right,1824,National Party,NP,New Zealand,3,1972,1978,0.18100000000000002,0.29233333333333333,0.8683333333333333
rile_wikipedia,OECD,1970s,1970,centre_right,794,New Democracy,ND,Greece,2,1974,1977,0.1255,0.159,1
rile_wikipedia,OECD,1970s,1970,centre_right,360,Radical Democratic Party,FDP,Switzerland,3,1971,1979,0.109,0.054,2.355
rile_wikipedia,OECD,1970s,1970,centre_right,1808,Catholic Conservative / Christian Democratic Peoples Party,KK/CVP,Switzerland,3,1971,1979,0.108,0.059,0.349
rile_wikipedia,OECD,1970s,1970,centre_right,1246,Independent Republicans,RI,France,1,1973,1973,0.103,0.167,1.27
rile_wikipedia,OECD,1970s,1970,centre_right,696,National Action Party,PAN,Mexico,4,1970,1979,0.098,0.1905,1.869
rile_wikipedia,OECD,1970s,1970,centre_right,1567,Conservatives,Con,United Kingdom,3,1970,1979,0.09733333333333333,0.216,1.436
rile_wikipedia,OECD,1970s,1970,centre_right,363,Independence Party,Sj,Iceland,4,1971,1979,0.088,0.057,2.161
rile_wikipedia,OECD,1970s,1970,centre_right,8041,Union of Democrats for the Republic,UDR,France,1,1973,1973,0.079,0.216,1.67
rile_wikipedia,OECD,1970s,1970,centre_right,964,Progressive Party,F,Iceland,4,1971,1979,0.076,0.154,0.074
rile_wikipedia,OECD,1970s,1970,centre_right,509,Rally for the Republic,RPR,France,1,1978,1978,0.075,0.213,1.8
rile_wikipedia,OECD,1970s,1970,centre_right,1731,Christian Social Union,CSU,Germany,2,1972,1976,0.07400000000000001,0.062,0.583
rile_wikipedia,OECD,1970s,1970,centre_right,1375,Christian Democratic Union,CDU,Germany,2,1972,1976,0.0655,0.058499999999999996,0.743
rile_wikipedia,OECD,1970s,1970,centre_right,232,Progressive Conservative Party of Canada,PCP,Canada,3,1972,1979,0.05233333333333333,0.242,0.602
rile_wikipedia,OECD,1970s,1970,centre_right,53,Christian People's Party / Christian Democrats,KrF/KD,Denmark,1,1975,1975,0.051,0.21,0.419
rile_wikipedia,OECD,1970s,1970,centre_right,1055,Fianna Fail – The Republican Party,FF,Ireland,2,1973,1977,0.047,0.246,0.023
rile_wikipedia,OECD,1970s,1970,centre_right,1329,Austrian People's Party,OVP,Austria,4,1970,1979,0.044,0.092,0.325
rile_wikipedia,OECD,1970s,1970,centre_right,554,Liberal Reformist Party,PRL,Belgium,4,1971,1978,0.042,0.072,1.47
rile_wikipedia,OECD,1970s,1970,centre_right,633,Francophone Christian Social Party,PSC,Belgium,4,1971,1978,0.042,0.032,0.03
rile_wikipedia,OECD,1970s,1970,centre_right,1288,Fine Gael (Familiy of the Irish),FG,Ireland,2,1973,1977,0.0415,0.078,0.386
rile_wikipedia,OECD,1970s,1970,centre_right,622,Flemish Christian Peoples Party,CVP,Belgium,4,1971,1978,0.041,0.031,0.021
rile_wikipedia,OECD,1970s,1970,centre_right,1359,Popular Democratic Party / Social Democratic Party,PPD/PSD,Portugal,2,1975,1976,0.04,0.218,0.363
rile_wikipedia,OECD,1970s,1970,centre_right,1308,Democratic and Social Center / People's Party,CDS / PP,Portugal,2,1975,1976,0.039,0.086,1.124
rile_wikipedia,OECD,1970s,1970,centre_right,1102,Christian Historical Union,CHU,Netherlands,1,1971,1971,0.039,0.048,1.711
rile_wikipedia,OECD,1970s,1970,centre_right,49,Party of Liberty and Progress -- Open Flemish Liberals and Democrats,PVV-OVLD,Belgium,4,1971,1978,0.039,0.068,1.49
rile_wikipedia,OECD,1970s,1970,centre_right,163,Anti-Revolutionary Party,ARP,Netherlands,2,1971,1972,0.038,0.079,0.074
rile_wikipedia,OECD,1970s,1970,centre_right,1390,Catholic Peoples Party,KVP,Netherlands,2,1971,1972,0.038,0.083,0.428
rile_wikipedia,OECD,1970s,1970,centre_right,539,Christian Social People's Party,CSV,Luxembourg,2,1974,1979,0.037,0.104,2.129
rile_wikipedia,OECD,1970s,1970,centre_right,486,Liberal Party of Australia,LPA,Australia,4,1972,1977,0.036,0.034,0.937
rile_wikipedia,OECD,1970s,1970,centre_right,1157,Christian Democratic Appeal,CDA,Netherlands,1,1977,1977,0.036,0.086,0.468
rile_wikipedia,OECD,1970s,1970,centre_right,1447,National Religious Party,Mafdal,Israel,2,1973,1977,0.036,0.1,-0.493
rile_wikipedia,OECD,1970s,1970,centre_right,300,Democratic Party,DP,Luxembourg,2,1974,1979,0.036,0.058,0.167
rile_wikipedia,OECD,1970s,1970,centre_right,1742,Democratic Alliance,AD,Portugal,1,1979,1979,0.035,0.231,0.739
rile_wikipedia,OECD,1970s,1970,centre_right,1271,Union of the Democratic Centre,UCD,Spain,2,1977,1979,0.034,0.035500000000000004,1
rile_wikipedia,OECD,1970s,1970,centre_right,690,Right Party / Moderate Party,H/M,Sweden,4,1970,1979,0.031,0.082,2.284
rile_wikipedia,OECD,1970s,1970,centre_right,536,Conservative People's Party,KF,Denmark,5,1971,1979,0.031,0.10379999999999999,1.4425999999999999
rile_wikipedia,OECD,1970s,1970,centre_right,199,Farmers' League / Centre Party,B/C,Sweden,4,1970,1979,0.03,0.10525000000000001,0.495
rile_wikipedia,OECD,1970s,1970,centre_right,1274,The Liberals/The People’s Party,FP,Sweden,4,1970,1979,0.03,0.10225000000000001,0.799
rile_wikipedia,OECD,1970s,1970,centre_right,1204,Liberal Party,V,Denmark,5,1971,1979,0.03,0.1002,1.4756
rile_wikipedia,OECD,1970s,1970,centre_right,213,Union for French Democracy,UDF,France,1,1978,1978,0.029,0.169,1.307
rile_wikipedia,OECD,1970s,1970,centre_right,495,National Coalition Party,KOK,Finland,4,1970,1979,0.028,0.09075,1.961
rile_wikipedia,OECD,1970s,1970,centre_right,573,Free Democratic Party,FDP,Germany,2,1972,1976,0.027,0.03,1.71
rile_wikipedia,OECD,1970s,1970,centre_right,503,Conservative Party,H,Norway,2,1973,1977,0.026,0.05,1.7285
rile_wikipedia,OECD,1970s,1970,centre_right,705,Christian Democratic Party,KrF,Norway,2,1973,1977,0.025,0.1565,0.3345
rile_wikipedia,OECD,1970s,1970,centre_right,288,Centre Democracy and Progress,CDP,France,1,1973,1973,0.021,0.034,0.898
rile_wikipedia,OECD,1970s,1970,centre_right,249,Liberal People's Party,L,Finland,2,1970,1972,0.015,0.25,0.856
rile_wikipedia,OECD,1970s,1970,centre_right,1229,Swedish People's Party,RKP,Finland,2,1970,1972,0.015,0.032,0.873
rile_wikipedia,OECD,1970s,1970,far_left,4473,Front of National Unity,FJN,Poland,2,1972,1976,0.999,0.157,-3.07
rile_wikipedia,OECD,1970s,1970,far_left,6799,National Front,NF,Czech Republic,2,1971,1976,0.999,0.159,-3.664
rile_wikipedia,OECD,1970s,1970,far_left,919,Democratic Party,SD,Poland,2,1972,1976,0.969,0.105,-1.702
rile_wikipedia,OECD,1970s,1970,far_left,162,Communist Party of Chile,PC,Chile,1,1973,1973,0.762,0.843,-3.257
rile_wikipedia,OECD,1970s,1970,far_left,48,Communist Party of Greece,KKE,Greece,2,1974,1977,0.6910000000000001,0.928,-3.507
rile_wikipedia,OECD,1970s,1970,far_left,1981,Mexican Communist Party,PCM,Mexico,1,1979,1979,0.529,0.79,-3.104
rile_wikipedia,OECD,1970s,1970,far_left,1251,French Communist Party,PCF,France,2,1973,1978,0.3695,0.7435,-3.297
rile_wikipedia,OECD,1970s,1970,far_left,310,Portuguese Communist Party,PCP,Portugal,2,1975,1976,0.2885,0.521,-2.841
rile_wikipedia,OECD,1970s,1970,far_left,1647,Communist Party of Luxembourg,KPL,Luxembourg,2,1974,1979,0.27,0.656,-3.316
rile_wikipedia,OECD,1970s,1970,far_left,736,Japan Communist Party,JCP,Japan,3,1972,1979,0.25933333333333336,0.72,-2.863
rile_wikipedia,OECD,1970s,1970,far_left,34,Italian Communist Party,PCI,Italy,3,1972,1979,0.22133333333333333,0.26,-2.6916666666666664
rile_wikipedia,OECD,1970s,1970,far_left,3,Japan Socialist Party / Social Democratic Party,JSP/SDP,Japan,3,1972,1979,0.059,0.608,-2.094
rile_wikipedia,OECD,1970s,1970,far_right,4511,Democratic Republican Party,DRP,South Korea,3,1971,1978,0.9976666666666667,0.18333333333333332,1.396
rile_wikipedia,OECD,1970s,1970,far_right,1610,Nationalist Movement [Action] Party,MHP,Turkey,1,1977,1977,0.986,0.268,2.43
rile_wikipedia,OECD,1970s,1970,far_right,1696,Italian Social Movement / Italian Social Movement-National Right,MSI,Italy,3,1972,1979,0.8883333333333333,0.5286666666666667,2.03
rile_wikipedia,OECD,1970s,1970,far_right,815,National Salvation Party,MSP,Turkey,2,1973,1977,0.859,0.7775000000000001,1.375
rile_wikipedia,OECD,1970s,1970,far_right,4753,National Union,UN,Portugal,1,1973,1973,0.856,0.017,2.68
rile_wikipedia,OECD,1970s,1970,far_right,943,National Alignment,EP,Greece,1,1977,1977,0.847,0.408,2.024
rile_wikipedia,OECD,1970s,1970,far_right,1601,Progress Party,FrP,Denmark,4,1973,1979,0.2435,0.72,3.6229999999999998
rile_wikipedia,OECD,1970s,1970,far_right,809,Republican Party,Rep,United States of America,5,1970,1978,0.192,0.299,1.302
rile_wikipedia,OECD,1970s,1970,far_right,463,Freedom Party of Austria,FPO,Austria,4,1970,1979,0.168,0.4485,1.93
rile_wikipedia,OECD,1970s,1970,far_right,308,Swiss People's Party,SVP,Switzerland,3,1971,1979,0.166,0.405,1.122
rile_wikipedia,OECD,1970s,1970,far_right,101,Progress Party [Anders Lange’s Party],Fr,Norway,1,1973,1973,0.051,0.828,2.809
rile_wikipedia,OECD,1970s,1970,far_right,1447,National Religious Party,Mafdal,Israel,2,1973,1977,0.036,0.1,-0.493
rile_wikipedia,OECD,1970s,1970,left_wing,919,Democratic Party,SD,Poland,2,1972,1976,0.969,0.105,-1.702
rile_wikipedia,OECD,1970s,1970,left_wing,929,United People's Party,ZSL,Poland,2,1972,1976,0.967,0.195,-1.787
rile_wikipedia,OECD,1970s,1970,left_wing,162,Communist Party of Chile,PC,Chile,1,1973,1973,0.762,0.843,-3.257
rile_wikipedia,OECD,1970s,1970,left_wing,48,Communist Party of Greece,KKE,Greece,2,1974,1977,0.6910000000000001,0.928,-3.507
rile_wikipedia,OECD,1970s,1970,left_wing,6,Socialist Party of Chile,PS,Chile,1,1973,1973,0.671,0.705,-2.806
rile_wikipedia,OECD,1970s,1970,left_wing,4855,National Popular Alliance,ANAPO,Colombia,2,1974,1978,0.63,0.9275,-1.622
rile_wikipedia,OECD,1970s,1970,left_wing,4881,United People,PU,Costa Rica,1,1978,1978,0.505,0.684,-0.675
rile_wikipedia,OECD,1970s,1970,left_wing,1251,French Communist Party,PCF,France,2,1973,1978,0.3695,0.7435,-3.297
rile_wikipedia,OECD,1970s,1970,left_wing,1468,Panhellenic Socialist Movement,PASOK,Greece,2,1974,1977,0.331,0.962,-1.775
rile_wikipedia,OECD,1970s,1970,left_wing,736,Japan Communist Party,JCP,Japan,3,1972,1979,0.25933333333333336,0.72,-2.863
rile_wikipedia,OECD,1970s,1970,left_wing,34,Italian Communist Party,PCI,Italy,3,1972,1979,0.22133333333333333,0.26,-2.6916666666666664
rile_wikipedia,OECD,1970s,1970,left_wing,329,Socialist Peoples Party,SF,Denmark,4,1971,1979,0.115,0.288,-2.34025
rile_wikipedia,OECD,1970s,1970,left_wing,1249,People's Alliance,Ab,Iceland,4,1971,1979,0.084,0.075,-1.004
rile_wikipedia,OECD,1970s,1970,left_wing,1096,Finish People's Democratic Union,SKDL,Finland,4,1970,1979,0.0765,0.49724999999999997,-2.859
rile_wikipedia,OECD,1970s,1970,left_wing,1478,Socialist Party,PS,France,2,1973,1978,0.061,0.3875,-2.28
rile_wikipedia,OECD,1970s,1970,left_wing,3,Japan Socialist Party / Social Democratic Party,JSP/SDP,Japan,3,1972,1979,0.059,0.608,-2.094
rile_wikipedia,OECD,1970s,1970,left_wing,742,Italian Socialist Party,PSI,Italy,3,1972,1979,0.05566666666666667,0.10466666666666666,-1.4803333333333333
rile_wikipedia,OECD,1970s,1970,left_wing,500,Socialist Party [Francophone],PS,Belgium,1,1978,1978,0.041,0.143,-2.022
rile_wikipedia,OECD,1970s,1970,left_wing,480,Belgian Socialist Party,BSP-PSB,Belgium,3,1971,1977,0.04,0.07,-2.0886666666666667
rile_wikipedia,OECD,1970s,1970,left_wing,830,Left Party / Communist Party,V,Sweden,2,1973,1979,0.0305,0.595,-3.3520000000000003
rile_wikipedia,OECD,1970s,1970,left_wing,719,Socialist Left Party,SV,Norway,1,1973,1973,0.018,0.477,-2.313
rile_wikipedia,OECD,1970s,1970,right_wing,1577,Colombian Conservative Party,PCC,Colombia,3,1970,1978,0.943,0.2653333333333333,2.622
rile_wikipedia,OECD,1970s,1970,right_wing,4632,National Party,PN,Chile,1,1973,1973,0.91,0.032,2.923
rile_wikipedia,OECD,1970s,1970,right_wing,4753,National Union,UN,Portugal,1,1973,1973,0.856,0.017,2.68
rile_wikipedia,OECD,1970s,1970,right_wing,809,Republican Party,Rep,United States of America,5,1970,1978,0.192,0.299,1.302
rile_wikipedia,OECD,1970s,1970,right_wing,441,People's Alliance-Party / People's Party,AP / PP,Spain,2,1977,1979,0.185,0.037,2.178
rile_wikipedia,OECD,1970s,1970,right_wing,308,Swiss People's Party,SVP,Switzerland,3,1971,1979,0.166,0.405,1.122
rile_wikipedia,OECD,1970s,1970,right_wing,794,New Democracy,ND,Greece,2,1974,1977,0.1255,0.159,1
rile_wikipedia,OECD,1970s,1970,right_wing,1746,Liberal Democratic Party,LDP,Japan,3,1972,1979,0.12233333333333334,0.071,1.239
rile_wikipedia,OECD,1970s,1970,right_wing,696,National Action Party,PAN,Mexico,4,1970,1979,0.098,0.1905,1.869
rile_wikipedia,OECD,1970s,1970,right_wing,1567,Conservatives,Con,United Kingdom,3,1970,1979,0.09733333333333333,0.216,1.436
rile_wikipedia,OECD,1970s,1970,right_wing,1156,Social Credit Party of Canada,SSC,Canada,2,1972,1974,0.0805,0.788,1.957
rile_wikipedia,OECD,1970s,1970,right_wing,509,Rally for the Republic,RPR,France,1,1978,1978,0.075,0.213,1.8
rile_wikipedia,OECD,1970s,1970,right_wing,1036,Likud-National Liberal Movement,L,Israel,2,1973,1977,0.0735,0.493,0.809
rile_wikipedia,OECD,1970s,1970,right_wing,101,Progress Party [Anders Lange’s Party],Fr,Norway,1,1973,1973,0.051,0.828,2.809
rile_wikipedia,OECD,1970s,1970,right_wing,1308,Democratic and Social Center / People's Party,CDS / PP,Portugal,2,1975,1976,0.039,0.086,1.124
rile_wikipedia,OECD,1970s,1970,right_wing,486,Liberal Party of Australia,LPA,Australia,4,1972,1977,0.036,0.034,0.937
rile_wikipedia,OECD,1970s,1970,right_wing,1743,Australian Country Party / National Party of Australia,ACP-NPA,Australia,4,1972,1977,0.036,0.211,1.449
rile_wikipedia,OECD,1970s,1970,right_wing,1447,National Religious Party,Mafdal,Israel,2,1973,1977,0.036,0.1,-0.493
rile_wikipedia,OECD,1980s,1980,centre,1474,Institutional Revolutionary Party,PRI,Mexico,3,1982,1988,0.897,0.10866666666666666,0.8270000000000001
rile_wikipedia,OECD,1980s,1980,centre,1190,Motherland Party,ANAP,Turkey,2,1983,1987,0.6815,0.2095,1.127
rile_wikipedia,OECD,1980s,1980,centre,362,Colombian Liberal Party,PLC,Colombia,2,1982,1986,0.592,0.542,-0.5475
rile_wikipedia,OECD,1980s,1980,centre,1367,National Liberation Party,PLN,Costa Rica,2,1982,1986,0.376,0.38,-0.028000000000000025
