score_y,score_x,vocab,is_plotted,group,decade,decade_start,tag,n_party_years,n_parties,mean_antiplural,mean_popul,tag_rank
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1970s,1970,right_wing_populism,25,9,1.82124,0.35568,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1980s,1980,economic_liberalism,17,9,1.2581176470588236,0.22717647058823529,8
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1980s,1980,right_wing_populism,18,8,1.8145,0.25216666666666665,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,2000s,2000,economic_liberalism,44,23,1.63925,0.17022727272727273,6
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,2000s,2000,right_wing_populism,55,26,1.3848363636363636,0.3507818181818182,5
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2010s,2010,economic_liberalism,47,22,1.639212765957447,0.24704255319148935,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1990s,1990,conservatism,76,37,1.1191973684210528,0.16105263157894736,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1970s,1970,christian_democracy,43,22,0.6363255813953489,0.08718604651162791,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1970s,1970,social_conservatism,23,11,8.695652173912472e-4,0.19499999999999998,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1970s,1970,conservatism,41,17,1.0147317073170732,0.07614634146341463,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1980s,1980,christian_democracy,49,20,0.6321020408163266,0.06538775510204081,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1980s,1980,conservatism,47,17,1.0034893617021277,0.08021276595744681,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1990s,1990,social_conservatism,36,16,-0.3722500000000001,0.15530555555555556,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2000s,2000,social_conservatism,45,20,-0.43915555555555563,0.2205777777777778,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,2000s,2000,conservatism,67,31,1.2318358208955225,0.16252238805970148,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,social_democracy,200,105,-0.889705,0.404565,1
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,social_democracy,241,141,-0.6789211618257261,0.4257344398340249,1
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,social_democracy,232,141,-0.5607241379310345,0.4578405172413793,1
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,liberal_conservatism,52,29,0.8232884615384616,0.4886153846153846,8
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,conservatism,144,71,0.9180555555555555,0.5304722222222222,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,liberal_conservatism,73,36,0.9326027397260275,0.4349178082191781,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,conservatism,151,81,0.9955827814569537,0.5203311258278146,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,liberal_conservatism,73,40,0.905013698630137,0.4136027397260274,8
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,conservatism,133,71,1.0351203007518797,0.5274887218045112,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,pan_africanism,19,13,-0.6681578947368421,0.7888421052631579,8
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,progressivism,52,28,-0.6894038461538462,0.38103846153846155,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,liberalism,97,53,0.4837319587628866,0.3840721649484536,4
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,liberalism,87,54,0.4123103448275862,0.441632183908046,6
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,african_nationalism,25,14,-0.88708,0.6639200000000001,19
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,african_nationalism,23,13,-0.7489130434782608,0.6357391304347826,26
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,conservatism,55,33,1.0935636363636363,0.8408,1
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,republicanism,15,7,0.8657333333333334,0.7893333333333333,17
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,anti_communism,31,16,1.0439677419354838,0.857741935483871,4
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,national_conservatism,20,9,0.7477499999999998,0.89655,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,social_conservatism,27,16,1.1698148148148149,0.7637777777777778,5
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,christian_democracy,23,14,0.7920869565217392,0.5466521739130434,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,liberal_conservatism,18,10,0.9583333333333334,0.6652777777777777,14
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,conservatism,78,37,1.1388717948717946,0.7137820512820513,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,republicanism,17,7,0.8440588235294119,0.7580588235294118,21
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,anti_communism,37,18,1.0413243243243244,0.7521621621621621,5
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,national_conservatism,18,10,0.8977777777777778,0.7603333333333333,17
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,social_conservatism,35,17,0.6330857142857144,0.7045714285714286,6
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,christian_democracy,33,15,0.9778181818181817,0.5107272727272727,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,liberal_conservatism,26,16,0.948923076923077,0.5812692307692308,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,republicanism,22,12,0.10186363636363634,0.5496363636363636,21
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,anti_communism,51,22,0.854078431372549,0.5556862745098039,12
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,national_conservatism,33,19,0.7663636363636364,0.5773333333333334,14
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,social_conservatism,66,33,-0.018500000000000096,0.5890909090909091,6
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,conservative_liberalism,19,11,0.9033684210526316,0.4315263157894737,25
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,christian_democracy,86,42,0.9000581395348837,0.3525581395348837,4
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,neoliberalism,15,9,0.9164666666666667,0.6340666666666667,28
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,social_conservatism,97,53,-0.0037731958762885886,0.5767319587628866,5
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,anti_communism,38,20,0.8405789473684211,0.49226315789473685,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,social_liberalism,55,28,-0.16476363636363633,0.3069272727272727,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,progressivism,40,24,-0.621825,0.354375,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,liberalism,40,21,0.499725,0.45855,4
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,liberalism,73,39,0.3075205479452054,0.39686301369863014,5
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,communism,22,12,-1.9496818181818183,0.7377272727272727,28
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,marxism_leninism,27,14,-1.9136296296296298,0.6621111111111111,24
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,pan_africanism,31,17,-0.8143225806451613,0.7265806451612903,17
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,left_wing_populism,31,16,-1.3953870967741937,0.5296451612903226,19
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1990s,1990,neoliberalism,17,8,1.6847058823529413,0.46258823529411763,18
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1970s,1970,democratic_socialism,18,6,-1.9710555555555556,0.1406666666666667,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,OECD,1980s,1980,communism,19,10,-3.055842105263158,0.41,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1990s,1990,communism,20,11,-3.05895,0.2925,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1990s,1990,democratic_socialism,28,13,-1.8993571428571427,0.10339285714285715,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2000s,2000,communism,17,7,-3.232705882352941,0.2917058823529412,18
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2000s,2000,democratic_socialism,25,10,-2.00964,0.08132,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2010s,2010,democratic_socialism,40,19,-2.179,0.136,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,anti_imperialism,15,8,-1.4773333333333332,0.8151999999999999,19
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,right_wing_populism,38,16,0.8693421052631579,0.674921052631579,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,right_wing_populism,39,21,0.9163846153846155,0.7532820512820513,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,militarism,19,12,0.9229999999999999,0.8252105263157895,29
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,right_wing_populism,46,28,1.1132173913043477,0.6727391304347826,14
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,social_liberalism,58,37,-0.27163793103448275,0.30860344827586206,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,social_liberalism,36,17,-0.3948611111111111,0.31133333333333335,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,populism,47,24,-0.6389148936170214,0.5504042553191489,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,populism,91,54,0.1988461538461539,0.5509780219780219,5
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,populism,26,13,-0.4328846153846154,0.692923076923077,12
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,social_market_economy,15,9,0.27066666666666667,0.5822666666666667,34
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,communism,29,14,-2.5764137931034483,0.6763793103448276,18
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,marxism_leninism,39,19,-2.256,0.670974358974359,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,communism,36,17,-2.1505555555555556,0.70175,19
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,marxism_leninism,37,18,-2.047918918918919,0.7143243243243244,17
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,pro_europeanism,43,28,0.5863953488372092,0.36853488372093024,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,democratic_socialism,56,35,-1.2582678571428572,0.42578571428571427,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,left_wing_nationalism,27,16,-1.3678518518518519,0.438,21
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,democratic_socialism,63,36,-1.1042857142857143,0.5063809523809524,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,social_conservatism,108,63,0.10135185185185193,0.5661203703703703,4
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,left_wing_nationalism,28,16,-1.0001785714285714,0.46171428571428574,20
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,economic_liberalism,84,45,0.7800952380952381,0.6258214285714285,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,communism,23,11,-3.030304347826087,0.8181304347826087,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,marxism_leninism,25,12,-3.01248,0.85816,10
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,communism,22,12,-2.6958636363636366,0.7465454545454545,14
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,marxism_leninism,29,16,-2.5500689655172413,0.7767586206896552,8
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,pro_europeanism,95,46,0.21371578947368433,0.38133684210526314,6
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,pro_europeanism,90,50,0.33494444444444443,0.40782222222222225,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,anti_communism,23,12,0.9069565217391304,0.5932608695652174,27
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,national_conservatism,45,24,0.6922,0.5688666666666666,12
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,national_conservatism,54,33,0.9219444444444445,0.5812222222222222,12
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,economic_liberalism,40,23,0.924075,0.7553,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2010s,2010,economic_liberalism,125,67,0.680936,0.543304,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,conservative_liberalism,28,15,0.98325,0.46771428571428575,22
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,neoliberalism,18,11,1.0992222222222223,0.7668333333333334,31
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,economic_liberalism,33,20,0.3953636363636364,0.7440606060606061,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,progressivism,52,35,-0.47732692307692304,0.31384615384615383,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,big_tent,17,8,-0.1434705882352941,0.6280588235294118,29
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,economic_liberalism,107,58,0.748644859813084,0.6034205607476636,3
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,neoliberalism,21,13,0.8162857142857143,0.49914285714285717,28
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,big_tent,15,9,0.2864,0.6120666666666666,32
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,anti_imperialism,18,7,-1.646611111111111,0.5793888888888888,31
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1990s,1990,nationalism,15,7,0.7513333333333334,0.3848666666666667,20
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2000s,2000,left_wing_populism,17,8,-2.2015294117647057,0.14323529411764707,17
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2010s,2010,populism,21,13,0.06952380952380953,0.24385714285714286,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,third_way,26,13,-0.45199999999999996,0.3826538461538461,20
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,third_way,37,22,-0.28135135135135136,0.4813513513513514,14
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,third_way,25,15,-0.12195999999999993,0.45068,23
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,social_democracy,74,42,-1.2322162162162162,0.5052162162162162,1
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,progressivism,27,13,-0.7515925925925927,0.41703703703703704,11
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,populism,81,44,-0.02711111111111107,0.5665061728395062,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,right_wing_populism,16,10,0.9496874999999999,0.645125,18
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,conservative_liberalism,22,13,0.9185909090909091,0.45904545454545453,27
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,social_liberalism,15,8,-0.4098666666666667,0.27026666666666666,20
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1980s,1980,democratic_socialism,32,17,-1.5725,0.619625,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1990s,1990,democratic_socialism,57,31,-1.1186842105263157,0.47343859649122805,7
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,left_wing_nationalism,18,11,-1.2357222222222222,0.28538888888888886,26
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,left_wing_populism,24,11,-1.199875,0.374625,24
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,left_wing_populism,31,13,-1.646774193548387,0.4250322580645161,25
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,classical_liberalism,16,8,1.1215,0.5640000000000001,33
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,2000s,2000,christian_democracy,81,43,0.9004938271604939,0.4044814814814815,8
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,classical_liberalism,17,10,1.3505882352941176,0.5661764705882353,33
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,christian_democracy,51,30,1.134843137254902,0.42794117647058827,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,big_tent,21,10,0.40823809523809523,0.5156190476190476,32
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2000s,2000,nationalism,17,7,1.1252352941176471,0.40758823529411764,19
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2010s,2010,nationalism,15,5,1.4248,0.4334,20
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,nationalism,19,10,1.087578947368421,0.838,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,nationalism,25,12,1.04852,0.81324,13
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,nationalism,22,12,0.9503636363636364,0.6879545454545455,22
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,nationalism,35,16,0.9549142857142857,0.6327142857142857,20
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,nationalism,31,17,1.1344193548387096,0.5696774193548387,18
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,social_democracy,49,31,-1.4985714285714287,0.5786734693877551,2
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,reformism,15,8,0.6798666666666666,0.5875333333333334,30
v2pariglef,v2xpa_antiplural,ideology_wikipedia,TRUE,Non-OECD,1970s,1970,democratic_socialism,21,16,-1.8752857142857142,0.6524761904761904,6
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,progressivism,16,10,-0.62175,0.35250000000000004,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,liberalism,17,13,0.20399999999999996,0.5517647058823529,9
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,pan_africanism,26,15,-0.8453846153846154,0.7065384615384616,17
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,pan_africanism,26,16,-0.6489230769230769,0.7418461538461538,23
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,islamic_democracy,23,12,0.3551304347826087,0.5490434782608695,29
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,islamic_democracy,36,23,0.35594444444444445,0.5680000000000001,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,secularism,19,10,-1.085,0.48936842105263156,27
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,secularism,27,16,-0.35014814814814815,0.5046666666666667,22
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,secularism,41,25,0.1150487804878049,0.56724390243902445,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,reformism,21,14,-0.1870952380952381,0.5141904761904762,25
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,reformism,26,14,-0.04357692307692305,0.479,24
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1990s,1990,socialism,19,12,-1.940578947368421,0.5401578947368421,23
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,civic_nationalism,26,16,0.3012307692307693,0.5833076923076923,21
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,civic_nationalism,33,18,0.19196969696969696,0.5247272727272727,18
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,pan_africanism,19,12,-1.0390526315789474,0.9260526315789473,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1970s,1970,african_nationalism,19,11,-1.4891052631578947,0.9140526315789473,12
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,1980s,1980,african_nationalism,18,11,-1.1151111111111112,0.9322777777777778,16
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,anti_imperialism,16,7,-1.2634375,0.6115625,34
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,pancasila,16,8,-0.42799999999999994,0.643625,36
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,republicanism,15,9,0.14473333333333332,0.5029333333333333,35
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,republicanism,20,10,-0.07390000000000002,0.4851,30
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,1990s,1990,social_liberalism,20,10,-0.07684999999999999,0.0613,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,OECD,2000s,2000,populism,22,13,0.20495454545454547,0.23204545454545455,15
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2000s,2000,russophilia,19,10,0.3358947368421052,0.8215789473684211,31
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,russophilia,19,13,0.035842105263157856,0.7734736842105263,26
v2pariglef,v2xpa_antiplural,ideology_wikipedia,FALSE,Non-OECD,2010s,2010,euroscepticism,18,12,-0.18344444444444444,0.7317777777777777,30
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,1990s,1990,social_democracy,116,47,-1.0057068965517242,0.1159396551724138,1
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,2000s,2000,social_democracy,115,50,-0.9571565217391305,0.1002,1
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,2010s,2010,social_democracy,126,51,-1.0648730158730157,0.12266666666666666,1
v2pariglef,v2xpa_antiplural,ideology_wikidata,FALSE,OECD,2000s,2000,green_politics,35,17,-1.2210285714285714,0.06628571428571428,15
v2pariglef,v2xpa_antiplural,ideology_wikidata,FALSE,OECD,2010s,2010,green_politics,41,20,-1.3898536585365855,0.10380487804878047,15
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,1970s,1970,liberal_conservatism,46,16,1.4054130434782608,0.09889130434782609,5
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,1970s,1970,social_liberalism,39,14,-0.026153846153846166,0.07971794871794871,8
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,1980s,1980,liberal_conservatism,46,17,1.2157173913043477,0.10623913043478261,5
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,1980s,1980,social_liberalism,43,16,-0.0864651162790697,0.06362790697674418,6
v2pariglef,v2xpa_antiplural,ideology_wikidata,FALSE,OECD,1990s,1990,liberal_conservatism,53,20,1.4522830188679245,0.1547924528301887,9
v2pariglef,v2xpa_antiplural,ideology_wikidata,FALSE,OECD,1990s,1990,social_liberalism,41,19,-0.028829268292682935,0.0734390243902439,12
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,2000s,2000,liberal_conservatism,62,25,1.404516129032258,0.1386451612903226,8
v2pariglef,v2xpa_antiplural,ideology_wikidata,TRUE,OECD,2000s,2000,social_liberalism,60,28,-0.057783333333333325,0.08389999999999999,4
v2pariglef,v2xpa_antiplural,ideology_wikidata,FALSE,OECD,2010s,2010,liberal_conservatism,67,28,1.3815671641791045,0.12376119402985074,12
