outcome,outcome_label,panel,spec,treatment,n_first_stage,first_stage_coef,first_stage_pval,n_outcome,rd_estimate,rd_se,rd_pval,late_estimate,late_se,late_pval,bandwidth
Y_gdp_growth,PWT,growth,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,31,0.33917779486609184,0.23214100192200918,0.1439920463338254,-0.6834700402297972,1.1191665920690057,0.5414011628021278,18.648126975880185
Y_gdp_growth_wb,World Bank,growth,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,41,0.3951757963854794,0.2918728548896942,0.1757582937865889,-0.9679837658613267,1.209431030063358,0.4235005507440337,12.497778429210229
Y_gdp_growth_imf,IMF WEO,growth,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,34,-0.3997496690610389,0.367589659567981,0.276820808071362,0.5946446355786386,1.5667472016014963,0.7042862418622913,7.374233466145282
Y_inflation,"CPI, cumulative log",inflation,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,37,0.14133016209522348,0.12099242864527855,0.24277007650159899,NA,NA,NA,NA
Y_unemployment,Unemployment rate,unemployment,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,38,-3.8573183102376274,3.2183434537016926,0.23070626247351578,NA,NA,NA,NA
Y_trade_pct_gdp,Trade / GDP,trade,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,37,-10.081151884635894,11.701922038161026,0.38896525934344023,NA,NA,NA,NA
Y_top10_share,Top-10% income share,top10,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,41,1.8167576614733676,3.0918523686215242,0.5568040226671709,-5.63480785203374,10.977443924285001,0.607736011989298,11.820950544350604
Y_gini_disp,Disposable,gini,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,34,0.017119369620505864,1.6111809008213973,0.9915223525239858,0.8847440979582883,4.443758288652067,0.8421859606647853,14.828225050786934
Y_gini_mkt,Market,gini,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,34,-0.4997976788750924,1.9144719814922562,0.7940439725562047,1.2291542425193438,5.308286395976691,0.8168845423885569,12.346676143615193
Y_debt,Debt / GDP,fiscal,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,41,-18.655667595405177,11.065050763103219,0.09179593846231723,43.48454397516876,52.50997657306877,0.4076027362330497,10.71627873147596
Y_deficit,Deficit / GDP,fiscal,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,41,0.8372977479459396,2.7865233394792566,0.7638101697824162,-1.2182394436450963,10.190336863247607,0.904840821398379,9.384610920155176
Y_checks_balances,Checks & balances,institutions,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,42,0.06407767350928657,0.05187372351284198,0.2167327670549089,-0.28207651315611443,0.34567469853168276,0.41449027597775173,8.806091481805456
Y_jucon,Judicial constraints,institutions,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,42,0.05219637308344555,0.04756377540871612,0.2724676211657027,-0.16074845106925384,0.1972770449859784,0.41516615394834866,11.947531401356269
Y_legcon,Legislative constraints,institutions,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,42,0.07608695972394401,0.057610989787128884,0.18660068737962132,-0.357099176717981,0.43447475633755356,0.4111280822120845,8.44546900140222
Y_hos_power,HOS,exec_power,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,42,0.18757339267029496,0.11149626943082819,0.09250508637629791,-0.6910439868461223,0.7801879375475007,0.3757574251883133,9.971604389156191
Y_hog_power,HOG,exec_power,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,41,-0.04447534204767658,0.03044912838164313,0.1441131161829114,0.15024527680018376,0.17575638197882415,0.3926344027930004,11.15085479241194
Y_hos_power_vdem,HOS (v2ex_hosw),exec_power_alt,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,42,0.19555737355100888,0.1501422182632309,0.19275203855991704,-0.620059274844701,0.9485083457587768,0.5132919444683348,13.648047007506056
Y_hog_power_vdem,HOG (v2ex_hogw),exec_power_alt,instr-galtan_w5_trt-ertOrDdcg_gapany_illibany,backsliding_union_Nyr,53,-0.19572218331376234,0.24365986538662482,42,-0.09777868677550433,0.07507110913161545,0.19275203855991752,0.31002963742237283,0.4742541728793852,0.5132919444683017,13.64804700750587
