spec,treatment,n_first_stage,n_first_stage_treated,first_stage_coef,first_stage_se,first_stage_pval,first_stage_bandwidth
instr-antiplural_w8_trt-polyarchy_gapany_illib0p6535_opp0p6535_exclyr,polyarchy_decline,364,139,0.00639113917964753,0.061602031241693694,0.9173686683695955,25.957476500219467
